CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,County,ENROLL
80,7893,9956740,5828622,5247370,285000,296252,1627300,703800,1904218,1362530,596600,0,0,0,1040350,10.6,61110,260,74621,245.3,100000,24.3,Ocean Academy Charter School,Ocean,K. Charter,C,,,1,Ocean,520.0
80,6021,20580199,10986509,5452509,5448000,86000,3064376,2379406,3686983,2989343,2842332,0,0,0,0,17.3,67640,150,76455,75,117599,4.8,Community Charter School Of Paterso,Passaic,K. Charter,C,,,1,Passaic,900.0
80,6079,11731192,5712325,5159819,100000,452506,1444479,1291479,2094072,1151313,2480316,0,0,0,0,17.1,67000,245.7,35000,81.9,115000,5.1,John P Holland Charter School,Passaic,K. Charter,C,,,1,Passaic,737.0
80,6080,33545727,18237433,16651630,924423,661380,4212969,3109969,7006881,2362459,4088444,0,0,0,109779,14.6,68700,120.5,71860,512.3,131896,39.3,Passaic Arts And Science Charter School,Passaic,K. Charter,C,,,1,Passaic,2049.0
80,6096,21505432,10586645,9651942,509023,425680,2831464,2211550,4828892,1869064,3258431,0,0,0,245331,14.8,67650,110.3,73479,1213,116000,93,Paterson Arts And Science Charter School,Passaic,K. Charter,C,,,1,Passaic,1213.0
80,6106,10807578,5535626,4838760,264401,432465,750980,640639,2527400,1919727,1993572,0,0,0,0,12.7,67588,73,79571,97.3,133000,9,Philip’s Charter School Of Paterson,Passaic,K. Charter,C,,,1,Passaic,584.0
80,6230,2099814,1010235,967435,25000,17800,223575,139406,475295,329145,390709,0,0,0,0,15,51750,80.5,52625,92,56600,7.1,Classical Academy Charter School Of Clif,Passaic,K. Charter,C,,,1,Passaic,161.0
80,7503,30808559,15141239,14359796,418318,363125,6187088,4709892,5892837,4999937,3395886,0,0,0,59500,13.8,65400,74.4,75080,98.5,117260,8.4,Paterson CS For Sci/Tech,Passaic,K. Charter,C,,,1,Passaic,1675.0
80,7892,26522088,16381688,11887581,938850,3555257,2989115,2219115,4348054,2154145,2723231,0,0,0,327700,23.1,67625,184.8,78650,73.9,123750,3.6,College Achieve Paterson Charter School,Passaic,K. Charter,C,,,1,Passaic,1478.0
80,7899,4467045,1860629,1370058,461571,29000,840631,368213,1195785,483752,570000,0,0,0,0,,,,,,,,Brilla New Jersey Charter School,Passaic,K. Charter,C,,,1,Passaic,206.0
80,7897,3165608,1835005,1722065,40850,72090,399569,228743,560486,248497,370548,0,0,0,0,12.8,58000,,,,,,Creativity Colaboratory Charter School,Salem,K. Charter,C,,,1,Salem,192.0
80,6018,22494529,13288417,12398830,734154,155433,3545927,2736933,3146512,2723373,2513673,0,0,0,0,13.8,62700,121.5,65900,191,125000,15.4,Central Jersey College Prep Charter Scho,Somerset,K. Charter,C,,,1,Somerset,1337.0
80,6081,10022215,5654890,5109515,241814,303561,1196578,805379,2030062,1646675,1140685,0,0,0,0,16,73800,202,87780,93.2,128220,6.3,Thomas Edison Energysmart Charter School,Somerset,K. Charter,C,,,1,Somerset,606.0
80,7850,4686024,2604645,2299040,84001,221604,943640,588466,871349,682453,149759,0,0,0,0,9.8,62757,90,59383,112.5,95248,12.8,Sussex County Technology Charter School,Sussex,K. Charter,C,,,1,Sussex,225.0
80,6033,6259199,3423747,2797796,223905,402046,1017861,634801,1136040,768475,681550,0,0,0,0,12.2,64648,124.4,65405,77.8,125865,7,The Barack Obama Green Charter High Scho,Union,K. Charter,C,,,1,Union,311.0
80,6101,25164558,13527425,10556266,530000,2441159,1860081,1115081,6772052,3239814,2925000,0,0,0,245000,17,63500,88.1,75000,94,103000,6.6,College Achieve Central Charter School,Union,K. Charter,C,,,1,Union,1410.0
80,6102,10136874,5636129,4807129,563000,266000,2013593,1841155,1518542,1291130,968610,0,0,0,100000,22.2,63000,199.7,87000,299.5,105225,15,Cresthaven Academy Charter School,Union,K. Charter,C,,,1,Union,599.0
80,7600,10343822,6877563,6482402,144900,250261,790710,275466,2271058,1165862,365048,0,0,0,0,16.8,61263,148,64284,111,137500,7.4,Queen City Academy CS,Union,K. Charter,C,,,1,Union,444.0
80,8010,6036637,3489352,2654352,175000,660000,411576,265226,1161054,614556,973155,0,0,0,0,36,64983,162,58999,64.8,80515,2.2,Union County Teams CS,Union,K. Charter,C,,,1,Union,324.0
80,7727,2928191,1763897,1611897,65000,87000,415686,68906,664197,564200,57309,0,0,0,7285,7.5,51393,84.4,67088,45,93435,6.5,Ridge And Valley CS,Warren,K. Charter,C,,,1,Warren,135.0
