CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
80,6028,3581460,1874406,1719512,100860,43284,278468,245255,891292,478685,441806,12329,95489,0,4000,369,Vineland Public Charter Scho,Cumberland,K. Charter,C,,,1,11.9,45000,369,50000,73.8,90000,6.4,Cumberland
80,6069,2950850,1484828,1372820,36144,75864,116420,111420,656492,217893,693111,44352,0,0,0,305,Millville Public Charter Sch,Cumberland,K. Charter,C,,,1,10.9,45750,,,152.5,80000,14,Cumberland
80,6089,1608256,971624,906077,47193,18354,101479,73456,309609,154427,225544,45769,0,0,0,192,Compass Academy Charter Scho,Cumberland,K. Charter,C,,,1,12.4,46056,128,65500,128,69500,11.3,Cumberland
80,6100,1382674,585078,568267,10889,5922,35554,33554,320631,150876,420823,42387,20588,0,0,122,Bridgeton Public Charter Sch,Cumberland,K. Charter,C,,,1,9.4,45000,,,40.7,99500,4.3,Cumberland
80,6020,4075274,1536214,1474217,41370,20627,0,0,1230614,1008343,1308446,435086,0,0,43842,288,Pride Academy Charter School,Essex,K. Charter,C,,,1,10.7,56694,96,61899,48,86411,5,Essex
80,6022,4247607,1959869,1824337,88299,47233,0,0,1533793,939656,753945,0,0,0,0,343,Burch Charter School Of Exce,Essex,K. Charter,C,,,1,13.2,51725,343,63000,114.3,100000,9,Essex
80,6029,4443386,2097500,1839260,133817,84963,452341,233620,774161,626548,1119384,60118,0,0,0,247,Newark Educators Community C,Essex,K. Charter,C,,,1,16.5,51500,123.5,55199,82.3,123773,5.7,Essex
80,6053,17143827,8853303,6486184,869309,1497810,190009,139631,6378721,4361116,1721794,0,0,0,0,1264,Great Oaks Legacy Charter Sc,Essex,K. Charter,C,,,1,18.9,57010,126.4,62500,158,126594,9.6,Essex
80,6057,7075538,3795425,3262401,206024,327000,0,0,1927558,1329625,1326217,782545,26338,0,3221,380,Peoples Preparatory Charter,Essex,K. Charter,C,,,1,11.9,52500,95,59879,76,102000,7.2,Essex
80,6058,3966427,2065337,1738011,103788,223538,0,0,930971,649755,970119,311816,0,0,0,320,Roseville Community Charter,Essex,K. Charter,C,,,1,13.3,54855,160,76465,64,95691,5.2,Essex
80,6094,5033283,2612210,2475778,54483,81949,0,0,905068,336756,1433649,316045,82355,0,0,372,Phillip's Academy Charter Sc,Essex,K. Charter,C,,,1,11.6,56810,93,65650,186,98630,18,Essex
80,6099,4310219,2532499,2128790,56066,347643,0,0,1415548,1085331,362113,0,0,0,17961,285,Link Community Charter Schoo,Essex,K. Charter,C,,,1,,,,,,,,Essex
80,6109,,,,,,,,,,,,,,,,Lead Charter School,Essex,K. Charter,C,,,1,,,,,,,,Essex
80,6110,,,,,,,,,,,,,,,,Achieve Community Charter Sc,Essex,K. Charter,C,,,1,,,,,,,,Essex
80,6320,1466478,852099,639692,64554,147853,0,0,384265,173266,210114,0,20000,0,0,100,Discovery Charter School,Essex,K. Charter,C,,,1,,,,,,,,Essex
80,6410,5707896,2556614,2463383,61722,31509,0,0,2423527,1747134,727755,0,0,0,0,476,East Orange Community Charte,Essex,K. Charter,C,,,1,23.8,55080,136,24000,119,90500,5.9,Essex
80,6665,4530752,2283607,1942781,126218,214608,0,0,1478807,1189734,768338,0,0,0,0,337,The Gray Charter School,Essex,K. Charter,C,,,1,17.7,63639,168.5,85212,112.3,110250,7,Essex
80,7100,7433496,3591040,3357125,139819,94096,0,0,2730935,1848928,1104165,0,0,0,0,428,Lady Liberty Academy Charter,Essex,K. Charter,C,,,1,11,52530,214,65092,107,85000,10.3,Essex
80,7210,24631103,11169548,9081563,1107342,980643,1306445,1286850,6527650,5647037,5144312,1758094,120000,37600,0,1331,Marion P. Thomas Charter Sch,Essex,K. Charter,C,,,1,12.9,56862,121,77175,91.8,109087,7.9,Essex
80,7290,5780828,3083083,2770192,167071,145820,0,0,1602652,1299222,1095093,210997,0,0,135967,494,New Horizons Community Chart,Essex,K. Charter,C,,,1,13.7,51310,247,58500,82.3,115000,6.3,Essex
80,7320,67561925,33999365,29046606,3338848,1613911,0,0,18517765,6826447,15012658,3058349,32138,0,138386,4501,North Star Academy Charter S,Essex,K. Charter,C,,,1,16.3,61000,450.1,64500,286.7,94000,18.2,Essex
80,7325,63247479,26672643,22871109,2571860,1229674,0,0,19570419,3626283,17004416,5273939,0,0,54124,3702,Team Academy Charter School,Essex,K. Charter,C,,,1,13.2,62083,113.9,66550,54.4,91125,4.6,Essex
80,7730,9760237,5015776,4232347,621396,162033,1628372,1037995,1625741,1102273,1490348,0,0,0,29422,682,Robert Treat Academy Charter,Essex,K. Charter,C,,,1,15.3,60095,181.9,44200,136.4,105300,9.7,Essex
80,7735,8587487,4304733,3990246,201701,112786,786779,752573,2407042,1835414,1088933,287626,0,0,0,540,Maria Varisco Rogers Charter,Essex,K. Charter,C,,,1,9.2,55220,270,83380,60,115101,6.8,Essex
80,8065,11141526,5633066,5160894,216821,255351,381471,256328,3644901,2575686,1452300,0,29788,0,0,631,University Heights Charter S,Essex,K. Charter,C,,,1,14.7,55775,126.2,72575,90.1,128000,6.9,Essex
80,6030,3662705,2293408,1731388,78770,483250,0,0,618665,510432,750632,347621,0,0,50597,368,The Ethical Community Charte,Hudson,K. Charter,C,,,1,10.2,43399,122.7,45940,46,51667,4.9,Hudson
80,6036,4253117,2719517,2357188,106352,255977,0,0,812454,698630,661710,87474,59436,0,0,365,Hoboken Dual Language Charte,Hudson,K. Charter,C,,,1,19.1,51638,182.5,62500,365,54000,21.1,Hudson
80,6064,4670900,2302911,2209519,31584,61808,0,0,1764103,1277803,603886,0,0,0,0,386,Dr Lena Edwards Academic Cha,Hudson,K. Charter,C,,,1,13.8,56750,193,70375,193,100012,15,Hudson
80,6068,6390365,3297136,2786475,123706,386955,58413,0,1948979,1657723,1039355,0,0,46482,2058,506,M.E.T.S. Charter School,Hudson,K. Charter,C,,,1,10.6,45900,253,58114,101.2,98030,9.9,Hudson
80,6082,8666695,4257685,3735335,43209,479141,0,0,1143714,948934,3265296,990877,0,0,43430,839,Beloved Community Charter Sc,Hudson,K. Charter,C,,,1,15.8,52000,239.7,55250,209.8,97500,14.1,Hudson
80,6093,3161362,1570642,1421144,103255,46243,153059,74155,813974,248420,623686,132766,0,0,79840,358,Jersey City Global Cs,Hudson,K. Charter,C,,,1,11.9,42000,,,179,97500,15,Hudson
80,6103,3717292,1869991,1344675,28485,496831,0,0,722844,478702,1124456,298711,0,0,0,331,Empowerment Academy Charter,Hudson,K. Charter,C,,,1,18.4,49000,,,165.5,93500,9,Hudson
80,6105,3132906,1753033,1490811,233188,29034,0,0,899217,516412,480656,0,0,0,66008,357,Hudson Arts And Science Char,Hudson,K. Charter,C,,,1,13.7,42600,357,55000,357,75000,27,Hudson
80,6184,3830468,1361308,1185322,96429,79557,0,0,1962271,931354,146067,0,10221,0,14818,279,Great Futures Charter School,Hudson,K. Charter,C,,,1,9.6,51690,69.8,56138,55.8,95000,6.6,Hudson
80,6420,4247545,2905825,2769153,25849,110823,207362,182525,601567,498218,472277,40668,40000,20514,0,288,Elysian Charter School,Hudson,K. Charter,C,,,1,11.5,68900,93.5,69980,276.9,75500,28.1,Hudson
80,6720,4696825,2456187,2279721,118652,57814,777806,390105,932198,728900,530634,0,0,0,0,298,Hoboken Charter School,Hudson,K. Charter,C,,,1,,,,,,,,Hudson
80,6910,6188204,3831858,3695663,69736,66459,326213,262746,1232804,840364,797330,465796,0,0,289059,560,Jersey City Community Charte,Hudson,K. Charter,C,,,1,14.7,53994,116.7,52000,149.3,91800,11.3,Hudson
80,6915,5875864,2847204,2580713,139658,112748,1154920,967488,592975,471954,1280765,0,0,0,130387,499,Jersey City Golden Door Char,Hudson,K. Charter,C,,,1,12.2,49850,166.3,64370,99.8,111500,8.8,Hudson
80,7115,5340664,3530031,3119819,95471,314741,0,0,1006540,743234,804093,290109,0,0,0,539,Learning Community Charter S,Hudson,K. Charter,C,,,1,11.8,46979,149.7,59296,224.6,92500,20.5,Hudson
80,7830,2670488,1688332,1571694,62540,54098,0,0,391492,295587,590664,74308,0,0,0,240,Soaring Heights,Hudson,K. Charter,C,,,1,16.7,72460,150,47227,240,116830,16,Hudson
80,8060,6255402,3497210,3206312,72775,218123,0,0,743307,601412,2002841,826731,0,0,99958,424,University Academy Charter H,Hudson,K. Charter,C,,,1,11.8,53784,78.5,61118,49.3,75000,4.8,Hudson
80,6017,11718359,6590873,5954020,293858,342995,241344,241344,3221334,2857948,1664808,249853,0,0,60682,1002,Foundation Academy Charter S,Mercer,K. Charter,C,,,1,12.2,61000,154.2,66000,117.9,77000,10.4,Mercer
80,6025,5365746,2782417,2139054,104720,538643,0,0,1374219,904717,1190538,276591,18572,0,0,375,Paul Robeson Charter School,Mercer,K. Charter,C,,,1,13.9,57500,375,65500,125,91850,9.3,Mercer
80,6182,7294498,3444124,2459411,309990,674723,480149,213965,1924417,1028130,1305094,124157,123234,0,119025,541,International Academy Of Tre,Mercer,K. Charter,C,,,1,15.9,49500,180.3,55000,90.2,74000,6.2,Mercer
80,6183,4763202,2806402,1728699,525324,552379,48291,0,1499599,1312386,361791,0,47119,0,16579,295,Trenton Stem-To-Civics Chart,Mercer,K. Charter,C,,,1,11.3,50500,147.5,60000,73.8,94500,7,Mercer
80,6810,1208953,602148,507733,42683,51732,0,0,501397,381061,105408,0,0,0,0,89,International Charter School,Mercer,K. Charter,C,,,1,10.6,50417,89,51542,89,109794,9.4,Mercer
80,7500,3312538,1914745,1753596,142747,18402,326344,186264,507725,420775,563724,0,0,0,0,250,Pace Charter School Of Hamil,Mercer,K. Charter,C,,,1,10.9,50000,250,53197,125,99318,12,Mercer
80,7540,5173128,3118161,2941248,101830,75083,411074,239841,1244459,682446,399434,136680,0,0,0,348,Princeton Charter School,Mercer,K. Charter,C,,,1,10,61492,278.4,45806,116,123000,12,Mercer
80,8140,4590148,2320878,2012225,132257,176396,249942,238693,890366,755369,1128963,194044,0,0,0,357,The Village Charter School,Mercer,K. Charter,C,,,1,9.6,48000,119,63000,119,117000,13.3,Mercer
80,6032,6377471,3366157,2560252,178503,627402,0,0,2326712,1822262,684602,0,0,0,121473,494,Academy For Urban Leadership,Middlesex,K. Charter,C,,,1,12.4,49690,82.3,50000,98.8,117875,9.2,Middlesex
80,6041,4704055,2955346,2614954,77679,262713,0,0,1010692,823689,738017,0,0,0,0,376,Hatikvah International Chart,Middlesex,K. Charter,C,,,1,11.8,51500,136.7,32000,125.3,84460,11.6,Middlesex
80,6635,5323739,3496311,3442348,17640,36323,0,0,1684408,1239426,143020,0,0,0,0,391,Greater Brunswick Charter Sc,Middlesex,K. Charter,C,,,1,11,53132,126.1,49825,130.3,93000,12.9,Middlesex
80,6010,3336406,1525403,1400710,60953,63740,516572,516572,708021,599740,566409,29929,20000,0,7920,173,Academy Charter High School,Monmouth,K. Charter,C,,,1,10.2,54122,43.3,57550,45.5,103850,5.5,Monmouth
80,6740,2363888,986958,902018,45979,38961,585308,488538,215537,183889,576085,155521,0,0,13084,207,Hope Academy Charter School,Monmouth,K. Charter,C,,,1,9.5,44833,94.1,53803,45,80000,5.2,Monmouth
80,7720,2870477,1631215,1465926,71070,91979,337343,273503,589731,335754,212982,117258,0,98654,0,181,Red Bank Charter School,Monmouth,K. Charter,C,,,1,6.6,42000,67,35300,90.5,92924,15.1,Monmouth
80,7891,,,,,,,,,,,,,,,,College Achieve Greater Asbu,Monmouth,K. Charter,C,,,1,,,,,,,,Monmouth
80,8050,3519453,1802722,1626323,106641,69758,410873,345123,690269,506169,557113,49311,0,58477,5357,233,Unity Charter School,Morris,K. Charter,C,,,1,10.5,50364,97.1,42746,59.7,66300,6.3,Morris
80,7893,,,,,,,,,,,,,,,,Ocean Academy Charter Schoo,Ocean,K. Charter,C,,,1,,,,,,,,Ocean
80,6021,11780631,5558922,5143186,291831,123905,0,0,2228036,1490164,3993673,1284629,0,0,0,900,Community Charter School Of,Passaic,K. Charter,C,,,1,19,52994,450,74451,128.2,73903,7,Passaic
80,6079,3128870,1295642,1087992,11709,195941,439797,393408,691572,338041,701859,137440,0,0,0,201,John P. Holland Charter Scho,Passaic,K. Charter,C,,,1,13.9,53405,100.5,73155,67,86735,5.5,Passaic
80,6080,10160568,4717028,4391534,244988,80506,0,0,3941303,2202485,1495224,0,0,0,50827,837,Passaic Arts And Science Cha,Passaic,K. Charter,C,,,1,11.8,45000,209.3,59183,418.5,90900,37.5,Passaic
80,6096,5518413,2954785,2756887,111058,86840,0,0,2164513,853474,395718,0,0,0,163836,540,Paterson Arts And Science Ch,Passaic,K. Charter,C,,,1,12.3,44100,180,56100,270,83400,23.5,Passaic
80,6106,1032917,427882,425809,615,1458,0,0,341826,184403,263208,54957,0,0,0,54,Philip's Academy Charter Sch,Passaic,K. Charter,C,,,1,10.8,56000,27,65000,27,60000,3.5,Passaic
80,6230,1203208,613709,537558,30105,46046,0,0,533830,284806,55669,0,0,0,0,118,Classical Academy Charter Sc,Passaic,K. Charter,C,,,1,11.8,42500,118,45000,118,75000,11,Passaic
80,7503,13364058,6904153,6569257,73686,261210,0,0,2084787,1772019,4358680,1368553,0,0,728617,1068,Paterson Charter School For,Passaic,K. Charter,C,,,1,11,53375,106.8,57250,114.8,75094,11.5,Passaic
80,7892,,,,,,,,,,,,,,,,College Achieve Paterson Cha,Passaic,K. Charter,C,,,1,,,,,,,,Passaic
80,6018,6023643,3176644,2849529,194901,132214,299269,276976,1234652,933399,1175046,255666,1620,136412,0,474,Central Jersey College Prep,Somerset,K. Charter,C,,,1,10.2,49800,131.7,56650,182.3,82630,19.3,Somerset
80,6081,4803677,2327918,1752602,437196,138120,164768,136835,882977,724565,1413844,229070,0,14170,0,425,Thomas Edison Energysmart Ch,Somerset,K. Charter,C,,,1,17.3,48800,212.5,59205,141.7,92000,8.9,Somerset
80,7850,3362120,1976055,1884117,66726,25212,333034,256976,682495,536547,312899,101781,0,57637,3827,216,Sussex County Technology Cha,Sussex,K. Charter,C,,,1,9,52968,78.5,59684,86.4,77400,10.8,Sussex
80,6033,3159553,1487811,1062191,76870,348750,63271,56527,1007227,721548,546515,0,0,10891,0,233,The Barack Obama Green Chart,Union,K. Charter,C,,,1,12.9,49970,116.5,51500,46.1,67500,3.9,Union
80,6101,6677011,3530500,2927014,228536,374950,274805,258849,1765831,302205,981092,8299,119326,5458,0,592,College Achieve Central Char,Union,K. Charter,C,,,1,14.8,47500,296,53750,,,,Union
80,6102,1229617,687656,600163,43026,44467,0,0,330020,263847,211941,95278,0,0,27558,75,Cresthaven Academy Charter S,Union,K. Charter,C,,,1,8.7,55000,37.5,63500,37.5,110000,5.3,Union
80,7600,3702316,1739239,1664691,60891,13657,475044,245960,1058245,559786,361229,0,0,68558,0,322,The Queen City Academy Chart,Union,K. Charter,C,,,1,10.8,50200,107.3,53330,107.3,105200,10.9,Union
80,8010,4661503,2426641,1909458,163532,353651,1318808,935715,199661,0,716393,0,0,0,0,386,Union County Teams Charter S,Union,K. Charter,C,,,1,20.9,53765,193,57649,96.5,86342,5.1,Union
80,7727,1646298,1093274,1062829,29845,600,0,0,342315,300930,210709,0,0,0,8637,125,Ridge And Valley Charter Sch,Warren,K. Charter,C,,,1,7.4,45356,,,116.8,43472,15.5,Warren
