CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
3,990,26999751,17434936,15988047,681721,765168,3034784,2586659,3464720,2991782,2324444,1305000,0,740866,0,12.7,77350,90.7,82277,141.6,128000,12.7,1874,Cresskill Boro,Bergen,F. K-12 / 1801 - 3500,3,I,,1,Bergen
3,1070,13899193,8094196,7425970,345895,322331,2490542,1924965,1462275,1197580,1572383,777023,32050,146901,204565,9.4,61833,53.2,67609,112.5,131427,14.1,687,Demarest Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,Bergen
3,1130,38517678,23771499,22795447,817725,158327,3963410,3590680,4884071,4242221,4818923,2971991,0,989783,6740,11.9,73615,84.8,73180,142,137208,13.7,2494,Dumont Boro,Bergen,F. K-12 / 1801 - 3500,3,FG,,1,Bergen
3,1230,13950559,9150471,8592226,206217,352028,1889122,1499312,1543558,1201310,1271619,570600,0,54219,9320,11.5,89662,86.5,102647,164.4,124309,16.2,866,East Rutherford Boro,Bergen,D. K-8 / 751 +,2,CD,,1,Bergen
3,1270,10892182,6341442,5933885,288045,119512,1821316,1288792,1363700,1206797,1314604,605413,0,43359,0,13.7,55578,88.5,60079,159.3,137684,13.4,929,Edgewater Boro,Bergen,A. K-6,1,DE,,1,Bergen
3,1345,29711785,15676362,15071522,267598,337242,5125612,4016511,4674817,3718310,3569751,2041783,0,629823,0,14.1,51610,114.6,54896,235.5,112939,18.7,2618,Elmwood Park,Bergen,F. K-12 / 1801 - 3500,3,CD,,1,Bergen
3,1360,18239253,10320783,9795960,238495,286328,2313750,1782601,2361663,2232119,2234260,1230277,0,938076,0,11.4,62625,86,61200,107.2,128385,10.7,1105,Emerson Boro,Bergen,E. K-12 / 0 - 1800,3,GH,,1,Bergen
3,1370,54667229,32348778,27695771,800507,3852500,9222938,6107268,6345783,5088983,5492692,899192,0,1196248,0,10.3,72006,66.7,75806,128.8,133148,14.5,3091,Englewood City,Bergen,F. K-12 / 1801 - 3500,3,DE,,1,Bergen
3,1380,10369874,5944416,5547649,155308,241459,2168160,1831778,1164999,871515,1066209,654391,0,3000,7200,8.7,69740,69.8,69715,97,130000,12.5,533,Englewood Cliffs Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,Bergen
3,1450,81960425,48770766,46225984,1068715,1476067,13711118,12450765,9251290,7740915,8015278,3419779,0,1623451,124000,12.2,74555,66.6,78755,182.9,157577,17.8,4929,Fair Lawn Boro,Bergen,G. K-12 / 3501 +,3,GH,,1,Bergen
3,1470,14303952,8220597,7767190,271875,181532,1753552,1622248,2219531,1888711,1828191,828047,0,58865,0,16.3,56150,111.5,56950,161,113512,11.3,1451,Fairview Boro,Bergen,D. K-8 / 751 +,2,A,,1,Bergen
3,1550,57067946,33363951,31857413,1008286,498252,10730575,8580691,5916238,4938825,5806023,2404883,0,1142585,0,13.2,68730,80,74730,186.2,132600,16.4,3857,Fort Lee Boro,Bergen,G. K-12 / 3501 +,3,FG,,1,Bergen
3,1580,27489016,18159269,17286907,765109,107253,4349420,4103114,2376524,2194076,2453060,393526,0,141676,85166,7.9,69384,38.3,59495,125.2,144196,19.2,1128,Franklin Lakes Boro,Bergen,D. K-8 / 751 +,2,I,,1,Bergen
3,1700,82286224,50470265,49879569,536595,54101,12594268,10298344,9132159,7818546,9064345,5540896,0,772620,0,11.2,60475,71.4,82250,129.7,151874,13.4,5026,Garfield City,Bergen,G. K-12 / 3501 +,3,B,1,1,Bergen
3,1760,42623898,22935043,20838849,1132192,964002,8286662,4652805,5464480,4720611,4807938,1143691,0,1118066,0,11.8,72627,69.3,78156,167.3,160705,16.6,2499,Glen Rock Boro,Bergen,F. K-12 / 1801 - 3500,3,J,,1,Bergen
3,1860,92821353,57782252,53523218,1947097,2311937,15007675,13118699,8345695,7278670,9712632,5008658,0,1958639,449322,13.7,88610,73.3,101375,171.6,168192,14.9,5389,Hackensack City,Bergen,G. K-12 / 3501 +,3,CD,,1,Bergen
3,2050,10954573,7115164,6710082,110000,295082,1562030,1235440,1127766,936170,1051322,458779,0,98292,0,11.5,71805,60.3,58055,151.5,126742,15.6,600,Harrington Park Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,Bergen
3,2080,26499920,16106541,15375448,277300,453793,4171493,3204046,2774972,2324874,2590698,1378946,0,839276,0,12.7,74415,77,72215,178.7,125743,16.4,1812,Hasbrouck Heights Boro,Bergen,E. K-12 / 0 - 1800,3,FG,,1,Bergen
3,2090,8461065,5041003,4794528,80475,166000,1481215,1204785,885760,670010,1018597,437497,0,34489,20000,10.2,66834,67.6,80200,104.8,115000,11.8,405,Haworth Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,Bergen
3,2180,21294034,12417327,12089695,281682,45950,4375364,3042976,2153480,1673240,2231397,597038,0,91244,0,10,66728,64.2,77311,143.8,138997,16.6,1194,Hillsdale Boro,Bergen,D. K-8 / 751 +,2,GH,,1,Bergen
3,2200,9346032,5520721,5359066,116118,45537,1706794,1457105,1218270,877478,899448,422811,0,0,0,12.6,81537,89.1,76226,119.4,127000,10.8,616,Ho Ho Kus Boro,Bergen,C. K-8 / 401 - 750,2,J,,1,Bergen
3,2620,30905353,17367556,16208856,909500,249200,3511841,2935787,4069459,3599884,5036007,2074387,0,821146,0,10.9,61160,71.4,67223,125.3,120032,13.2,1912,Leonia Boro,Bergen,F. K-12 / 1801 - 3500,3,GH,,1,Bergen
3,2710,13370429,8260157,7704518,345339,210300,2095862,1672280,1465263,1204227,1483709,850221,0,38989,14300,11.5,69606,101.7,87636,157,145084,15.2,940,Little Ferry Boro,Bergen,D. K-8 / 751 +,2,CD,,1,Bergen
3,2740,40181388,22587786,21711940,574452,301394,7081809,5040732,5267877,4608110,4479611,2237019,0,756805,0,13.5,54266,95.6,97486,150.3,145834,12.7,3202,Lodi Borough,Bergen,F. K-12 / 1801 - 3500,3,B,,1,Bergen
3,2860,35841849,20590613,19751371,308882,530360,5253112,4509860,4549976,3482053,3826903,1699107,290000,1065695,0,12.8,59000,65.5,67000,119.5,102000,11.1,2558,Lyndhurst Twp,Bergen,F. K-12 / 1801 - 3500,3,DE,,1,Bergen
3,2900,54306253,31049170,29013536,1256807,778827,9652671,7238700,6202844,5051526,5667135,845262,0,1604693,0,10.7,70199,76.8,72641,122.2,132023,13,2861,Mahwah Twp,Bergen,F. K-12 / 1801 - 3500,3,I,,1,Bergen
3,3060,13278845,8525336,8086287,398049,41000,1832086,1355953,1402784,1072285,1401709,705085,0,108531,0,13.2,57850,100,67001,196,131325,16.8,967,Maywood Boro,Bergen,D. K-8 / 751 +,2,FG,,1,Bergen
3,3170,19028295,11136583,10562333,457375,116875,3151845,2641535,2101710,1884434,1851423,1116268,0,705066,0,9.1,59500,48.1,76500,101.5,135268,13.2,960,Midland Park Boro,Bergen,E. K-12 / 0 - 1800,3,GH,,1,Bergen
3,3330,15335590,9360960,8910628,346332,104000,2537141,1952896,1851947,1680097,1458516,384396,0,124373,35000,11.5,71110,95.7,74660,124.4,130876,12.2,993,Montvale Boro,Bergen,D. K-8 / 751 +,2,I,,1,Bergen
3,3350,6061422,3143420,2917834,187104,38482,1449542,572164,629356,501661,784389,346279,17474,33339,0,11.5,68105,79.6,88472,104,95000,10.3,329,Moonachie Boro,Bergen,B. K-8 / 0 - 400,2,B,,1,Bergen
3,3550,32544385,17581672,16689384,728142,164146,5164027,4417522,4351791,3849072,4230786,2434971,0,1093738,139200,12.3,60870,66.9,61585,146.7,132940,14.1,2007,New Milford Boro,Bergen,F. K-12 / 1801 - 3500,3,FG,,1,Bergen
3,3600,24547516,13676456,12999558,333477,343421,3413157,2748647,3165113,2674892,3270603,1398151,0,682702,0,13.4,60135,106.6,56275,117.2,130000,9.8,1790,North Arlington Boro,Bergen,E. K-12 / 0 - 1800,3,DE,,1,Bergen
3,3700,24753242,14299378,13158648,627404,513326,3809777,3090885,2182537,1740128,2766495,1302145,4000,1642482,43724,12,82445,86.7,89040,92.6,152577,8.8,1352,Northern Highlands Reg,Bergen,H. 7-12 / 9-12,5,J,,1,Bergen
3,3710,49351079,29283596,27249376,621990,1412230,7083091,5963989,5226903,4381726,5062717,2870860,34600,2615751,344300,10.3,108867,41.1,97028,95.9,139409,11.7,2483,Northern Valley Regional,Bergen,H. 7-12 / 9-12,5,I,,1,Bergen
3,3730,8870766,5111941,4913319,171522,27100,1596109,1292667,1074008,880721,967621,291575,0,121086,20000,10.9,71801,65.6,63475,129,114175,13.9,514,Northvale Boro,Bergen,C. K-8 / 401 - 750,2,FG,,1,Bergen
3,3740,8720082,5296786,4957091,316295,23400,1474411,1216388,1012665,675421,912430,593521,5000,18789,0,12.2,61288,92.2,86788,108.9,108195,10.1,685,Norwood Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,Bergen
3,3760,27151293,16654318,15769537,795981,88800,4432597,3497560,3116098,2871698,2703306,1744536,0,175901,54959,10.4,71065,47.9,82060,125.1,135218,14.6,1422,Oakland Boro,Bergen,D. K-8 / 751 +,2,I,,1,Bergen
3,3850,13481261,8079051,7730884,220445,127722,2314990,1977146,1567143,1275772,1409617,397803,0,110459,0,10.5,82605,65.6,78941,93.7,136544,10.4,729,Old Tappan Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,Bergen
3,3870,11125191,6644921,6301512,178844,164565,1712313,1356750,1498027,1242673,1241109,635809,0,28821,0,11.9,58208,96.5,63815,134.9,109681,12.8,855,Oradell Boro,Bergen,A. K-6,1,I,,1,Bergen
3,3910,23535758,15284428,14717378,343800,223250,2450010,2000080,3023707,2370116,2056772,1007972,0,608335,0,,,1696,92958,,,,1789,Palisades Park,Bergen,E. K-12 / 0 - 1800,3,CD,,1,Bergen
3,3930,73202313,40699512,38810273,1817789,71450,10411456,8912643,8229567,7352870,12112600,6549290,0,1426755,474500,11.1,67750,57.2,75600,145.1,155300,15.6,3781,Paramus Boro,Bergen,G. K-12 / 3501 +,3,GH,,1,Bergen
3,3940,26537138,15143697,14231701,713527,198469,5569585,4433128,2576056,2208109,2264243,1203394,0,962225,5000,9.8,73432,52.8,86579,85.6,139519,10.4,1224,Park Ridge Boro,Bergen,E. K-12 / 0 - 1800,3,I,,1,Bergen
3,3960,45300193,24943030,22123983,584528,2234519,7701103,6529496,4190200,3414795,5824467,2793287,0,2620697,57000,11.8,89250,61,88750,98.7,159585,10,2034,Pascack Valley Regional,Bergen,H. 7-12 / 9-12,5,I,,1,Bergen
3,4300,44035271,23151990,21427117,723649,1001224,6714308,5977374,4724054,3678492,6114385,2608785,0,3258417,180000,10.8,64182,87.6,67584,94.9,130451,9.9,2247,Ramapo-Indian Hill Reg,Bergen,H. 7-12 / 9-12,5,I,,1,Bergen
3,4310,55324215,32867816,31781737,787264,298815,10501125,7628764,4399671,3278131,5963792,3307882,50000,1482357,13100,10.9,82655,64.9,85940,148.5,144868,15.9,2688,Ramsey Boro,Bergen,F. K-12 / 1801 - 3500,3,I,,1,Bergen
3,4370,35628522,21102585,20265334,308931,528320,7345778,6985896,3626083,2872829,2705288,1356538,0,752610,0,10.3,74365,45,91609,110.9,130841,13.2,1705,Ridgefield Boro,Bergen,E. K-12 / 0 - 1800,3,DE,,1,Bergen
3,4380,33454346,19658243,18698975,292276,666992,5117692,4627971,3554550,2585090,3693969,290710,0,996673,0,13.5,80384,84.8,92701,165.3,139509,14.2,2358,Ridgefield Park Twp,Bergen,F. K-12 / 1801 - 3500,3,DE,,1,Bergen
3,4390,87670079,51635070,48622259,1855321,1157490,16922696,13526419,8471271,7242171,8797410,548643,0,1709392,0,13.3,83425,78,96805,183,157748,16.1,5705,Ridgewood Village,Bergen,G. K-12 / 3501 +,3,J,,1,Bergen
3,4405,28695170,17103207,16074964,420264,607979,3948688,3450671,3534097,3096022,2728694,1438843,0,1369238,0,11.8,81514,77,90184,124.4,150979,12.1,1614,River Dell Regional,Bergen,H. 7-12 / 9-12,4,I,,1,Bergen
3,4410,16856506,11116943,10511660,295564,309719,2242238,2057930,1970510,1761585,1480331,810951,0,32215,0,12.8,61977,91.7,76441,140.2,150504,12.5,1197,River Edge Boro,Bergen,A. K-6,1,I,,1,Bergen
3,4430,19804746,11634273,10770144,454586,409543,3194400,2578382,2550569,2161182,2263627,1221223,0,161877,24000,12,83980,84.7,69640,157.9,124541,15,1164,River Vale Twp,Bergen,D. K-8 / 751 +,2,I,,1,Bergen
3,4470,8414547,5522160,5130666,315014,76480,1039148,741302,877086,536337,910102,462377,0,66051,12000,11.3,81690,70.4,60388,159,111780,16.4,491,Rochelle Park Twp,Bergen,C. K-8 / 401 - 750,2,FG,,1,Bergen
3,4600,37787509,21775050,20186781,688327,899942,5419648,4692921,5228472,4517294,4178462,1698550,0,1069267,0,12.3,64838,74.2,86009,139.6,140000,13.2,2613,Rutherford Boro,Bergen,F. K-12 / 1801 - 3500,3,GH,,1,Bergen
3,4610,27662673,14678848,13879930,315488,483430,6215182,5339763,3020763,2359540,3007238,1788223,0,680374,3700,11.9,65365,50.3,70365,132.3,126000,13.8,1685,Saddle Brook Twp,Bergen,E. K-12 / 0 - 1800,3,DE,,1,Bergen
3,4620,4402497,2038513,1939642,39229,59642,1505149,1241639,319623,263050,525101,299651,0,4795,0,8.9,74718,47.4,66712,37.7,112406,5,147,Saddle River Boro,Bergen,A. K-6,1,J,,1,Bergen
3,4870,5062385,2970438,2689979,73350,207109,857827,426089,378009,297825,727856,430422,12269,92156,0,13.8,73033,110.8,44172,90,132499,7.3,273,South Hackensack Twp,Bergen,B. K-8 / 0 - 400,2,CD,,1,Bergen
3,5150,75100568,46444296,41861130,1548759,3034407,12944953,8346037,6719928,5241346,7519093,2225164,0,1458670,0,10,83000,67.6,86000,135.6,135042,15.6,3569,Teaneck Twp,Bergen,G. K-12 / 3501 +,3,GH,,1,Bergen
3,5160,62420486,36775940,33907568,1645991,1222381,10524451,8194965,7609793,6925768,5906821,3427551,0,1567683,0,11.7,76074,77.6,82074,142.8,151554,14,3584,Tenafly Boro,Bergen,G. K-12 / 3501 +,3,I,,1,Bergen
3,5330,21808700,12630255,11736702,833783,59770,3873912,3282029,2476983,1931063,2661695,1532045,0,165855,210000,10.6,61680,71,70680,116.4,142796,12.6,1236,Upper Saddle River Boro,Bergen,D. K-8 / 751 +,2,J,,1,Bergen
3,5410,26699733,16643832,15790886,698630,154316,3454286,3159262,3463194,2976129,2290653,1330803,0,807741,80626,10.7,68383,74.5,72895,124.3,129765,13.3,1581,Waldwick Boro,Bergen,E. K-12 / 0 - 1800,3,GH,,1,Bergen
3,5430,15784387,8891989,8637344,251745,2900,2582973,2391973,1840339,1620664,1728662,337687,0,740424,33000,14.3,56950,85.5,69850,112.7,125193,9.2,1284,Wallington Boro,Bergen,E. K-12 / 0 - 1800,3,B,,1,Bergen
3,5755,48823080,26151802,24980763,847658,323381,10781539,9039044,5402178,4456260,4973670,2796300,0,1450247,211671,11.1,66780,60,66830,147.2,123327,15.7,2793,Westwood Regional,Bergen,F. K-12 / 1801 - 3500,3,GH,,1,Bergen
3,5830,16486676,9149499,8811868,266831,70800,2726387,1512192,2316247,1918795,1727694,1167542,0,554449,0,12.7,60965,108.6,55965,156.1,116963,13.7,1264,Wood-Ridge Boro,Bergen,E. K-12 / 0 - 1800,3,FG,,1,Bergen
3,5880,14373900,8169687,7748547,283959,137181,2914038,2518664,1702819,1439117,1462254,473665,0,121134,0,9.2,64355,57.9,74655,122.5,145752,15.5,789,Woodcliff Lake Boro,Bergen,C. K-8 / 401 - 750,2,J,,1,Bergen
3,5920,36479333,21011119,19939143,832436,239540,7294128,5877639,3948808,3465539,4076209,735980,0,146067,61000,10.9,71953,58.8,94703,163.8,164133,17.9,1997,Wyckoff Twp,Bergen,D. K-8 / 751 +,2,I,,1,Bergen
5,200,2290707,1413492,1287856,32256,93380,316081,233724,272274,182499,267085,119985,0,21775,0,7.8,60434,59.4,52339,107,130000,15.6,134,Bass River Twp,Burlington,A. K-6,1,CD,,1,Burlington
5,380,5219022,2896184,2624384,142800,129000,1081693,885093,555147,444947,649688,183088,0,26320,4000,10.6,54333,72.8,65611,55.4,67758,5.9,301,Beverly City,Burlington,B. K-8 / 0 - 400,2,B,,1,Burlington
5,475,35063731,18161312,17244033,699887,217392,7025926,5032950,3628833,3044731,4806155,2817521,0,1030079,105500,13.7,66930,65.9,75672,166.9,119212,14.7,2482,Bordentown Regional,Burlington,F. K-12 / 1801 - 3500,3,FG,,1,Burlington
5,600,32693247,18272477,16171366,809700,1291411,6200552,5342049,3460375,2807100,3802628,1614271,0,868372,155000,9.8,64997,49.9,61129,107.6,108972,13.1,1720,Burlington City,Burlington,E. K-12 / 0 - 1800,3,B,1,1,Burlington
5,605,39818675,22773016,21652854,353032,767130,7243722,6868846,4075152,3030704,4304657,2082426,901322,359142,73200,4.4,67792,5.9,69238,34.1,97473,13.5,669,Burlington Co Spec Serv,Burlington,I. CSSD,7,,,1,Burlington
5,610,34021304,16347798,14774835,669900,903063,4456432,3789968,5206336,3418620,6415805,2448047,0,1474280,224100,14.4,61658,101.2,69031,157.5,136629,12.5,2180,Burlington Co Vocational,Burlington,J. VOC,8,,,1,Burlington
5,620,55407052,35032050,31895046,708712,2428292,8426832,5301111,5381611,3570919,5650339,867784,0,916220,206000,11.5,68735,85.3,78048,180.8,130000,17.9,3802,Burlington Twp,Burlington,G. K-12 / 3501 +,3,FG,,1,Burlington
5,830,9184477,5289274,5006774,266500,16000,1711551,1095573,1051405,813145,1092983,679883,0,10526,0,12.9,59570,97.9,59251,150.8,106644,13.2,807,Chesterfield Twp,Burlington,A. K-6,1,GH,,1,Burlington
5,840,40742540,22643025,21566691,715212,361122,6765432,5929627,4262267,3666568,4709702,2093952,0,1874194,119750,11.5,69873,90.7,75539,133.6,112417,13.1,2514,Cinnaminson Twp,Burlington,F. K-12 / 1801 - 3500,3,FG,,1,Burlington
5,1030,6574098,3460397,3162204,168376,129817,1252548,864813,776364,462445,1004073,477727,0,58959,67000,13.1,55002,62.7,84036,114.6,92834,10.6,398,Delanco Twp,Burlington,C. K-8 / 401 - 750,2,CD,,1,Burlington
5,1060,39135858,24077732,22774408,800189,503135,6244419,5340119,3619802,2875043,4035743,1032792,0,1139570,0,12.5,58290,96,79549,163.2,106761,14.8,2984,Delran Twp,Burlington,F. K-12 / 1801 - 3500,3,FG,,1,Burlington
5,1250,8582600,5237005,4945555,50000,241450,1115501,938501,1103691,972627,1059858,651958,0,66545,0,10.7,66697,76.2,62172,128.2,82496,13.7,632,Eastampton Twp,Burlington,C. K-8 / 401 - 750,2,FG,,1,Burlington
5,1280,12764595,7827506,7488321,226098,113087,2065695,1742647,1614371,985589,1072021,697256,0,123186,7200,13.1,59370,73.8,71150,147.5,118278,13.3,801,Edgewater Park Twp,Burlington,D. K-8 / 751 +,2,DE,,1,Burlington
5,1420,68783545,42542296,41186976,817949,537371,11905371,9592532,5709348,4928418,7496729,4486177,0,470596,219000,12.9,71224,66.3,84671,214.6,125567,19.9,4465,Evesham Twp,Burlington,D. K-8 / 751 +,2,I,,1,Burlington
