Co,Dist,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,Distname,Coname,Group,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19
1,10,10990748,7245997,6953758,217813,74426,1377220,1142037,1340034,1068807,957503,504349,0,61914,75941,Absecon City,Atlantic,D. K–8/751+,853.5,11.7,69322,114.4,80585,171.6,112000,16.2
1,110,117600421,75771149,70014411,2224836,3531902,12744032,11890210,11634969,8893227,16464066,8269742,0,769646,1974191,Atlantic City,Atlantic,G. K–12/3501+,6550.1,10.7,91880,95,101451,221.2,148779,23
1,120,22225062,12208993,11417937,478865,312191,2686288,2412061,2432128,1733991,4020390,2142884,0,627598,422630,Atlantic Co Vocational,Atlantic,J. Voc,1636.1,11.6,57744,119.2,58410,166.9,99497,15.8
1,125,16896421,9082140,8478027,76681,527432,3596635,3480577,2213819,1858411,2003826,1135836,0,0,53232,Atlantic Co Special Serv,Atlantic,I. CSSD,320.1,6.2,86426,11.4,93803,38.6,109758,9.6
1,570,13638468,8711243,8441351,220321,49571,2035590,1816342,1133076,910058,1611075,966920,0,136740,188848,Brigantine City,Atlantic,C. K–8/401–750,551.6,8.2,93649,46.2,95655,127,114452,18.2
1,590,29251080,16692178,16021447,225855,444876,4567953,3624708,3210702,2399461,3942579,1422027,0,837668,221213,Buena Regional,Atlantic,E. K–12/0–1800,1670.1,11.1,83896,55.8,85384,111.5,116307,12.1
1,1300,7760811,4376554,4107219,180588,88747,1358069,1187888,801053,671321,1160892,481432,0,64243,45588,Egg Harbor City,Atlantic,C. K–8/401–750,528.9,10.5,55505,66.8,73469,133.5,118339,14.8
1,1310,111211421,64462979,61771941,992136,1698902,22007164,19806323,9067552,7446095,13078951,8010526,0,1435450,683427,Egg Harbor Twp,Atlantic,G. K–12/3501+,7326.7,12.1,71625,74.9,72875,188.3,108652,18.1
1,1410,3032637,1802979,1755292,36631,11056,420693,370769,338762,263491,458776,219527,0,2965,0,Estell Manor City,Atlantic,B. K–8/0–400,180.6,12.2,63541,60.5,55745,80.9,81600,7.8
1,1540,5623200,3448510,3225351,102808,120351,1024566,951489,561761,436369,532729,250270,0,52823,41861,Folsom Boro,Atlantic,B. K–8/0–400,397.2,10.3,57779,57.3,56722,133.7,92288,15.3
1,1690,53019281,35050176,33845757,957930,246489,7411626,6921173,5117085,4323637,5279036,2795291,0,121737,0,Galloway Twp,Atlantic,D. K–8/751+,3301.7,11,81930,75.2,83455,183.9,117839,19.1
1,1790,51647167,28761891,25952267,920596,1889028,6628689,6130894,5478857,3861941,7685870,4082522,0,3047294,46500,Greater Egg Harbor Reg,Atlantic,H. 7–12/9–12,3076.4,11.7,76020,96.7,89950,104.2,104685,10
1,1940,40102399,25925929,24937577,734598,253754,6176573,5576325,3716259,3166935,4094617,2132477,0,171626,15638,Hamilton Twp,Atlantic,D. K–8/751+,2959.4,11.2,70285,80.9,62776,206.9,119589,21.1
1,1960,41516923,25503969,24155346,1089301,259322,5799544,5201748,4289163,3475740,4537067,2255883,0,1038997,282517,Hammonton Town,Atlantic,F. K–12/1801–3500,3514.8,14,71713,106.8,72402,186.4,122103,15
1,2680,13250436,7769520,7519387,166068,84065,2193966,2027258,1585062,1244537,1546317,716362,0,136125,76869,Linwood City,Atlantic,D. K–8/751+,813.2,11.7,71844,68.1,63070,117.9,102961,11.8
1,2910,23709588,13855977,13523325,332652,0,3484798,3190788,1700686,1429250,2881602,1491759,100000,1369419,186437,Mainland Regional,Atlantic,H. 7–12/9–12,1238.7,10.9,88612,68.9,89912,136.2,124644,14.4
1,3020,9782505,5998370,5806737,186618,5015,1525730,1282261,696995,563718,1375308,699661,40000,124381,32902,Margate City,Atlantic,B. K–8/0–400,353.8,7.2,96145,43.9,96145,70.2,106000,11.4
1,3480,9373001,5494123,5264148,178207,51768,1476007,1185431,1269409,959449,1061290,530391,0,72173,0,Mullica Twp,Atlantic,C. K–8/401–750,689.1,12.8,60925,72.4,57625,173.8,118598,16
1,3720,13836766,9331354,8943943,352478,34933,1929895,1326424,1391589,1149434,1108760,566516,0,75168,58518,Northfield City,Atlantic,D. K–8/751+,949.7,11.3,53863,92.5,51584,183.2,95000,18.2
1,4180,65480117,37588299,35767800,502363,1318136,10010631,9088926,7458493,5766369,8770040,4960156,0,1127920,79108,Pleasantville City,Atlantic,F. K–12/1801–3500,3494.3,11.2,55589,70,56849,129.7,115163,13.5
1,4240,1911087,1169350,1113069,35497,20784,361681,294742,203683,133550,161374,60388,15000,0,0,Port Republic City,Atlantic,B. K–8/0–400,101.8,6.4,56766,250,31969,100,102999,15.9
1,4800,15080042,8972267,8596666,220260,155341,2627083,2178652,1607992,1388981,1631429,796472,0,134381,17936,Somers Point City,Atlantic,D. K–8/751+,884,9.2,54309,57.4,77487,125.9,107500,15.9
1,5350,13203228,8399298,7988825,389553,20920,1994209,1537911,1330606,1120165,1414355,322133,0,64759,14329,Ventnor City,Atlantic,C. K–8/401–750,655.6,9.4,89450,73.4,58145,110.2,112552,13.3
1,5760,3017846,1461524,1378323,55903,27298,591915,490190,414353,328449,516195,161270,6100,13584,0,Weymouth Twp,Atlantic,B. K–8/0–400,166.4,10.8,55200,137.5,42700,47.1,83000,4.7
3,40,14468843,8510237,7791363,310491,408383,2547865,2138775,1677659,1425695,1603022,1008266,0,130060,12626,Allendale Boro,Bergen,D. K–8/751+,878.4,12.3,80903,81.1,80950,145.3,148604,13.6
3,80,4250341,2445821,2265744,70427,109650,1013865,954269,291223,237224,357500,116445,0,136438,41988,Alpine Boro,Bergen,B. K–8/0–400,138.9,6,65561,45.7,81063,45.7,111780,8.7
3,285,49738800,27559067,24194390,673241,2691436,11980904,10802287,4026838,3128152,5308723,2257524,150000,53594,1227405,Bergen Co Special Service,Bergen,I. CSSD,587.9,2.8,80899,3.9,87130,39.6,134770,24.1
3,290,61939353,31609991,28666181,1948575,995235,6386417,5986084,12056411,9055833,9130646,4851672,0,2073431,646847,Bergen County Vocational,Bergen,J. Voc,2443.7,10.2,84377,65.5,83177,113.9,139153,12.9
3,300,58604366,36070110,29936980,1645484,4487646,7234346,5895965,6087363,4968668,7665206,4024129,0,1147648,571937,Bergenfield Boro,Bergen,G. K–12/3501+,3561.5,12.6,73275,73.3,76413,186.4,135125,17.3
3,440,17846037,10536744,9643687,478278,414779,2620524,1413190,2232843,1468131,1788594,841647,0,643763,162501,Bogota Boro,Bergen,E. K–12/0–1800,1113.8,11.4,69888,73.9,69888,118,115000,12
3,740,9136332,5405103,5139491,212846,52766,1359185,1141015,1193325,1013225,1136205,522565,0,40819,10000,Carlstadt Boro,Bergen,C. K–8/401–750,550,12.2,74328,84.8,79516,110.2,127500,10.3
3,745,10065630,5004769,4823832,161406,19531,2031928,1015962,1216599,866551,1358448,577793,0,424742,138217,Carlstadt-East Rutherford,Bergen,H. 7–12/9–12,483.8,13.2,97264,109.2,117264,89.4,137600,7.6
3,890,42816884,27453533,25862559,656094,934880,6040885,4012944,4500135,3357159,3095379,1700738,202180,931615,246935,Cliffside Park Boro,Bergen,F. K–12/1801–3500,3095.7,12.7,62890,101.8,92640,185.6,127300,16.5
3,930,18108887,11682130,11203336,245756,233038,2487575,2135347,2089065,1836983,1741368,1010769,0,104689,44800,Closter Boro,Bergen,D. K–8/751+,1201,12.6,88793,91.6,90215,183.2,125665,16.5
3,990,27359866,17904051,15962102,594811,1347138,3025865,2449091,3354778,2872853,2397446,1321248,0,677727,95416,Cresskill Boro,Bergen,F. K–12/1801–3500,1812.9,12.4,80138,86.6,94501,128.6,130224,11.9
3,1070,13015939,7814255,7169808,331174,313273,2318955,1854926,1352697,1202887,1334410,759808,0,133441,210603,Demarest Boro,Bergen,C. K–8/401–750,691.7,9.7,64577,54.9,70162,113.5,140659,13.8
3,1130,37835164,22775123,21754807,930517,89799,3954556,3479859,4966692,4353970,5101640,2818624,0,937305,73966,Dumont Boro,Bergen,F. K–12/1801–3500,2491.1,11.7,71940,83.9,68035,137.1,140712,13.4
3,1230,14600471,9542439,8796140,434140,312159,1960031,1535816,1664376,1296075,1340269,671899,0,42264,128124,East Rutherford Boro,Bergen,D. K–8/751+,799.2,11,90238,80.2,84108,160.4,127417,16.6
3,1270,11572325,6769692,6273271,345069,151352,1888217,1237826,1456873,1187218,1392189,756516,0,15903,0,Edgewater Boro,Bergen,A. K–6,986.3,14.3,56953,93,60679,167.3,129178,13.5
3,1345,30777099,16113892,15365242,432220,316430,5906642,4280692,4556462,3760665,3509754,1944285,0,669744,270753,Elmwood Park,Bergen,F. K–12/1801–3500,2563.3,13.6,51610,80.7,54887,196.2,112939,16.9
3,1360,17063691,10055729,9378599,273512,403618,1972246,1590618,2310573,2192910,1854677,1067510,0,815326,106143,Emerson Boro,Bergen,E. K–12/0–1800,1113.2,11.2,64500,78.9,63000,105.9,133966,10.8
3,1370,52306910,30640336,25534154,649862,4456320,9593932,6208206,5996326,4426886,5067787,1126557,0,948851,74425,Englewood City,Bergen,F. K–12/1801–3500,2995,11.7,72100,68.8,76730,133.1,139602,13.3
3,1380,10379844,5886350,5537776,209476,139098,2238521,1917085,1142054,816524,1087691,622162,0,3000,50157,Englewood Cliffs Boro,Bergen,C. K–8/401–750,483.8,9,71640,68.1,66878,81.7,120133,10.2
3,1450,83318728,48522166,45915246,1255678,1351242,14004723,11975678,10336713,8539369,8238019,3355146,0,1613955,281198,Fair Lawn Public Schools,Bergen,G. K–12/3501+,5085.4,12.3,76083,71.6,81985,187.3,160291,17.8
3,1470,15247260,9178742,8564605,358307,255830,1911378,1593756,2271173,2011756,1770210,930470,0,58783,0,Fairview Boro,Bergen,D. K–8/751+,1515.2,16,54850,124.3,67638,165.7,113512,11.7
3,1550,57828843,34386798,33117990,869545,399263,10085926,8182382,5829140,4915992,6223509,2244688,0,1184068,123768,Fort Lee Boro,Bergen,G. K–12/3501+,4052.5,13.4,75480,80.7,80730,195.7,130303,16.9
3,1580,27005035,17332990,16607415,625115,100460,4061498,3877361,2452901,2257610,3042273,1082857,0,102106,256906,Franklin Lakes Boro,Bergen,D. K–8/751+,1139.1,8.2,67968,41.2,63233,113.6,145604,16.6
3,1700,84755810,54371199,53856982,491261,22956,12141156,10093022,8542762,7441662,8758681,5268173,0,775027,36800,Garfield City,Bergen,G. K–12/3501+,4933.4,11.1,60625,70.1,81125,140.3,159620,14.6
3,1760,42576245,23489412,21706894,906098,876420,8058487,4560122,5315198,4611474,4599292,1111061,0,1097949,224894,Glen Rock Boro,Bergen,F. K–12/1801–3500,2512.8,11.1,70399,73.3,78156,167.2,161000,17.4
3,1860,93775360,58087283,53688630,2041523,2357130,15415988,12983489,8706848,7627254,9602913,4833858,0,1950284,337748,Hackensack City,Bergen,G. K–12/3501+,5719.4,13.7,91810,72.7,102275,169,168192,14.7
3,2050,11439650,7201228,6814903,124388,261937,1848169,1366104,1174631,995611,1085792,438609,0,129831,53871,Harrington Park Boro,Bergen,C. K–8/401–750,596.3,11.4,74087,63.7,61487,150.5,130380,15.6
3,2080,28258129,16687240,15622253,407462,657525,4418298,3412154,2812687,2346785,3425311,1409642,0,903887,111228,Hasbrouck Heights Boro,Bergen,E. K–12/0–1800,1779.9,12.6,78475,74.2,75775,160.6,128761,14.9
3,2090,8371186,4996122,4643352,131995,220775,1391479,1088504,863266,690615,1052458,597604,0,67861,0,Haworth Boro,Bergen,B. K–8/0–400,398.5,9.3,69304,87.8,75380,98.8,117200,11.8
3,2180,21072847,12603765,12304039,254657,45069,4169564,2948569,1994304,1680636,2188915,611689,0,95943,13292,Hillsdale Boro,Bergen,D. K–8/751+,1135.1,9.6,70098,61.6,83888,141.8,152417,17.1
3,2200,9221242,5503396,5397473,69276,36647,1612505,1381342,1230886,843706,873361,313367,0,0,0,Ho Ho Kus Boro,Bergen,C. K–8/401–750,590.9,12.8,79797,78.7,73759,118,129540,10.7
3,2620,30440134,17500858,16648135,832631,20092,4410614,4021617,4018364,3312253,3517581,2333807,0,823724,324776,Leonia Boro,Bergen,F. K–12/1801–3500,1938.6,11.4,62470,72.1,66945,129.2,123600,13.2
3,2710,13579345,8296347,7842799,253066,200482,1795094,1252023,1647653,1348176,1786218,837735,0,40496,92645,Little Ferry Boro,Bergen,D. K–8/751+,875.5,11.1,71246,124.9,86206,145.7,123160,14.3
3,2740,40628955,23002346,21500783,1111699,389864,7100276,4717920,5113108,4495921,4495769,2177117,0,916812,70343,Lodi Borough,Bergen,F. K–12/1801–3500,3016.7,13,60184,95.3,100024,134.4,145540,11.7
3,2860,36196787,21378519,20560370,327786,490363,4620485,4009671,4568187,3919935,3802226,1799457,561000,1015136,0,Lyndhurst Twp,Bergen,F. K–12/1801–3500,2512.3,13.2,59000,68.5,61195,140,128000,12.6
3,2900,54692475,30413900,28374074,1319979,719847,11128945,8509245,5626109,4525651,5903880,805357,0,1503960,318041,Mahwah Twp,Bergen,F. K–12/1801–3500,2832.8,10.7,69064,76.1,70776,106.4,127428,11.4
3,3060,13720481,8863453,8277373,513927,72153,1846832,1304484,1396974,1079770,1509741,756554,0,96487,0,Maywood Boro,Bergen,D. K–8/751+,995.6,12.4,58400,98,65000,198,135132,18
3,3170,19198238,10816076,10489159,211046,115871,3210850,2567251,2433995,2233095,1965997,1211146,0,707722,3835,Midland Park Boro,Bergen,E. K–12/0–1800,915.6,9.2,59500,47.7,76750,111.7,137402,14.5
3,3330,15083845,9386858,8978532,306211,102115,2387270,1873745,1851597,1700836,1335149,289746,0,120425,69139,Montvale Boro,Bergen,D. K–8/751+,969.3,11,69913,84.6,70475,120.6,134625,12.4
3,3350,5724942,3117956,2994574,76197,47185,1459387,480922,577162,458366,472451,245847,62316,31985,49424,Moonachie Boro,Bergen,B. K–8/0–400,317.6,10.1,65270,79.1,92117,103.3,97613,11.5
3,3550,33426235,18242355,17244636,679158,318561,5314568,4581425,4595105,4012731,4080703,2290661,0,1069165,372431,New Milford Boro,Bergen,F. K–12/1801–3500,1999.5,12.9,63700,64.3,65175,144.8,134658,13.5
3,3600,22593929,12998998,12069553,547102,382343,2795082,2083509,3052522,2760809,3065451,1409752,0,628734,242656,North Arlington Boro,Bergen,F. K–12/1801–3500,1823.9,13.6,58333,82.9,54985,122.2,130000,10.5
3,3700,24698416,14418341,13166373,519076,732892,3682008,3216028,2197612,1758796,2824542,1330489,6932,1506557,251401,Northern Highlands Reg,Bergen,H. 7–12/9–12,1382.8,12.5,82445,85.1,88630,94.4,152577,8.7
3,3710,48981554,29211339,26742951,398776,2069612,6634341,5845838,5337198,4662680,5225060,2892685,0,2531884,294860,Northern Valley Regional,Bergen,H. 7–12/9–12,2228.9,10,107787,39.9,97346,89.4,141960,11.2
3,3730,8524128,4962874,4804437,138700,19737,1608236,1083366,1066217,810171,766427,274031,0,116293,41170,Northvale Boro,Bergen,C. K–8/401–750,511,10.8,73800,64.7,63801,127.3,117800,13.7
3,3740,8701890,5130915,4673048,399500,58367,1548457,1331430,1009425,864190,955947,544763,2783,54364,0,Norwood Boro,Bergen,C. K–8/401–750,594.4,12.2,62038,69.5,85306,118.2,111395,11.4
3,3760,26848617,16399290,15931678,434921,32691,4496682,3657211,3184589,2812056,2552946,1719128,28660,126585,415972,Oakland Boro,Bergen,D. K–8/751+,1336.9,10.1,71025,48.1,84708,98.7,121866,11.8
