Co,Dist,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,Distname,Coname,Group,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19
23,4910,52363626,31658735,29841069,868357,949309,6956879,6083880,6416513,5402538,5715817,953932,0,1235249,780472,South Plainfield Boro,Middlesex,F. K–12/1801–3500,3350.8,10.8,66760,70.3,67210,129.2,127123,13.8
23,4920,27817634,16154375,14720550,536733,897092,4205738,3222477,3249143,2894362,3494439,636609,0,713939,97057,South River Boro,Middlesex,F. K–12/1801–3500,2228.8,12.4,63135,81,63344,157.6,118951,14.7
23,4970,23286137,13871136,12995001,695249,180886,3209950,2656824,2612096,2132051,2837499,1804961,0,688042,401769,Spotswood Boro,Middlesex,E. K–12/0–1800,1672.3,10.1,61960,55.9,68625,155.4,120000,18.2
23,5850,188707746,118696447,113318471,3056965,2321011,26792418,25004505,20381115,17081744,14769386,2853626,0,3075466,1530586,Woodbridge Twp,Middlesex,G. K–12/3501+,13758.2,12.2,75299,107.5,89600,208.1,146019,19
25,100,55774715,30564798,27249449,1028341,2287008,12045371,10462870,3343497,2794852,7537652,4568236,0,1673551,0,Asbury Park City,Monmouth,E. K–12/0–1800,1768.7,8.9,78735,38.7,89350,84.2,142603,11.7
25,130,5097509,3390064,3189999,112971,87094,620995,496580,624994,510705,434215,219266,0,27241,15961,Atlantic Highlands Boro,Monmouth,A. K–6,309.1,10.2,74589,75.9,29402,98.4,127729,10.8
25,180,2756539,1606962,1472627,89378,44957,591937,533738,267864,233735,234041,100211,8093,43496,49343,Avon Boro,Monmouth,B. K–8/0–400,136.2,7.6,58500,40.9,42965,48.9,68580,7.6
25,270,7911722,4981360,4642823,225319,113218,1094595,974861,966572,853967,743103,28485,0,111803,74746,Belmar Boro,Monmouth,C. K–8/401–750,472.4,9.1,60000,54.8,63750,117,138333,15
25,500,5321110,3119165,2960469,94512,64184,816456,739165,546631,401187,751423,346516,0,84729,0,Bradley Beach Boro,Monmouth,B. K–8/0–400,289.4,7.9,55120,81.9,58385,98.3,112172,13.7
25,560,8183528,4566981,4351426,180307,35248,1476466,1141359,865508,684401,1144667,535296,32268,97639,0,Brielle Boro,Monmouth,C. K–8/401–750,528.7,10.6,66030,66.8,72893,173.7,117158,18.9
25,945,21279778,11798269,11254049,303453,240767,4928416,4714617,1825965,1557141,2361805,1286434,0,184377,347654,Colts Neck Twp,Monmouth,D. K–8/751+,976.2,8.2,72116,50.2,77541,107.6,144326,15.2
25,1000,3519172,1989254,1809709,124970,54575,518835,302019,314185,266788,622465,32487,6393,67120,18726,Deal Boro,Monmouth,B. K–8/0–400,167.9,9.8,62835,1200,41281,84,129806,8.6
25,1260,17240560,10562788,9971375,458404,133009,2616845,2413753,1789761,1540635,2076642,319194,0,132130,0,Eatontown Boro,Monmouth,D. K–8/751+,942.4,9.3,66669,51.8,65974,118.1,114870,15
25,1440,14350414,8626669,8374148,244159,8362,2297060,2062677,1432915,1178724,1874803,737368,0,118967,0,Fair Haven Boro,Monmouth,D. K–8/751+,967.2,10.8,59868,70.3,76018,138,126756,14.7
25,1490,2697517,1638392,1604007,34385,0,436475,254088,339614,284310,278634,64976,0,4403,0,Farmingdale Boro,Monmouth,B. K–8/0–400,152.3,7,52526,96.9,42131,77.5,116187,11.9
25,1640,22044766,13874572,12928321,395347,550904,3255093,2776965,2762273,2273978,2013264,1059330,0,139565,11880,Freehold Boro,Monmouth,D. K–8/751+,1683.3,11.7,52910,95.7,69562,151.5,116546,14.5
25,1650,152348625,100633477,97276255,1852077,1505145,17983448,13883475,12848049,9118945,15518081,6278859,0,5365570,230631,Freehold Regional,Monmouth,H. 7–12/9–12,10463.5,14.4,88590,95.7,90590,154.9,123747,12.4
25,1660,63302984,39370861,37488209,1691034,191618,9650545,8993289,6671488,5330419,6429909,3708463,0,444250,342820,Freehold Twp,Monmouth,D. K–8/751+,3747.1,11.1,67782,64.5,79672,162,130187,17.1
25,2105,46669854,27290937,25709946,1195483,385508,6688064,6189974,5354335,4847947,6095269,3779563,0,1163556,110644,Hazlet Twp,Monmouth,F. K–12/1801–3500,2782.6,11.1,70650,79.9,64725,120.3,142536,12.4
25,2120,7073904,3912326,3579361,183298,149667,1071966,811982,683299,510685,717153,56413,0,622681,0,Henry Hudson Regional,Monmouth,H. 7–12/9–12,318.2,8.1,66671,46.1,60521,92.4,71762,13.4
25,2160,4180936,2411954,2196789,85273,129892,1002500,639506,341044,106705,414740,181647,0,10528,0,Highlands Boro,Monmouth,A. K–6,188.1,8.3,59895,70,27028,90.4,62000,12.1
25,2230,52591688,30510016,29443315,931777,134924,10114183,9450043,4100725,3618151,6784532,4041554,0,1006300,9877,Holmdel Twp,Monmouth,F. K–12/1801–3500,2989.5,11.1,80525,68.4,88161,149.1,123989,15.6
25,2290,92613353,55779463,53776486,617921,1385056,14704001,14500749,9743040,8522927,11103182,5792396,0,517936,1175684,Howell Twp,Monmouth,D. K–8/751+,5639.6,11.4,77975,62,80475,147.7,150663,15.4
25,2400,32765934,18886036,18098461,369679,417896,6689261,5518867,2558736,2132557,3736797,497425,35000,860103,0,Keansburg Boro,Monmouth,E. K–12/0–1800,1591.4,8.2,68560,43,76625,105.5,130660,15.4
25,2430,17249344,10347546,9609918,622422,115206,2365217,2204453,1854958,1582226,1984719,965527,0,681212,164683,Keyport Boro,Monmouth,E. K–12/0–1800,1035.3,10,62363,94.3,62363,103.7,115380,11.5
25,2720,12527215,8397443,8005462,365068,26913,1713127,1560851,1158314,934442,1158388,438516,0,99943,21565,Little Silver Boro,Monmouth,D. K–8/751+,849.5,10.7,68390,74.3,65138,138.7,135430,14.8
25,2770,93806920,54917116,53375626,975095,566395,16428412,13988400,8718509,7593211,11345183,7643980,0,1682355,591005,Long Branch City,Monmouth,G. K–12/3501+,5733.2,12,63885,71,73885,141.2,103860,13.8
25,2920,71600559,43252010,41067333,1531365,653312,10480945,9613135,7370045,6170680,9166986,5272728,0,378166,1519616,Manalapan-Englishtown Reg,Monmouth,D. K–8/751+,4985.4,12.4,69527,83.1,73407,176.7,124963,16.4
25,2930,24849883,13744289,13026784,566868,150637,4322669,4151212,2917207,2453782,2842953,1465883,0,1022764,60182,Manasquan Boro,Monmouth,E. K–12/0–1800,1494.8,10.7,63010,69.7,69311,108.9,144985,11.8
25,3030,77149309,45498175,44331585,895214,271376,11907991,10885994,8903317,7413559,9538357,3362612,0,556056,725263,Marlboro Twp,Monmouth,D. K–8/751+,4778.2,10.8,71420,74.4,88170,163.8,125697,17.4
25,3040,58311368,35368769,32986144,851873,1530752,9566283,7270508,6204394,5276688,5210310,928425,0,1488534,316323,Matawan-Aberdeen Regional,Monmouth,G. K–12/3501+,3725,11.5,66385,74.2,68385,162.1,150208,16.3
25,3160,144350183,94223239,89139295,4200708,883236,18572174,15133256,13465731,12118163,15444718,8692678,0,2596667,413871,Middletown Twp,Monmouth,G. K–12/3501+,9538.8,12,76722,74.7,82937,193.6,128055,18.8
25,3200,20635682,11247949,10712956,431626,103367,4038261,3442080,2183874,1749422,2930692,1755882,0,211578,14926,Millstone Twp,Monmouth,D. K–8/751+,1099.9,11.7,67350,65,70250,109.2,136823,11
25,3250,4295922,2625596,2439901,95461,90234,661247,559553,486382,317699,458687,165085,0,51347,7484,Monmouth Beach Boro,Monmouth,B. K–8/0–400,233.6,8.8,61055,50.9,50664,93.6,96000,12.4
25,3260,42278770,26105955,22826513,1447492,1831950,4167397,3834149,5549895,4891049,6152998,2874281,46154,0,94842,Monmouth Co Vocational,Monmouth,J. Voc,2125.6,10,71570,74.8,64465,112.2,148500,12.7
25,3270,20456468,10916163,10439004,288433,188726,4218540,3586608,1756724,1442247,2208162,1264031,40000,1066766,707518,Monmouth Regional,Monmouth,H. 7–12/9–12,937,9.4,64900,60.7,63030,87.6,124000,10.7
25,3500,4664150,2742995,2641359,56648,44988,870733,590804,615164,477405,398836,226249,0,36422,17815,Neptune City,Monmouth,B. K–8/0–400,256.7,8.2,53810,69.2,48845,69.2,79500,9.4
25,3510,69779525,40046924,37057655,1277330,1711939,9943091,8141215,7046181,6207168,10850266,4832804,0,1846088,24448,Neptune Twp,Monmouth,G. K–12/3501+,3956,10.4,59250,69.3,62900,131.6,131365,14.5
25,3810,63582622,38035342,36762366,954522,318454,9790788,9201112,5817204,4929509,7450242,4186592,0,1709931,684681,Ocean Twp,Monmouth,F. K–12/1801–3500,3398.9,9.5,67515,59.4,77000,135.3,124007,16.6
25,3830,10560964,6311773,5781448,194731,335594,1796858,1708808,1071566,750611,1239097,456622,0,141670,163830,Oceanport Boro,Monmouth,C. K–8/401–750,603.4,9.2,61386,51.5,53046,156.7,103844,20
25,4360,19555331,11646452,10808184,481576,356692,3571082,3115740,2044007,1504556,2117341,853570,0,81405,39726,Red Bank Boro,Monmouth,D. K–8/751+,1280.1,11.4,54555,75.6,58345,128.5,102092,13
25,4365,22953434,12939936,12232930,431262,275744,3711399,3559103,2615361,1933331,2430909,710922,0,1220916,113819,Red Bank Regional,Monmouth,H. 7–12/9–12,1176.4,9.9,66091,57.8,71486,98.7,111295,11.7
25,4520,1845756,1160700,1072801,66571,21328,345235,322351,166430,52073,162425,43466,309,10657,0,Roosevelt Boro,Monmouth,A. K–6,80,8.5,54868,18,56268,81,125000,14
25,4570,15808419,9969155,9068411,292128,608616,2587861,2213973,1538172,1277092,1487215,884694,0,226016,20220,Rumson Boro,Monmouth,D. K–8/751+,998.5,10.3,65960,82.7,75060,141.7,124210,15.5
25,4580,16732143,9969421,9364739,450039,154643,2284827,2001429,1440976,1023823,1879814,325626,0,1153205,4650,Rumson-Fair Haven Reg,Monmouth,H. 7–12/9–12,983.5,11.5,68700,74.7,64805,96.9,138207,9.7
25,4690,3413258,1866452,1801247,54091,11114,694434,561495,216937,149001,510435,199819,0,120864,0,Sea Girt Boro,Monmouth,B. K–8/0–400,145.4,8.7,71390,138.1,37738,37.2,82560,4.5
25,4760,13339171,6710858,6201068,297750,212040,1799012,1554710,1065268,797650,2222661,165029,20000,1440767,4061,Shore Regional,Monmouth,H. 7–12/9–12,645.7,11.2,76230,66.9,101925,91.8,141560,9.5
25,4770,8078504,5135897,4741141,218640,176116,1205595,1046722,889215,712764,770621,405259,0,77177,14546,Shrewsbury Boro,Monmouth,C. K–8/401–750,479.2,9.5,58470,46.3,60840,121,111275,15.4
25,4980,4958611,2722454,2585866,75583,61005,1100059,950511,492198,364843,561860,301427,0,74198,9732,Spring Lake Boro,Monmouth,B. K–8/0–400,174.4,6.5,68945,44,67295,58.7,120000,10.3
25,4990,5208719,3034910,2911432,104334,19144,832172,745575,670268,528340,559548,243414,0,111821,34998,Spring Lake Heights Boro,Monmouth,B. K–8/0–400,328.1,9.5,57419,59.7,33728,137.1,93000,16.7
25,5185,24557063,14660505,13860759,566117,233629,5283979,4756543,2479053,2175337,1956527,70422,0,176999,181947,Tinton Falls,Monmouth,D. K–8/751+,1433.4,9.4,50548,63.5,53548,144.2,123196,17.5
25,5230,9346765,5783243,5477884,183823,121536,1477173,1199420,938130,725244,999290,478203,0,95201,221611,Union Beach,Monmouth,C. K–8/401–750,649.4,10.5,55939,69.8,54665,116.7,92349,12.8
25,5310,33107280,19144413,18266432,543112,334869,5794031,5483169,3283737,2887342,3736175,2127280,0,1118534,131492,Upper Freehold Regional,Monmouth,F. K–12/1801–3500,2209.8,11.8,67383,69.1,76987,165.8,131220,16.4
25,5420,62205556,36795576,35066463,1464134,264979,9084774,8407986,6416291,5509357,7793688,4711840,0,1483960,127464,Wall Twp,Monmouth,F. K–12/1801–3500,3392.4,9.5,65300,53.3,72350,141,143688,17.6
25,5640,9436522,5419380,4832854,274743,311783,1718434,1508664,1187227,801450,970879,337134,0,140602,0,West Long Branch Boro,Monmouth,C. K–8/401–750,568.5,9,64760,80.7,73560,113,115000,13.9
27,450,24972153,14021213,13464453,313240,243520,5591052,4629712,2284950,1845158,1991165,1163418,0,1061726,8792,Boonton Town,Morris,E. K–12/0–1800,1390.1,10.9,65341,56.3,77908,110.8,128125,12.1
27,460,7765559,4808446,4542885,228190,37371,1103453,662244,954854,775379,759678,407619,0,105740,37993,Boonton Twp,Morris,B. K–8/0–400,407.9,10,70800,68.3,68502,102.5,123903,11.8
27,630,20112072,10840863,10415153,280109,145601,3642501,3078162,2610414,1979849,2430350,1517603,0,583162,1958,Butler Boro,Morris,E. K–12/0–1800,1164.4,11.4,71586,70.5,78908,107.6,134040,10.9
27,785,60653472,35878739,34128302,1379276,371161,10078326,9332936,6411211,5821025,6738367,3597385,0,1499048,448810,Sch Dist Of The Chathams,Morris,G. K–12/3501+,4111.8,12.3,69778,80.4,83758,152.5,145772,14.3
27,820,18582665,10540266,9935728,342729,261809,3101269,2782065,2214906,1916867,2319978,1089971,0,290482,254398,Chester Twp,Morris,D. K–8/751+,1086.6,10.4,65836,53.3,76265,155.3,143981,17.8
27,1090,27985189,16847806,15706113,662149,479544,4737510,3854761,3056745,2836666,2651504,1611632,36091,245121,31542,Denville Twp,Morris,D. K–8/751+,1747,10.6,61645,59.6,68680,161.8,132148,18
27,1110,35088233,22886141,21042573,969522,874046,3308844,2921948,4268157,3714198,3625319,1903619,0,899736,582355,Dover Town,Morris,F. K–12/1801–3500,3205.9,13.7,62170,123.5,68327,142,106659,11.5
27,1190,18333842,10368654,9768394,287472,312788,2745117,2182270,2189885,1956276,2790304,1294280,7699,178301,115244,East Hanover Twp,Morris,D. K–8/751+,894.1,9.5,64020,55.2,62030,102.3,142966,12.6
27,1530,17202560,10067134,9223375,605374,238385,2824226,2545239,2003680,1698160,1956877,1162630,4711,180525,349316,Florham Park Boro,Morris,D. K–8/751+,979.8,10.7,65450,58.5,74700,123.3,136449,13.6
27,1990,27332401,13978105,13463072,406189,108844,5355578,4619368,3085640,2635169,2722615,1506518,0,1836677,527422,Hanover Park Regional,Morris,H. 7–12/9–12,1442.6,10.8,70734,64.2,70934,111.7,145173,12.1
27,2000,25013726,14426416,13093843,823602,508971,4414539,3819878,2663820,2332317,3126099,1965108,0,170270,193770,Hanover Twp,Morris,D. K–8/751+,1377.2,10.7,71191,55.1,70996,154.1,132855,17.2
27,2010,6831640,3768959,3645056,81191,42712,1233674,1023673,599002,475321,1018973,226645,0,189108,64573,Harding Township,Morris,B. K–8/0–400,279.2,7.4,65535,42.9,62035,87.2,115250,13.9
27,2380,51395853,28246802,26390772,864130,991900,9765102,9161086,5661598,5015903,6316884,3699956,0,1029039,75974,Jefferson Twp,Morris,F. K–12/1801–3500,2871.4,10.6,62580,53.5,63974,121.1,135363,13.6
27,2460,34029278,19140976,18304710,530893,305373,6478609,5729595,3428448,2916692,3729735,1946759,0,1137473,395162,Kinnelon Boro,Morris,E. K–12/0–1800,1855.1,,,,,,,
27,2650,12925836,8105941,7686795,242821,176325,1887735,1742484,1462104,1242333,1353220,809717,4284,112375,28752,Lincoln Park Boro,Morris,D. K–8/751+,914,11,65000,69.8,61835,151.3,132639,15.9
27,2870,41656810,22900868,22017998,589921,292949,7686851,7080885,4506414,3451749,5008116,2492207,0,1548668,44441,Madison Boro,Morris,F. K–12/1801–3500,2629,11.7,73641,74.8,86083,144.4,139249,14.3
27,3090,9045839,4845511,4656809,148964,39738,1624831,1349930,1471327,1316256,1001140,350883,6229,96801,203538,Mendham Boro,Morris,C. K–8/401–750,527.5,9.6,63470,75.3,61570,102.4,132827,12
27,3100,14437679,8251519,7351711,340318,559490,2063260,1829792,1663762,1475096,1726832,991076,0,266948,372465,Mendham Twp,Morris,C. K–8/401–750,696.6,9.2,71370,62.8,64870,138.2,139778,17.3
27,3240,6003469,3424372,2909472,334123,180777,1026860,370346,882505,736556,641787,44235,0,26361,53751,Mine Hill Twp,Morris,A. K–6,348,10.1,59035,138,62398,115,126378,12.2
27,3340,64741672,39813235,37259129,817019,1737087,11805206,10849381,5951484,5221382,5144687,1159794,0,2011505,481109,Montville Twp,Morris,G. K–12/3501+,3583.4,10,65553,47.8,80906,149.9,131257,18.1
27,3365,18777244,10704564,7442765,470409,2791390,2747492,2587050,2878092,2414366,1943534,1024752,0,493547,167149,Morris County Vocational,Morris,J. Voc,1264,19.8,72872,114.8,79566,159.5,144682,9.4
27,3370,52192095,29221982,26901333,1397135,923514,8408609,7334310,5988141,4670543,5628397,3397392,0,2995742,959971,Morris Hills Regional,Morris,H. 7–12/9–12,2682,10.9,80925,65.4,82948,107,157822,11.4
27,3380,11312002,6398746,6067848,224104,106794,1485863,1089321,1423967,1153009,1093940,581079,0,144486,5999,Morris Plains Boro,Morris,C. K–8/401–750,572.4,9.5,65035,74.9,58675,97.3,136422,11.6
27,3385,89355292,50604345,47334701,1828778,1440866,16284445,14028207,9083991,7233117,10751781,5935133,0,1828632,405224,Morris School District,Morris,G. K–12/3501+,5117.1,11.6,69672,59.5,77857,154.8,133000,16
27,3410,6917834,3863472,3670301,92101,101070,1229669,1059789,785436,634337,940546,446429,0,94357,3799,Mount Arlington Boro,Morris,B. K–8/0–400,367.2,10,66025,48.6,64503,124.1,115511,14.9
27,3450,74850100,40323417,38463791,1301310,558316,11525998,10237908,8102345,6606898,11451242,6228319,13000,2031806,2767268,Mount Olive Twp,Morris,G. K–12/3501+,4608.1,12.9,75127,69,72099,184.4,138915,17
27,3460,32718294,19286592,18545385,349240,391967,5380704,4923040,2939439,2522382,3789005,1871214,50931,1319825,104836,Mountain Lakes Boro,Morris,E. K–12/0–1800,1573.7,9.4,86192,34.1,90217,105,149708,14.3
27,3520,4256916,2623843,2520839,80112,22892,542251,401528,664592,455130,387415,160080,0,33050,0,Netcong Boro,Morris,B. K–8/0–400,287.5,11,66542,71.3,70450,118.8,80000,12.5
27,3950,121526451,68887857,65107026,1339554,2441277,23901454,21362096,11812648,9841226,13688431,8174582,0,2817277,494167,Parsippany-Troy Hills Twp,Morris,G. K–12/3501+,7130.6,11.1,72977,61.1,96145,173.4,123992,18.5
27,4000,15110013,7996742,7441823,326618,228301,3309956,2964891,1725854,1535009,1877523,19544,0,78921,71472,Long Hill Twp,Morris,D. K–8/751+,851.7,10.5,62678,55.3,76228,143.8,116546,16.4
27,4080,32893633,19510216,17650055,1004170,855991,5144947,4641421,3571354,2945229,3579370,1822425,0,979128,575593,Pequannock Twp,Morris,F. K–12/1801–3500,2088.7,12.5,72405,57.3,68105,122.7,124505,12
27,4330,77685097,44655395,42352987,1886814,415594,12534613,10993261,9072450,6619204,8758916,5315792,0,1980406,527400,Randolph Twp,Morris,G. K–12/3501+,4605.2,11.2,74490,73.5,83267,164.7,129506,16.9
27,4440,5158262,3045882,2881715,101388,62779,782383,574831,763892,624885,500454,250126,0,58396,25917,Riverdale Boro,Morris,B. K–8/0–400,340.1,10.9,61622,64.2,59822,111.3,115000,12
27,4480,9171611,5002564,4525477,190863,286224,1822860,1372941,1169391,877188,1068073,498396,0,87006,33882,Rockaway Boro,Morris,C. K–8/401–750,560.9,10.3,53291,85.5,52460,111.2,110146,12.1
27,4490,42868695,24004031,23244081,556926,203024,9118157,8577853,4885876,3650835,4278337,2506287,0,69177,351419,Rockaway Twp,Morris,D. K–8/751+,2282.1,10.1,67003,44.2,69057,189.8,122134,23
27,4560,60097280,34067351,31788796,1085059,1193496,9524528,7725891,6914877,5472949,7139089,1583334,0,1668195,761827,Roxbury Twp,Morris,F. K–12/1801–3500,3506.3,10.7,60404,62.7,69685,121,116577,13.3
27,5520,38145854,23694299,22487256,604361,602682,6992978,5794114,2975718,2626291,4219449,2127174,0,263410,8862,Washington Twp,Morris,D. K–8/751+,2003.1,10,66690,54.6,72150,166.7,126330,19.8
27,5660,40462680,22398316,21281200,584318,532798,6576275,5454137,4213960,3332419,4346662,2056146,2210,2862439,635284,West Morris Regional,Morris,H. 7–12/9–12,2428,12.7,69353,79.1,67340,128.2,147850,11.7
27,5770,11863396,7896418,7404213,313682,178523,1635656,1125897,1309686,1085310,923817,0,0,96109,0,Wharton Boro,Morris,C. K–8/401–750,744.2,10,62352,92.5,82052,148,120000,16.3
29,185,47464168,28093959,26212507,1381418,500034,7876921,6540640,3920527,3386538,5776685,3125862,0,1306187,589815,Barnegat Twp,Ocean,F. K–12/1801–3500,3246.5,11,58564,62,59204,163.1,105070,17.5
29,210,2709628,1579765,1502568,45584,31613,343685,245019,227535,91565,462321,207712,0,84930,51336,Bay Head Boro,Ocean,B. K–8/0–400,124.4,8,58015,60.5,70883,93.1,1,13.2
29,230,1843294,1072981,1010293,51236,11452,368320,326697,120421,95125,256529,75395,0,1052,1995,Beach Haven Boro,Ocean,A. K–6,67.4,5.5,57240,59.5,30550,66,85500,13.1
29,320,31691116,19205845,17792155,1347554,66136,4828146,4338238,3565524,2988736,3475463,1753596,0,116609,764157,Berkeley Twp,Ocean,A. K–6,2258.5,11.8,62540,75,74540,177.6,112000,17.4
29,530,124964503,76283056,71170177,1822499,3290380,20076582,18252807,9975798,9146484,10152501,6580981,0,2785180,603252,Brick Twp,Ocean,G. K–12/3501+,8470.4,11.1,68095,63.8,70095,205.7,138105,21.8
29,770,31985525,18217918,17753277,328150,136491,4719764,4341167,3365707,2585835,3602803,2117946,0,1690102,834937,Central Regional,Ocean,H. 7–12/9–12,2197.3,13.5,71136,90.7,74136,157.2,121033,13.4
29,1150,2749557,1653515,1547735,67560,38220,305458,228191,283592,240937,199905,82060,0,0,0,Eagleswood Twp,Ocean,A. K–6,133.2,7.7,62720,1600,62481,64,95470,8.4
29,2350,2209466,1367718,1287245,50642,29831,237131,67915,261629,239977,327436,118044,0,12564,0,Island Heights Boro,Ocean,A. K–6,123.2,9.4,57970,70.3,46069,82,83201,10
29,2360,119134707,70085098,65782506,1927045,2375547,19439495,17303874,11840740,9622553,12914275,8095791,0,2957466,506571,Jackson Twp,Ocean,G. K–12/3501+,7836.8,12,67052,71.1,77952,200.5,152302,19.5
29,2480,61344083,38800939,36738306,1453462,609171,8330582,7416863,4974166,4065449,6519352,4328372,0,2025106,272582,Lacey Twp,Ocean,G. K–12/3501+,3957.4,11.8,64581,87.8,65439,172.1,112000,16.6
29,2500,6480531,4072155,3894568,130548,47039,1074990,942642,765825,665962,514965,255273,0,38128,265324,Lakehurst Boro,Ocean,B. K–8/0–400,369,10.4,59669,84.1,50203,103.1,135730,11
29,2520,91099984,51086958,44742369,1552861,4791728,19558585,15364505,9768925,7699769,8281854,1391274,0,1196945,193277,Lakewood Twp,Ocean,G. K–12/3501+,5502.5,11.1,54016,67.7,64833,179.9,124805,18.8
29,2550,3012406,1813371,1730173,13971,69227,432944,325660,261511,218819,374848,183971,7000,94005,85617,Lavallette Boro,Ocean,B. K–8/0–400,144.8,9.3,70073,88.8,66963,75.3,167324,8.9
29,2690,23379579,14978458,14422928,401772,153758,4014380,3506736,2230579,1771908,2100920,1376967,0,17967,272591,Little Egg Harbor Twp,Ocean,A. K–6,1623.5,11.8,65734,82.1,69484,161.7,110861,15.6
29,2760,5996873,3379184,3191877,53577,133730,1153256,962987,482107,331355,875186,456627,55500,0,279688,Long Beach Island,Ocean,A. K–6,220,7.1,68454,55.5,82719,74,121973,11.7
29,2940,46841223,28453175,27557953,708935,186287,6356185,5921759,4544193,4004157,5511536,2565569,0,1182160,549692,Manchester Twp,Ocean,F. K–12/1801–3500,2810.6,10.3,62486,53.4,63904,142.2,116642,16.5
29,3790,24315229,14548132,12866198,1568778,113156,2971864,2547941,4974579,4001830,2997918,1018305,0,236773,310381,Ocean County Vocational,Ocean,J. Voc,1561.8,15.2,70776,110.3,70429,122.5,130571,9.2
29,3800,2810307,1741069,1593529,61618,85922,542473,421673,276644,213277,215976,102876,16000,448,29809,Ocean Gate Boro,Ocean,A. K–6,138.1,9.2,57145,71,63073,71,113421,8.7
29,3820,9437093,5567500,5320938,158093,88469,1653774,1328210,1010052,904320,1130564,637616,0,61532,36073,Ocean Twp,Ocean,A. K–6,707.8,9.5,58975,50.7,76402,130,108660,16.3
29,4105,28072632,15459962,14714259,278088,467615,4674191,4319625,2776460,2154104,3767439,1522252,0,1210368,5640,Pinelands Regional,Ocean,H. 7–12/9–12,1510.3,9.9,65500,63.4,68950,112.7,118618,13.1
29,4190,23000964,13153278,12305353,280173,567752,3837784,3529057,2518257,2226985,2412470,573380,0,1057470,6070,Plumsted Twp,Ocean,E. K–12/0–1800,1300.7,9.8,66610,47.7,71501,92.5,131665,11.4
29,4210,37060716,21604465,20398971,900679,304815,6135779,5280407,4227930,3777782,3757393,355788,0,1106220,653783,Point Pleasant Boro,Ocean,F. K–12/1801–3500,2754,11.6,65316,86.2,71616,149.2,122273,14.6
29,4220,14191346,7782391,7401672,193101,187618,2284132,1943008,1360402,1217519,1777078,1001382,0,949339,25931,Point Pleasant Beach Boro,Ocean,E. K–12/0–1800,759.5,9.8,67284,65.4,71727,109.7,136203,12.9
29,4710,3880537,2278335,2225492,32512,20331,905663,806821,320083,188885,363007,175632,0,489,40368,Seaside Heights Boro,Ocean,A. K–6,203.5,9.9,73529,36.9,58999,171.2,50673,21.2
29,4950,48405257,28500947,27106789,981505,412653,6369417,6273627,4642338,3952289,6757564,3288875,125285,1794657,1919265,Southern Regional,Ocean,H. 7–12/9–12,2844.4,12.5,82387,87.3,83249,166.9,129870,15.3
29,5020,35094583,19644469,18447206,659685,537578,6318216,5799678,3110231,2661067,5276890,2456804,0,176702,173378,Stafford Twp,Ocean,A. K–6,2085.7,11.6,59382,78.6,58232,183.5,118814,18.2
29,5190,205102063,126936535,116808181,1891264,8237090,26702295,23573774,20445750,17840985,21412009,13920028,0,5187251,196367,Toms River Regional,Ocean,G. K–12/3501+,15254.9,13,66315,94.9,66515,219.8,130215,19.2
29,5220,4857270,2980060,2824467,138798,16795,768773,588947,417364,371834,604098,286372,0,67423,7743,Tuckerton Boro,Ocean,A. K–6,309.6,9.5,56712,52,54212,147,108500,18.4
31,420,10186379,5061854,4932363,90243,39248,2666950,1640049,1166634,920724,1228869,474692,0,58479,0,Bloomingdale Boro,Passaic,C. K–8/401–750,538.1,11.5,77550,59.3,67380,105,108094,10.9
31,900,142559292,88969458,85064700,3178660,726098,25029759,22611887,13816702,10862128,11547019,6887949,0,2167406,425369,Clifton City,Passaic,G. K–12/3501+,10644.3,12.5,66350,72.2,71875,193.2,121297,18.1
31,1920,13966919,9293969,8967148,164480,162341,1943378,1797236,1542934,790620,1036800,492768,0,129832,23427,Haledon Boro,Passaic,D. K–8/751+,1042.1,10.2,61530,69,80655,159.2,120000,17.9
31,2100,35036573,20936091,20081622,575041,279428,6161517,4929734,3129184,2806240,3863317,2312272,0,797156,168185,Hawthorne Boro,Passaic,F. K–12/1801–3500,2307.6,11.4,64630,66.6,72910,153.8,124726,15.8
31,2510,20022933,10954371,10680865,189809,83697,4100973,3456164,1708271,1239234,1847050,1058160,0,1090731,113832,Lakeland Regional,Passaic,H. 7–12/9–12,935.2,11,78540,54.9,84150,85.9,137155,9.4
31,2700,13857736,9207061,8798342,264385,144334,1954459,1693050,1479552,1286554,1136860,593810,0,61377,47508,Little Falls Twp,Passaic,D. K–8/751+,865.7,9.1,60975,63.7,80332,172,122236,21.6
31,3640,9200993,5317654,5098100,88236,131318,1550254,1245316,1150515,854707,1091591,146883,70114,20864,22764,North Haledon Boro,Passaic,C. K–8/401–750,608.8,10.3,54569,57.8,55529,103.1,102950,11.8
31,3970,236679624,133596853,125234242,4970353,3392258,49603057,36469417,22252927,20212039,26664886,13151740,0,2062259,391182,Passaic City,Passaic,G. K–12/3501+,13622.6,15.8,73513,115.1,102120,184.4,133857,13.3
31,3980,12445105,7858047,6482277,239029,1136741,1487377,1206408,1366682,1049268,1228318,523442,0,504682,15466,Passaic Co Manchester Reg,Passaic,H. 7–12/9–12,828.7,13.4,70320,81.7,79910,170,127370,14.8
