GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31,ABBOTT
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,29842,74|75,34168,74|75,28463,74|75,74,66,79,
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,20962,69|75,22502,71|75,25314,72|75,240,234,246,
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,14634,33|75,14908,30|75,15376,30|75,221,220,209,
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,12129,10|75,13053,13|75,13416,8|75,336,337,330,
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,13669,22|75,13919,21|75,15026,26|75,189,191,191,
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,19776,65|75,21290,68|75,21467,63|75,65,55,56,
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,13207,18|75,14096,24|75,15063,29|75,116,112,113,
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,9835,1|75,10083,1|75,10598,1|75,278,264,254,
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,16856,48|75,19048,58|75,20467,59|75,450,400,403,
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,17858,56|75,18122,56|75,18228,47|75,125,123,131,
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,18913,62|75,19884,62|75,22235,66|75,112,109,106,
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,14209,29|75,14023,22|75,14804,21|75,475,484,487,
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,15635,44|75,17192,51|75,18692,51|75,415,391,382,
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,16929,49|75,15987,41|75,16144,38|75,295,295,313,
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,16996,50|75,16763,48|75,16032,36|75,138,143,163,
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,22136,70|75,19974,63|75,19568,57|75,110,119,140,
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,17369,53|75,17171,50|75,19491,56|75,368,377,370,
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,15542,42|75,15768,39|75,17807,46|75,368,360,345,
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,17630,54|75,19491,59|75,21231,62|75,107,95,94,
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,14810,34|75,15197,34|75,18725,52|75,156,156,157,
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,15747,45|75,16717,47|75,16933,44|75,294,285,288,
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,18492,60|75,18844,57|75,18882,54|75,154,161,176,
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,15355,40|75,14161,25|75,14898,23|75,149,166,174,
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,13970,26|75,14629,29|75,15722,34|75,278,267,285,
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,10852,3|75,11150,3|75,11968,2|75,396,379,387,
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,18430,59|75,19811,61|75,21106,61|75,171,161,166,
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,20592,68|75,23085,72|75,22828,68|75,240,212,224,
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,13479,20|75,13761,20|75,15062,28|75,348,349,341,
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,18425,58|75,20014,64|75,23211,70|75,322,304,306,
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,17098,51|75,17263,52|75,18461,49|75,343,347,353,
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,13541,21|75,13653,18|75,14238,16|75,299,292,301,
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,13139,17|75,13300,15|75,14139,15|75,330,329,324,
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,17863,57|75,16518,45|75,16883,43|75,137,146,148,
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,12359,12|75,14253,26|75,14675,20|75,414,377,390,
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,19966,67|75,19518,60|75,20728,60|75,136,138,142,
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,11740,8|75,12071,7|75,12560,3|75,389,377,378,
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,10797,2|75,12595,9|75,14109,13|75,134,127,126,
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,15048,37|75,16667,46|75,18384,48|75,194,177,183,
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,13897,24|75,12845,11|75,14053,12|75,176,181,186,
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,13120,15|75,12825,10|75,13949,11|75,251,266,265,
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,11526,6|75,11471,4|75,12760,4|75,344,357,356,
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,13229,19|75,12909,12|75,15023,24|75,351,357,329,
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,16712,46|75,16998,49|75,21698,64|75,280,272,254,
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,15053,38|75,15511,35|75,16214,39|75,251,249,251,
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,19881,66|75,20715,67|75,17543,45|75,243,216,262,
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,14813,35|75,16047,42|75,16099,37|75,289,274,276,
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,13065,14|75,15042,32|75,15059,27|75,354,314,324,
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,11029,4|75,11513,5|75,13211,6|75,383,373,378,
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,17098,51|75,15563,37|75,15713,33|75,145,154,154,
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,14162,27|75,14484,28|75,14437,17|75,239,222,229,
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,15271,39|75,16460,44|75,18657,50|75,264,250,254,
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,14623,32|75,15955,40|75,15420,32|75,181,170,199,
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,13129,16|75,13528,17|75,14129,14|75,313,308,312,
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,13909,25|75,14315,27|75,15419,31|75,339,319,314,
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,14193,28|75,15676,38|75,16380,41|75,343,318,345,
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,13878,,14407,,15369,,,,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,14143,,14616,,15570,,,,,
C. K-8 / 401 - 750,,,5. State average - All operating types,14546,,14736,,15296,,,,,
C. K-8 / 401 - 750,,,6. State median - All operating types,14149,,14490,,14922,,,,,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,17757,59|62,18031,59|65,20215,64|65,709,684,671,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,14976,42|62,14862,37|65,15150,33|65,493,505,505,
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,12826,N.A.,12019,N.A.,13077,12|65,695,764,762,
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,14100,31|62,15066,40|65,16244,39|65,593,574,582,
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,15736,47|62,15850,47|65,18549,56|65,682,677,668,
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,18095,61|62,17760,57|65,18063,50|65,523,537,539,
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,14937,41|62,15301,43|65,16529,41|65,636,639,619,
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,16300,52|62,18047,60|65,18825,57|65,434,408,428,
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,13057,20|62,13988,25|65,14147,22|65,657,638,660,
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,13958,28|62,14773,35|65,16683,43|65,525,514,497,
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,14147,33|62,14434,30|65,14309,23|65,583,572,607,
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,13793,26|62,14343,29|65,16994,46|65,750,737,768,
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,14713,37|62,15063,38|65,15960,37|65,458,470,469,
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,14050,29|62,13536,23|65,14110,21|65,610,595,578,
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,11723,9|62,12237,8|65,13211,14|65,664,639,628,
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,12150,12|62,12120,7|65,12166,6|65,524,539,570,
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,16186,51|62,15492,45|65,16274,40|65,709,711,714,
C. K-8 / 401 - 750,BURLINGTON,5130,TABERNACLE TWP,14893,N.A.,14694,N.A.,16896,45|65,763,770,751,
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,12376,15|62,13166,17|65,14498,27|65,613,617,618,
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,14184,34|62,15111,41|65,13485,16|65,631,624,794,
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,13438,23|62,14509,31|65,16085,38|65,455,433,428,
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,14672,36|62,14140,27|65,17280,47|65,394,419,417,
C. K-8 / 401 - 750,CAMDEN,3110,MERCHANTVILLE BORO,12306,N.A.,13476,N.A.,14351,24|65,378,375,381,
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,13675,25|62,14830,36|65,15333,34|65,426,430,432,
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,12179,13|62,13278,21|65,13182,13|65,532,521,542,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,16040,49|62,17696,56|65,19235,60|65,579,530,529,
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,11923,11|62,12808,13|65,12573,7|65,579,567,551,
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,11320,6|62,11182,4|65,12074,5|65,613,630,621,
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,11583,7|62,11948,5|65,13341,15|65,515,490,493,
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,10281,1|62,10911,1|65,11117,2|65,509,496,487,
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,10781,4|62,10915,2|65,11555,4|65,423,428,428,
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,17445,58|62,18051,61|65,19365,61|65,471,470,463,
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,16736,55|62,17556,54|65,18421,54|65,525,493,487,
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,17763,N.A.,19910,N.A.,21025,65|65,407,381,385,
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,16034,48|62,16542,51|65,18399,53|65,602,585,554,
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,16123,50|62,16546,52|65,17942,49|65,725,687,661,
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,15086,44|62,16147,48|65,18969,58|65,685,655,626,
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,14768,38|62,16234,49|65,16771,44|65,495,471,461,
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,16677,54|62,18837,64|65,20084,63|65,548,513,509,
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,10511,2|62,10968,3|65,10816,1|65,643,651,690,
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,12645,18|62,13034,14|65,14359,25|65,674,683,679,
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,13523,24|62,14069,26|65,14438,26|65,552,537,549,
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,12788,19|62,13266,20|65,14554,28|65,574,559,558,
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,14558,35|62,13249,19|65,13837,19|65,615,628,682,
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,14804,40|62,14644,33|65,15444,35|65,478,476,481,
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,13124,21|62,12666,10|65,13737,18|65,647,629,642,
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,15034,43|62,15377,44|65,15064,31|65,591,585,612,
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,15179,45|62,16263,50|65,16630,42|65,475,454,448,
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,13819,27|62,14239,28|65,15462,36|65,607,596,599,
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,17805,60|62,18558,63|65,19600,62|65,734,712,703,
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,14071,30|62,15188,42|65,12621,8|65,638,612,847,
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,10916,5|62,13085,15|65,13637,17|65,620,579,572,
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,16743,56|62,17560,55|65,18975,59|65,607,594,601,
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,11628,8|62,12750,12|65,11386,3|65,718,704,739,
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,16626,53|62,18365,62|65,18507,55|65,558,543,541,
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,12303,14|62,13135,16|65,12756,11|65,461,455,512,
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,14116,32|62,15065,39|65,14911,30|65,689,670,703,
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,14798,39|62,17049,53|65,17900,48|65,598,560,545,
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,17020,57|62,17761,58|65,18180,51|65,553,540,535,
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,15717,46|62,15579,46|65,18396,52|65,463,470,450,
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,13291,22|62,13892,24|65,14629,29|65,481,467,468,
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,12539,16|62,13226,18|65,13897,20|65,751,746,742,
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,11843,10|62,12239,9|65,12670,9|65,758,741,752,
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,12607,17|62,12705,11|65,12726,10|65,444,428,436,
C. K-8 / 401 - 750,WARREN,1785,GREAT MEADOWS REGIONAL,13692,N.A.,14616,N.A.,15083,32|65,803,755,758,
D. K-8 / 751 +,,,1. State average - Operating Type K-8,13878,,14407,,15369,,,,,
D. K-8 / 751 +,,,2. State median - Operating Type K-8,14143,,14616,,15570,,,,,
D. K-8 / 751 +,,,5. State average - All operating types,14546,,14736,,15296,,,,,
D. K-8 / 751 +,,,6. State median - All operating types,14149,,14490,,14922,,,,,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,11148,9|82,11318,8|79,11691,6|79,858,858,859,
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,13799,48|82,14502,48|79,15722,44|79,3340,3268,3206,
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,12102,15|82,11947,14|79,11842,7|79,3114,3067,3173,
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,14882,68|82,14957,55|79,15787,48|79,862,859,856,
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,12411,21|82,13425,28|79,13830,26|79,970,922,926,
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,12953,29|82,14257,40|79,14460,33|79,1051,1003,1036,
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,14753,65|82,15680,66|79,16485,60|79,809,771,766,
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,13679,43|82,14387,44|79,17076,69|79,906,903,915,
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,14283,54|82,14401,45|79,15762,46|79,1124,1120,1105,
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,16050,77|82,16920,76|79,15738,45|79,775,768,813,
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,9925,2|82,10288,2|79,10143,1|79,1272,1301,1342,
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,19653,82|82,20647,79|79,22595,79|79,1283,1221,1174,
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,13745,47|82,14594,49|79,16314,56|79,1305,1253,1238,
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,10370,4|82,11654,10|79,12088,11|79,995,991,1044,
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,10925,8|82,11877,12|79,13230,16|79,973,946,949,
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,12788,26|82,13121,25|79,13779,25|79,1047,1051,1060,
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,14143,52|82,15899,69|79,16554,62|79,1604,1559,1551,
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,15585,76|82,14380,43|79,15568,41|79,1161,1224,1233,
