cds,fiscal_year,student_count
293800,2018-2019,7513
293820,2018-2019,42586.5
294105,2018-2019,75779
294190,2018-2019,60252.5
294210,2018-2019,124173.5
294220,2018-2019,30019
294710,2018-2019,12232
294720,2018-2019,2662
294950,2018-2019,112909.5
295020,2018-2019,98461
295190,2018-2019,732143.5
295220,2018-2019,13260.5
310420,2018-2019,38703.5
310900,2018-2019,558085
311920,2018-2019,52536
312100,2018-2019,110187
312510,2018-2019,43048.5
312700,2018-2019,40892.5
313640,2018-2019,29986
313970,2018-2019,824329
313980,2018-2019,46695
313990,2018-2019,62111.5
313995,2018-2019,145189
314010,2018-2019,1621642
314230,2018-2019,72506.5
314270,2018-2019,48394.5
314400,2018-2019,52382
315200,2018-2019,46178
315440,2018-2019,41943
315570,2018-2019,358600
315650,2018-2019,153422.5
315690,2018-2019,53339
330060,2018-2019,22066
331340,2018-2019,10021
331350,2018-2019,7381
332800,2018-2019,8305
332950,2018-2019,6424
333860,2018-2019,14410
334070,2018-2019,107761.5
334075,2018-2019,85085
334150,2018-2019,74096
334280,2018-2019,17908
334630,2018-2019,56765.5
334640,2018-2019,26378
335320,2018-2019,21411.5
335910,2018-2019,56182.5
350240,2018-2019,35810.5
350350,2018-2019,240955
350490,2018-2019,95029
350510,2018-2019,94963
350555,2018-2019,387882
351610,2018-2019,392062
351810,2018-2019,56144
352170,2018-2019,330610.5
353000,2018-2019,74547
353210,2018-2019,2981
353320,2018-2019,206508.5
353670,2018-2019,179646.5
354510,2018-2019,5087.5
354810,2018-2019,16582.5
354815,2018-2019,78941.5
354820,2018-2019,80916
354850,2018-2019,27406.5
355470,2018-2019,76384
355540,2018-2019,30536
355550,2018-2019,71709
370090,2018-2019,31707.5
370520,2018-2019,3657.5
370640,2018-2019,38610
371560,2018-2019,19745
371570,2018-2019,21142
371630,2018-2019,9713
371800,2018-2019,29172
371930,2018-2019,11918.5
371980,2018-2019,13409
372030,2018-2019,31845
372165,2018-2019,39143.5
372240,2018-2019,75372
372465,2018-2019,44539
372490,2018-2019,10439
372615,2018-2019,33225.5
373300,2018-2019,16115
373590,2018-2019,54516
373840,2018-2019,10961.5
374650,2018-2019,6666
374960,2018-2019,143275
375030,2018-2019,14036
375040,2018-2019,12386
375100,2018-2019,49115
375110,2018-2019,28985
375360,2018-2019,144072.5
375435,2018-2019,28616.5
390310,2018-2019,101755.5
390850,2018-2019,90563
390980,2018-2019,171974
391320,2018-2019,1472834
391710,2018-2019,22379.5
392190,2018-2019,155545.5
392420,2018-2019,68227.5
392660,2018-2019,306064
393470,2018-2019,44484
393560,2018-2019,105990.5
394160,2018-2019,589512
394290,2018-2019,192291
394540,2018-2019,156783
394550,2018-2019,99236.5
394670,2018-2019,244821.5
395000,2018-2019,100628
395090,2018-2019,182919
395260,2018-2019,65505
395290,2018-2019,346071
395730,2018-2019,284251
395810,2018-2019,9383
410030,2018-2019,25674
410070,2018-2019,15268
410280,2018-2019,19063
410400,2018-2019,18117
411620,2018-2019,9058.5
411670,2018-2019,6798
411785,2018-2019,46695
411840,2018-2019,46689.5
411870,2018-2019,72242.5
412020,2018-2019,4015
412040,2018-2019,15218.5
412250,2018-2019,9735
412470,2018-2019,8668
412790,2018-2019,51876
412970,2018-2019,30085
413675,2018-2019,38423
413890,2018-2019,17721
414100,2018-2019,145948
414200,2018-2019,20097
415460,2018-2019,17781.5
415465,2018-2019,80718
415480,2018-2019,22924
415530,2018-2019,20806.5
415780,2018-2019,19288.5
10010,2019-2020,46145
10110,2019-2020,380699
10120,2019-2020,66429
10570,2019-2020,31801
10590,2019-2020,82060
10960,2019-2020,3003
11300,2019-2020,28248
11310,2019-2020,369369
11410,2019-2020,11000
11540,2019-2020,25201
11690,2019-2020,165737
11790,2019-2020,154792
11940,2019-2020,144551
11960,2019-2020,140123.5
12680,2019-2020,36476
12780,2019-2020,2486
12910,2019-2020,59015
13020,2019-2020,17666
13480,2019-2020,30943
13720,2019-2020,42988
14180,2019-2020,211321
14240,2019-2020,7337
14800,2019-2020,45485
15350,2019-2020,45331
15760,2019-2020,9570
30040,2019-2020,38511
30080,2019-2020,8613
30290,2019-2020,84793.5
30300,2019-2020,174251
30440,2019-2020,57420
30740,2019-2020,25250.5
30745,2019-2020,24876.5
30890,2019-2020,138226
30930,2019-2020,53097
30990,2019-2020,79469.5
31070,2019-2020,29348
31130,2019-2020,115577
31230,2019-2020,38797
31270,2019-2020,66583
31345,2019-2020,130718.5
31360,2019-2020,49654
31370,2019-2020,164021
31380,2019-2020,23595
31450,2019-2020,236329.5
31470,2019-2020,106067.5
31550,2019-2020,192566
31580,2019-2020,49093
31700,2019-2020,260513
31760,2019-2020,112915
31860,2019-2020,289740
32050,2019-2020,27412
32080,2019-2020,82577
32090,2019-2020,17952
32180,2019-2020,51040
32200,2019-2020,38247
32620,2019-2020,67551
32710,2019-2020,59323
32740,2019-2020,165759
32860,2019-2020,117326
32900,2019-2020,130619.5
33060,2019-2020,58360.5
33170,2019-2020,41019
33330,2019-2020,42911
33350,2019-2020,20465.5
33550,2019-2020,93362.5
33600,2019-2020,88132
33700,2019-2020,44385
33710,2019-2020,97691
33730,2019-2020,23034
33740,2019-2020,27610
33760,2019-2020,61611
33850,2019-2020,29205
33870,2019-2020,34347.5
33910,2019-2020,89138.5
33930,2019-2020,169037
33940,2019-2020,54092.5
33960,2019-2020,90546.5
34300,2019-2020,102657.5
34310,2019-2020,117810
34370,2019-2020,71137
34380,2019-2020,93896
34390,2019-2020,254721.5
34405,2019-2020,70631
34410,2019-2020,54802
34430,2019-2020,49577
34470,2019-2020,30508.5
34500,2019-2020,1452
34600,2019-2020,116710
34610,2019-2020,82379
34620,2019-2020,16764
34870,2019-2020,18337
35150,2019-2020,189013
35160,2019-2020,166441
35170,2019-2020,594
35330,2019-2020,49335
35410,2019-2020,71973
35430,2019-2020,62513
35755,2019-2020,126258
35830,2019-2020,53427
35880,2019-2020,32087
35920,2019-2020,85162
50200,2019-2020,4955.5
50380,2019-2020,18117
50475,2019-2020,116160
50600,2019-2020,72435
50610,2019-2020,83006
50620,2019-2020,175428
50830,2019-2020,34347.5
50840,2019-2020,118283
51030,2019-2020,25432
51060,2019-2020,142967
51250,2019-2020,28402
51280,2019-2020,51876
51420,2019-2020,200502.5
51520,2019-2020,81719
51910,2019-2020,26147
52610,2019-2020,311630
52850,2019-2020,58410
52960,2019-2020,23925
53010,2019-2020,110907.5
53070,2019-2020,22792
53080,2019-2020,119718.5
53360,2019-2020,176385
53430,2019-2020,52910
53440,2019-2020,192065.5
53540,2019-2020,10648
53650,2019-2020,47635.5
53690,2019-2020,100116.5
53920,2019-2020,40359
54040,2019-2020,7018
54050,2019-2020,221903
54320,2019-2020,98560
54450,2019-2020,67287
54460,2019-2020,15867.5
54740,2019-2020,33313.5
54930,2019-2020,34276
55010,2019-2020,9603
55130,2019-2020,31603
55490,2019-2020,2904
55720,2019-2020,47168
55805,2019-2020,182512
55890,2019-2020,5901.5
70150,2019-2020,59339.5
70160,2019-2020,4856.5
70190,2019-2020,37367
70260,2019-2020,57101
70330,2019-2020,37372.5
70340,2019-2020,37565
70390,2019-2020,173745
70580,2019-2020,19184
70680,2019-2020,848342
70700,2019-2020,85613
70800,2019-2020,507138.5
70810,2019-2020,7491
70880,2019-2020,32257.5
70940,2019-2020,84848.5
71255,2019-2020,90068
71720,2019-2020,11511.5
71770,2019-2020,108911
71780,2019-2020,314022.5
71880,2019-2020,46299
71890,2019-2020,93527.5
71900,2019-2020,119295
72130,2019-2020,7386.5
72540,2019-2020,15042.5
72560,2019-2020,21516
72670,2019-2020,151833
72890,2019-2020,19195
73110,2019-2020,26966.5
73420,2019-2020,26801.5
73770,2019-2020,21296
74060,2019-2020,259798
74110,2019-2020,82714.5
74590,2019-2020,38819
74790,2019-2020,23919.5
75035,2019-2020,41316
75080,2019-2020,36333
75140,2019-2020,88
75400,2019-2020,137329.5
75560,2019-2020,68513.5
75820,2019-2020,237523
75900,2019-2020,30426
90170,2019-2020,1562
90710,2019-2020,7029
90720,2019-2020,22181.5
90730,2019-2020,176
91080,2019-2020,32004.5
92820,2019-2020,65736
92840,2019-2020,80157
93130,2019-2020,113976.5
93680,2019-2020,11132
93780,2019-2020,70576
94700,2019-2020,3938
95060,2019-2020,1452
95340,2019-2020,88484
95610,2019-2020,3993
95700,2019-2020,1408
95790,2019-2020,44121
95800,2019-2020,13739
95840,2019-2020,13728
110540,2019-2020,346258
110950,2019-2020,37125
110995,2019-2020,26873
110997,2019-2020,52998
111020,2019-2020,14751
111120,2019-2020,9031
111460,2019-2020,25014
111820,2019-2020,3036
112270,2019-2020,21444.5
112570,2019-2020,28215
113050,2019-2020,24222
113230,2019-2020,262889
114750,2019-2020,2183.5
115070,2019-2020,5544
115300,2019-2020,42251
115390,2019-2020,543246
130250,2019-2020,232023
130410,2019-2020,311729
130660,2019-2020,120076
130760,2019-2020,69905
131210,2019-2020,530860
131390,2019-2020,103488
131400,2019-2020,10092.5
131465,2019-2020,29238
131750,2019-2020,81147
132330,2019-2020,437486.5
132730,2019-2020,269511
133190,2019-2020,212278
133310,2019-2020,309259.5
133570,2019-2020,2808778.5
133630,2019-2020,28704.5
133750,2019-2020,188166
133880,2019-2020,291621
134530,2019-2020,20647
134900,2019-2020,333536.5
135370,2019-2020,98670
135630,2019-2020,76241
135680,2019-2020,328938.5
150860,2019-2020,69333
150870,2019-2020,104016
151100,2019-2020,201657.5
151180,2019-2020,58520
151330,2019-2020,15526.5
151590,2019-2020,61743
151715,2019-2020,43351
151730,2019-2020,95986
151775,2019-2020,50275.5
151830,2019-2020,24354
152070,2019-2020,62144.5
152440,2019-2020,114961
152750,2019-2020,48059
152990,2019-2020,54950.5
153280,2019-2020,277579.5
153490,2019-2020,12182.5
153580,2019-2020,10961.5
154020,2019-2020,60137
154140,2019-2020,57370.5
154880,2019-2020,16863
154940,2019-2020,72259
155120,2019-2020,75443.5
155500,2019-2020,334713.5
155590,2019-2020,7458
155620,2019-2020,136768.5
155740,2019-2020,17616.5
155860,2019-2020,75911
155870,2019-2020,10362
170220,2019-2020,476619
171200,2019-2020,18447
171850,2019-2020,67496
172060,2019-2020,119262
172210,2019-2020,155903
172295,2019-2020,104731
172390,2019-2020,1681124.5
172410,2019-2020,288596
173610,2019-2020,375276
174730,2019-2020,106557
175240,2019-2020,735196
175580,2019-2020,65648
175670,2019-2020,435831
190020,2019-2020,20504
190370,2019-2020,15642
190430,2019-2020,5962
190670,2019-2020,3135
190910,2019-2020,13376
190920,2019-2020,53768
191040,2019-2020,16676
191050,2019-2020,30464.5
191160,2019-2020,15609
191376,2019-2020,40090
191510,2019-2020,143517
191600,2019-2020,11891
191680,2019-2020,5357
191740,2019-2020,6028
191970,2019-2020,5060
192140,2019-2020,16423
192220,2019-2020,23639
192300,2019-2020,127066.5
192308,2019-2020,14069
192450,2019-2020,14399
192590,2019-2020,5637.5
192600,2019-2020,26411
193180,2019-2020,3311
193660,2019-2020,111347.5
194350,2019-2020,67518
195180,2019-2020,24123
195270,2019-2020,20130
211245,2019-2020,254540
211430,2019-2020,169988.5
211950,2019-2020,572121
212280,2019-2020,155182.5
212580,2019-2020,178145
213105,2019-2020,23633.5
214255,2019-2020,175791
215210,2019-2020,873312
215510,2019-2020,140690
215715,2019-2020,430523.5
230750,2019-2020,201542
230970,2019-2020,33489.5
231140,2019-2020,62645
231170,2019-2020,388987.5
231290,2019-2020,765699
232110,2019-2020,12859
232150,2019-2020,78589.5
232370,2019-2020,47388
233120,2019-2020,101739
233140,2019-2020,100441
233150,2019-2020,85646
233220,2019-2020,45754.5
233290,2019-2020,296692
233530,2019-2020,570102.5
233620,2019-2020,304447
233845,2019-2020,402440.5
234090,2019-2020,613481
234130,2019-2020,345972
234660,2019-2020,304447
234830,2019-2020,52932
234860,2019-2020,391737.5
234910,2019-2020,156893
234920,2019-2020,114290
234970,2019-2020,52442.5
235850,2019-2020,673392.5
250050,2019-2020,264
250100,2019-2020,119812
250130,2019-2020,9747
250180,2019-2020,7485.5
250270,2019-2020,27049
250500,2019-2020,19805.5
250560,2019-2020,33396
250945,2019-2020,40986
251000,2019-2020,9658
251260,2019-2020,47971
251440,2019-2020,41855
251490,2019-2020,6897
251640,2019-2020,89947
251650,2019-2020,483862.5
251660,2019-2020,168476
252105,2019-2020,129453.5
252120,2019-2020,12613.5
252160,2019-2020,7434
252230,2019-2020,131945
252290,2019-2020,259556
252320,2019-2020,1545.5
252400,2019-2020,76290.5
252430,2019-2020,43769
252720,2019-2020,36465
252770,2019-2020,294096
252920,2019-2020,224961
252930,2019-2020,39039
253030,2019-2020,215666
253040,2019-2020,178739
253160,2019-2020,429577.5
253200,2019-2020,74057.5
253250,2019-2020,9537
253260,2019-2020,76285
253270,2019-2020,46733.5
253500,2019-2020,22176
253510,2019-2020,185515
253810,2019-2020,164054
253830,2019-2020,24827
254360,2019-2020,84656
254365,2019-2020,49571.5
254520,2019-2020,5170
254570,2019-2020,42284
254580,2019-2020,43054
254680,2019-2020,1397
254690,2019-2020,6314
254760,2019-2020,28484.5
254770,2019-2020,21241
254840,2019-2020,7964
254980,2019-2020,9240
254990,2019-2020,19404
255185,2019-2020,67358.5
255230,2019-2020,39484.5
255310,2019-2020,77099
255420,2019-2020,153208
255640,2019-2020,24838
255645,2019-2020,96
270450,2019-2020,52794.5
270460,2019-2020,30206
270630,2019-2020,46524.5
270785,2019-2020,182517.5
270820,2019-2020,48763
271090,2019-2020,72682.5
271110,2019-2020,152097
271190,2019-2020,39644
271530,2019-2020,44242
271990,2019-2020,66253
272000,2019-2020,62524
272010,2019-2020,16637.5
272380,2019-2020,130168.5
272460,2019-2020,81873
272650,2019-2020,56628
272870,2019-2020,112744.5
273090,2019-2020,22847
273100,2019-2020,29469
273240,2019-2020,23325.5
273340,2019-2020,160765
273365,2019-2020,40887
273370,2019-2020,129145.5
273380,2019-2020,37279
273385,2019-2020,247071
273410,2019-2020,24717
273450,2019-2020,212866.5
273460,2019-2020,49005
273520,2019-2020,13893
273950,2019-2020,333234
274000,2019-2020,38335
274080,2019-2020,92543
274330,2019-2020,207944
274440,2019-2020,21120
274480,2019-2020,25047
274490,2019-2020,103147
274560,2019-2020,155276
275380,2019-2020,14184.5
275520,2019-2020,91058
275660,2019-2020,109323.5
275770,2019-2020,38104
290185,2019-2020,149523
290210,2019-2020,3586
290230,2019-2020,3058
290320,2019-2020,104027
290530,2019-2020,409695
290770,2019-2020,105990.5
291150,2019-2020,6094
292350,2019-2020,5874
292360,2019-2020,382349
292480,2019-2020,188419
292500,2019-2020,22792
292520,2019-2020,333146
292550,2019-2020,5555
292690,2019-2020,70972
292760,2019-2020,10153
292940,2019-2020,133435.5
292980,2019-2020,132
293790,2019-2020,50550.5
293800,2019-2020,6963
293820,2019-2020,43653.5
294105,2019-2020,75080.5
294190,2019-2020,57634.5
294210,2019-2020,126610
294220,2019-2020,27681.5
294710,2019-2020,11099
294720,2019-2020,1540
294950,2019-2020,113597
295020,2019-2020,99473
295190,2019-2020,722936.5
295220,2019-2020,14041.5
310420,2019-2020,38049
310900,2019-2020,557139
311920,2019-2020,52921
312100,2019-2020,109824
312510,2019-2020,44022
312700,2019-2020,39649.5
313640,2019-2020,28545
313970,2019-2020,818812.5
313980,2019-2020,44946
313990,2019-2020,57073.5
313995,2019-2020,153879
314010,2019-2020,1608596
314230,2019-2020,71478
314270,2019-2020,46051.5
314400,2019-2020,51997
315200,2019-2020,43208
315440,2019-2020,41206
315570,2019-2020,352495
315650,2019-2020,150942
315690,2019-2020,53581
330060,2019-2020,21989
331340,2019-2020,9988
331350,2019-2020,6908
332800,2019-2020,8536
332950,2019-2020,6490
333860,2019-2020,14861
334070,2019-2020,108372
334075,2019-2020,81845.5
334150,2019-2020,73122.5
334280,2019-2020,17446
334630,2019-2020,58146
334640,2019-2020,24574
335320,2019-2020,20592
335910,2019-2020,56210
350240,2019-2020,34600.5
350350,2019-2020,235334
350490,2019-2020,96233.5
350510,2019-2020,94116
350555,2019-2020,386111
351610,2019-2020,391413
351810,2019-2020,53801
352170,2019-2020,334444
353000,2019-2020,75740.5
353210,2019-2020,2585
353320,2019-2020,204671.5
353670,2019-2020,181918
354510,2019-2020,5016
354810,2019-2020,16918
354815,2019-2020,80525.5
354820,2019-2020,81856.5
354850,2019-2020,25910.5
355470,2019-2020,73777
355540,2019-2020,28407.5
355550,2019-2020,69190
370090,2019-2020,30090.5
370520,2019-2020,3250.5
370640,2019-2020,37158
371560,2019-2020,19338
371570,2019-2020,21637
371630,2019-2020,8360
371800,2019-2020,28226
371930,2019-2020,11495
371980,2019-2020,13255
372030,2019-2020,31119
372165,2019-2020,37785
372240,2019-2020,75042
372465,2019-2020,42680
372490,2019-2020,9262
372615,2019-2020,32664.5
373300,2019-2020,18007
373590,2019-2020,55423.5
373840,2019-2020,10978
374650,2019-2020,6402
374960,2019-2020,142835
375030,2019-2020,13860
375040,2019-2020,11418
375100,2019-2020,51205
375110,2019-2020,28534
375360,2019-2020,138858.5
375435,2019-2020,28831
390310,2019-2020,99456.5
390850,2019-2020,94369
390980,2019-2020,170164.5
391320,2019-2020,1482085
391710,2019-2020,23160.5
392190,2019-2020,158070
392420,2019-2020,67171.5
392660,2019-2020,314127
393470,2019-2020,45221
393560,2019-2020,106722
394160,2019-2020,583836
394290,2019-2020,198742.5
394540,2019-2020,159192
394550,2019-2020,96866
394670,2019-2020,247412
395000,2019-2020,99357.5
395090,2019-2020,180840
395260,2019-2020,68172.5
395290,2019-2020,343585
395730,2019-2020,279037
395810,2019-2020,7551.5
410030,2019-2020,25949
410070,2019-2020,13805
410280,2019-2020,18546
410400,2019-2020,17193
411620,2019-2020,8552.5
411670,2019-2020,6743
411785,2019-2020,44544.5
411840,2019-2020,45056
411870,2019-2020,71214
412020,2019-2020,4301
412040,2019-2020,14454
412250,2019-2020,8877
412470,2019-2020,7942
412790,2019-2020,50330.5
412970,2019-2020,29348
413675,2019-2020,37389
413890,2019-2020,17358
414100,2019-2020,147075.5
414200,2019-2020,19657
415460,2019-2020,17380
415465,2019-2020,77858
415480,2019-2020,23600.5
415530,2019-2020,19778
415780,2019-2020,18062
10010,2020-2021,46948
10110,2020-2021,379720
10120,2020-2021,68772
10570,2020-2021,29205
10590,2020-2021,81510
10960,2020-2021,3179
11300,2020-2021,26070
11310,2020-2021,365233
11410,2020-2021,11539
11540,2020-2021,23837
11690,2020-2021,166782
11790,2020-2021,152680
11940,2020-2021,145409
11960,2020-2021,140794.5
12680,2020-2021,36327.5
12780,2020-2021,2508
12910,2020-2021,59917
13020,2020-2021,17072
13480,2020-2021,31075
13720,2020-2021,44836
14180,2020-2021,212531
14240,2020-2021,7007
14800,2020-2021,43692
15350,2020-2021,42966
15760,2020-2021,9273
30040,2020-2021,37697
30080,2020-2021,8833
30290,2020-2021,86135.5
30300,2020-2021,177749
30440,2020-2021,58784
30740,2020-2021,25762
30745,2020-2021,26235
30890,2020-2021,141575.5
30930,2020-2021,53581
30990,2020-2021,80278
31070,2020-2021,29656
31130,2020-2021,117139
31230,2020-2021,36668.5
31270,2020-2021,65175
31345,2020-2021,133039.5
31360,2020-2021,49291
31370,2020-2021,165748
31380,2020-2021,23199
31450,2020-2021,242605
31470,2020-2021,110401.5
31550,2020-2021,196702
31580,2020-2021,49593.5
31700,2020-2021,262064
31760,2020-2021,113949
31860,2020-2021,285070.5
32050,2020-2021,27126
32080,2020-2021,81818
32090,2020-2021,17578
32180,2020-2021,49610
32200,2020-2021,38401
32620,2020-2021,69850
32710,2020-2021,53856
32740,2020-2021,165621.5
32860,2020-2021,120736
32900,2020-2021,130592
33060,2020-2021,57403.5
33170,2020-2021,40540.5
33330,2020-2021,43873.5
33350,2020-2021,22269.5
33550,2020-2021,93269
33600,2020-2021,88957
33700,2020-2021,44660
33710,2020-2021,93929
33730,2020-2021,24178
33740,2020-2021,26983
33760,2020-2021,61776
33850,2020-2021,29777
33870,2020-2021,34276
33910,2020-2021,94187.5
33930,2020-2021,166650
33940,2020-2021,55126.5
33960,2020-2021,87824
34300,2020-2021,100265
34310,2020-2021,116094
34370,2020-2021,70774
34380,2020-2021,94017
34390,2020-2021,255200
34405,2020-2021,71192
34410,2020-2021,55082.5
34430,2020-2021,48779.5
34470,2020-2021,31339
34500,2020-2021,1364
34600,2020-2021,116490
34610,2020-2021,82687
34620,2020-2021,15708
34870,2020-2021,18678
35150,2020-2021,192940
35160,2020-2021,164769
35170,2020-2021,429
35330,2020-2021,47696
35410,2020-2021,73034.5
35430,2020-2021,62837.5
35755,2020-2021,127193
35830,2020-2021,53278.5
35880,2020-2021,31273
35920,2020-2021,84469
50200,2020-2021,4367
50380,2020-2021,17237
50475,2020-2021,113201
50600,2020-2021,80256
50610,2020-2021,83138
50620,2020-2021,176110
50830,2020-2021,33786.5
50840,2020-2021,123222
51030,2020-2021,26499
51060,2020-2021,144369.5
51250,2020-2021,27357
51280,2020-2021,58151.5
51420,2020-2021,202521
51520,2020-2021,82346
51910,2020-2021,25921.5
52610,2020-2021,314457
52850,2020-2021,56419
52960,2020-2021,24189
53010,2020-2021,113784
53070,2020-2021,23127.5
53080,2020-2021,119647
53360,2020-2021,178095.5
53430,2020-2021,53152
53440,2020-2021,195354.5
53540,2020-2021,10543.5
53650,2020-2021,50820
53690,2020-2021,100204.5
53920,2020-2021,40722
54040,2020-2021,6237
54050,2020-2021,215039
54320,2020-2021,99352
54450,2020-2021,69459.5
54460,2020-2021,16995
54740,2020-2021,32989
54930,2020-2021,33286
55010,2020-2021,10428
55130,2020-2021,30019
55490,2020-2021,2926
55720,2020-2021,48378
55805,2020-2021,188364
55890,2020-2021,6358
70150,2020-2021,59444
70160,2020-2021,4257
70190,2020-2021,38819
70260,2020-2021,56771
70330,2020-2021,37015
70340,2020-2021,40491
70390,2020-2021,174735
70580,2020-2021,18634
70680,2020-2021,855987
70700,2020-2021,85404
70800,2020-2021,507584
70810,2020-2021,6864
70880,2020-2021,32362
70940,2020-2021,87549
71255,2020-2021,88572
71720,2020-2021,11379.5
71770,2020-2021,106161
71780,2020-2021,316134.5
71880,2020-2021,47410
71890,2020-2021,93907
71900,2020-2021,118690
72130,2020-2021,7491
72540,2020-2021,14520
72560,2020-2021,22187
72670,2020-2021,161458
72890,2020-2021,19019
73110,2020-2021,28072
73420,2020-2021,27819
73770,2020-2021,22968
74060,2020-2021,263527
74110,2020-2021,83913.5
74590,2020-2021,38967.5
74790,2020-2021,23127.5
75035,2020-2021,40579
75080,2020-2021,35359.5
75140,2020-2021,88
75400,2020-2021,136328.5
75560,2020-2021,70268
75820,2020-2021,236533
75900,2020-2021,30294
90170,2020-2021,1353
90710,2020-2021,6842
90720,2020-2021,21818.5
90730,2020-2021,132
91080,2020-2021,33209
92820,2020-2021,65890
92840,2020-2021,78408
93130,2020-2021,115709
93680,2020-2021,10923
93780,2020-2021,70361.5
94700,2020-2021,3927
95060,2020-2021,1397
95340,2020-2021,88319
95610,2020-2021,3982
95700,2020-2021,1364
95790,2020-2021,45320
95800,2020-2021,13442
95840,2020-2021,13475
110540,2020-2021,359920
110950,2020-2021,34122
110995,2020-2021,35519
110997,2020-2021,51634
111020,2020-2021,13310
111120,2020-2021,8360
111460,2020-2021,25146
111820,2020-2021,3762
112270,2020-2021,20537
112570,2020-2021,26928
113050,2020-2021,24805
113230,2020-2021,256190
114750,2020-2021,2233
115070,2020-2021,5544
115300,2020-2021,41173
115390,2020-2021,549092.5
130250,2020-2021,224218.5
130410,2020-2021,314798
130660,2020-2021,123634.5
130760,2020-2021,71181
131210,2020-2021,547030
131390,2020-2021,105127
131400,2020-2021,10103.5
131465,2020-2021,29722
131750,2020-2021,81587
132330,2020-2021,438229
132730,2020-2021,273487.5
133190,2020-2021,213532
133310,2020-2021,303501
133570,2020-2021,2898313
133630,2020-2021,29452.5
133750,2020-2021,187836
133880,2020-2021,305987
134530,2020-2021,20581
134900,2020-2021,334438.5
135370,2020-2021,100897.5
135630,2020-2021,74569
135680,2020-2021,329246.5
150860,2020-2021,70009.5
150870,2020-2021,103136
151100,2020-2021,196223.5
151180,2020-2021,59361.5
151330,2020-2021,14388
151590,2020-2021,62458
151715,2020-2021,44968
151730,2020-2021,94336
151775,2020-2021,52030
151830,2020-2021,25740
152070,2020-2021,63382
152440,2020-2021,120076
152750,2020-2021,48042.5
152990,2020-2021,55792
153280,2020-2021,273515
153490,2020-2021,13068
153580,2020-2021,12518
154020,2020-2021,58971
154140,2020-2021,57007.5
154880,2020-2021,15680.5
154940,2020-2021,74261
155120,2020-2021,73639.5
155500,2020-2021,340961.5
155590,2020-2021,7029
155620,2020-2021,138627.5
155740,2020-2021,17297.5
155860,2020-2021,81576
155870,2020-2021,11660
170220,2020-2021,481024.5
171200,2020-2021,18282
171850,2020-2021,72996
172060,2020-2021,116358
172210,2020-2021,167062.5
172295,2020-2021,106793.5
172390,2020-2021,1647959.5
172410,2020-2021,287661
173610,2020-2021,372460
174730,2020-2021,106166.5
175240,2020-2021,731665
175580,2020-2021,65230
175670,2020-2021,438559
190020,2020-2021,20471
190370,2020-2021,15042.5
190430,2020-2021,5720
190670,2020-2021,3212
190910,2020-2021,13464
190920,2020-2021,53735
191040,2020-2021,16819
191050,2020-2021,31086
191160,2020-2021,15015
191376,2020-2021,40890
191510,2020-2021,145365
191600,2020-2021,12100
191680,2020-2021,5654
191740,2020-2021,5632
191970,2020-2021,5280
192140,2020-2021,16093
192220,2020-2021,21945
192300,2020-2021,122292.5
192308,2020-2021,15251.5
192450,2020-2021,14839
192590,2020-2021,5225
192600,2020-2021,26774
193180,2020-2021,4015
193660,2020-2021,103790.5
194350,2020-2021,67045
195180,2020-2021,23133
195270,2020-2021,19123.5
211245,2020-2021,259666
211430,2020-2021,174449
211950,2020-2021,581515
212280,2020-2021,152399.5
212580,2020-2021,180196.5
213105,2020-2021,24167
214255,2020-2021,178827
215210,2020-2021,906235
215510,2020-2021,141069.5
215715,2020-2021,427663.5
230750,2020-2021,205221.5
230970,2020-2021,32472
231140,2020-2021,62271
231170,2020-2021,390428.5
231290,2020-2021,775852
232110,2020-2021,12474
232150,2020-2021,77203.5
232370,2020-2021,47905
233120,2020-2021,102322
233140,2020-2021,100474
233150,2020-2021,86328
233220,2020-2021,47982
233290,2020-2021,300806
233530,2020-2021,570036.5
233620,2020-2021,309144
233845,2020-2021,397452
234090,2020-2021,612865
234130,2020-2021,343992
234660,2020-2021,298578.5
234830,2020-2021,53130
234860,2020-2021,386017.5
234910,2020-2021,156706
234920,2020-2021,118305
234970,2020-2021,51997
235850,2020-2021,676962
250050,2020-2021,275
250100,2020-2021,122001
250130,2020-2021,9486
250180,2020-2021,6875
250270,2020-2021,26334
250500,2020-2021,18876
250560,2020-2021,32802
250945,2020-2021,41624
251000,2020-2021,9735
251260,2020-2021,49643
251440,2020-2021,42894.5
251490,2020-2021,7062
251640,2020-2021,89694
251650,2020-2021,480678
251660,2020-2021,166914
252105,2020-2021,124443
252120,2020-2021,12784.5
252160,2020-2021,6993
252230,2020-2021,131637
252290,2020-2021,258934.5
252320,2020-2021,1859
252400,2020-2021,80641
252430,2020-2021,43747
252720,2020-2021,36239.5
252770,2020-2021,299898.5
252920,2020-2021,220693
252930,2020-2021,37532
253030,2020-2021,214885
253040,2020-2021,181489
253160,2020-2021,427306
253200,2020-2021,73485.5
253250,2020-2021,9361
253260,2020-2021,76593
253270,2020-2021,44429
253500,2020-2021,21697.5
253510,2020-2021,181714.5
253810,2020-2021,158108.5
253830,2020-2021,25113
254360,2020-2021,83677
254365,2020-2021,52118
254520,2020-2021,4845.5
254570,2020-2021,42647
254580,2020-2021,43120
254680,2020-2021,1397
254690,2020-2021,6358
254760,2020-2021,27362.5
