cds,fiscal_year,student_count
233140,2022-2023,96448
233150,2022-2023,86009
233220,2022-2023,49538.5
233290,2022-2023,299744.5
233530,2022-2023,550561
233620,2022-2023,295394
233845,2022-2023,377503.5
234090,2022-2023,566379
234130,2022-2023,336336
234660,2022-2023,287496
234830,2022-2023,55011
234860,2022-2023,367570.5
234910,2022-2023,160869.5
234920,2022-2023,117832
234970,2022-2023,49731
235850,2022-2023,665434
250050,2022-2023,478.5
250100,2022-2023,110935
250130,2022-2023,9738
250180,2022-2023,5456
250270,2022-2023,23430
250500,2022-2023,16648.5
250560,2022-2023,32109
250945,2022-2023,44418
251000,2022-2023,9625
251260,2022-2023,44594
251440,2022-2023,42311.5
251490,2022-2023,6820
251640,2022-2023,87098
251650,2022-2023,476932.5
251660,2022-2023,157399
252105,2022-2023,120076
252120,2022-2023,11196
252160,2022-2023,6552
252230,2022-2023,128480
252290,2022-2023,248039
252320,2022-2023,1963.5
252400,2022-2023,75977
252430,2022-2023,40843
252720,2022-2023,33594
252770,2022-2023,280725.5
252920,2022-2023,209330
252930,2022-2023,35953.5
253030,2022-2023,201861
253040,2022-2023,174075
253160,2022-2023,406252
253200,2022-2023,71170
253250,2022-2023,8745
253260,2022-2023,72050
253270,2022-2023,42383
253500,2022-2023,19910
253510,2022-2023,164703
253810,2022-2023,151536
253830,2022-2023,23353
254360,2022-2023,79893
254365,2022-2023,52596.5
254520,2022-2023,5060
254570,2022-2023,38368
254580,2022-2023,40458
254680,2022-2023,1584
254690,2022-2023,5852
254760,2022-2023,26048
254770,2022-2023,20108
254840,2022-2023,6908
254980,2022-2023,8547
254990,2022-2023,19305
255185,2022-2023,62067.5
255230,2022-2023,37471.5
255310,2022-2023,73023.5
255420,2022-2023,146888.5
255640,2022-2023,23100
255645,2022-2023,192
270450,2022-2023,52651.5
270460,2022-2023,28237
270630,2022-2023,45232
270785,2022-2023,161766
270820,2022-2023,45045
271090,2022-2023,73386.5
271110,2022-2023,158636.5
271190,2022-2023,40491
271530,2022-2023,41629.5
271990,2022-2023,61127
272000,2022-2023,57860
272010,2022-2023,16962
272380,2022-2023,114037
272460,2022-2023,73458
272650,2022-2023,55852.5
272870,2022-2023,108718.5
273090,2022-2023,20790
273100,2022-2023,33176
273240,2022-2023,23699.5
273340,2022-2023,150436
273365,2022-2023,49879.5
273370,2022-2023,119905.5
273380,2022-2023,37246
273385,2022-2023,254402.5
273410,2022-2023,23133
273450,2022-2023,210391.5
273460,2022-2023,47267
273520,2022-2023,12936
273950,2022-2023,324357
274000,2022-2023,38049
274080,2022-2023,90007.5
274330,2022-2023,191928
274440,2022-2023,18881.5
274480,2022-2023,26048
274490,2022-2023,106689
274560,2022-2023,151151
275380,2022-2023,16423
275520,2022-2023,87010
275660,2022-2023,97443.5
275770,2022-2023,37972
290185,2022-2023,160303
290210,2022-2023,3085.5
290230,2022-2023,2986.5
290320,2022-2023,103741
290530,2022-2023,388971
290770,2022-2023,114867.5
291150,2022-2023,6281
292350,2022-2023,5819
292360,2022-2023,353540
292480,2022-2023,178469.5
292500,2022-2023,25465
292520,2022-2023,313527.5
292550,2022-2023,5665
292690,2022-2023,71005
292760,2022-2023,9042
292940,2022-2023,128964
292980,2022-2023,176
293790,2022-2023,52734
293800,2022-2023,6127
293820,2022-2023,40562.5
294105,2022-2023,77286
294190,2022-2023,49357
294210,2022-2023,121588.5
294220,2022-2023,25206.5
294710,2022-2023,10989
294720,2022-2023,1397
294950,2022-2023,111782
295020,2022-2023,102300
295190,2022-2023,687632
295220,2022-2023,13959
310420,2022-2023,35904
310900,2022-2023,542443
311920,2022-2023,51535
312100,2022-2023,107129
312510,2022-2023,41338
312700,2022-2023,40969.5
313640,2022-2023,26543
313970,2022-2023,773674
313980,2022-2023,41690
313990,2022-2023,48224
313995,2022-2023,179047
314010,2022-2023,1500719
314230,2022-2023,76263
314270,2022-2023,41492
314400,2022-2023,48587
315200,2022-2023,41849.5
315440,2022-2023,38885
315570,2022-2023,339036.5
315650,2022-2023,138171
315690,2022-2023,54307
330060,2022-2023,19937.5
331340,2022-2023,10032
331350,2022-2023,7139
332800,2022-2023,6776
332950,2022-2023,6259
333860,2022-2023,14751
334070,2022-2023,111331
334075,2022-2023,83693.5
334150,2022-2023,70658.5
334280,2022-2023,15532
334630,2022-2023,54912
334640,2022-2023,25971
335320,2022-2023,19893.5
335910,2022-2023,56666.5
350240,2022-2023,32224.5
350350,2022-2023,209726
350490,2022-2023,97482
350510,2022-2023,86900
350555,2022-2023,370980.5
351610,2022-2023,393239
351810,2022-2023,49819
352170,2022-2023,327574.5
353000,2022-2023,78985.5
353210,2022-2023,1496
353320,2022-2023,199012
353670,2022-2023,184552.5
354510,2022-2023,4675
354810,2022-2023,16769.5
354815,2022-2023,70031.5
354820,2022-2023,72842
354850,2022-2023,27863
355470,2022-2023,67782
355540,2022-2023,26741
355550,2022-2023,64036.5
370090,2022-2023,27709
370520,2022-2023,3036
370640,2022-2023,35909.5
371560,2022-2023,19184
371570,2022-2023,21681
371630,2022-2023,8261
371800,2022-2023,26675
371930,2022-2023,12111
371980,2022-2023,13288
372030,2022-2023,26796
372165,2022-2023,34776.5
372240,2022-2023,68431
372465,2022-2023,36630
372490,2022-2023,9570
372615,2022-2023,30415
373300,2022-2023,16236
373590,2022-2023,55808.5
373840,2022-2023,11473
374650,2022-2023,6248
374960,2022-2023,143187
375030,2022-2023,13013
375040,2022-2023,11000
375100,2022-2023,49709
375110,2022-2023,25608
375360,2022-2023,134695
375435,2022-2023,28787
390310,2022-2023,96701
390850,2022-2023,94055.5
390980,2022-2023,165841.5
391320,2022-2023,1467174.5
391710,2022-2023,21725
392190,2022-2023,150232.5
392420,2022-2023,67375
392660,2022-2023,298694
393470,2022-2023,44814
393560,2022-2023,104170
394160,2022-2023,651013
394290,2022-2023,196581
394540,2022-2023,150320.5
394550,2022-2023,96893.5
394670,2022-2023,241697.5
395000,2022-2023,97388.5
395090,2022-2023,176737
395260,2022-2023,66654.5
395290,2022-2023,354106.5
395730,2022-2023,261679
395810,2022-2023,7568
410030,2022-2023,24783
410070,2022-2023,13387
410280,2022-2023,16060
410400,2022-2023,16456
411620,2022-2023,8338
411670,2022-2023,5511
411785,2022-2023,41569
411840,2022-2023,43741.5
411870,2022-2023,76615
412020,2022-2023,3707
412040,2022-2023,11995.5
412250,2022-2023,8129
412470,2022-2023,7645
412790,2022-2023,48840
412970,2022-2023,26257
413675,2022-2023,29975
413890,2022-2023,15268
414100,2022-2023,147598
414200,2022-2023,20570
415460,2022-2023,16379
415465,2022-2023,73430.5
415480,2022-2023,22517
415530,2022-2023,18447
415780,2022-2023,16527.5
10010,2023-2024,47993
10110,2023-2024,355212
10120,2023-2024,70202
10570,2023-2024,20119
10590,2023-2024,75878
10960,2023-2024,2992
11300,2023-2024,28160
11310,2023-2024,365827
11410,2023-2024,10956
11540,2023-2024,21857
11690,2023-2024,153560
11790,2023-2024,148236
11940,2023-2024,137236
11960,2023-2024,135850
12680,2023-2024,36448.5
12780,2023-2024,2728
12910,2023-2024,56600.5
13020,2023-2024,15191
13480,2023-2024,27214
13720,2023-2024,43065
14180,2023-2024,214929
14240,2023-2024,7667
14800,2023-2024,36729
15350,2023-2024,31526
15760,2023-2024,9163
30040,2023-2024,40040
30080,2023-2024,9152
30290,2023-2024,94952
30300,2023-2024,175417
30440,2023-2024,66203.5
30740,2023-2024,25454
30745,2023-2024,26587
30890,2023-2024,133221
30930,2023-2024,54373
30990,2023-2024,74701
31070,2023-2024,31581
31130,2023-2024,118481
31230,2023-2024,35552
31270,2023-2024,56430
31345,2023-2024,126687
31360,2023-2024,47179
31370,2023-2024,158966.5
31380,2023-2024,18931
31450,2023-2024,257103
31470,2023-2024,111881
31550,2023-2024,190542
31580,2023-2024,51749.5
31700,2023-2024,250305
31760,2023-2024,116435
31860,2023-2024,267223
32050,2023-2024,27830
32080,2023-2024,79293.5
32090,2023-2024,19657
32180,2023-2024,50204
32200,2023-2024,35794
32620,2023-2024,72303
32710,2023-2024,53641.5
32740,2023-2024,166056
32860,2023-2024,123134
32900,2023-2024,124294.5
33060,2023-2024,59719
33170,2023-2024,39418.5
33330,2023-2024,42460
33350,2023-2024,22198
33550,2023-2024,92768.5
33600,2023-2024,95249
33700,2023-2024,40535
33710,2023-2024,89551
33730,2023-2024,23870
33740,2023-2024,27874
33760,2023-2024,60170
33850,2023-2024,32835
33870,2023-2024,36311
33910,2023-2024,93670.5
33930,2023-2024,163295
33940,2023-2024,53603
33960,2023-2024,78441
34300,2023-2024,89105.5
34310,2023-2024,107591
34370,2023-2024,70383.5
34380,2023-2024,91058
34390,2023-2024,244772
34405,2023-2024,71533
34410,2023-2024,52624
34430,2023-2024,45034
34470,2023-2024,29958.5
34500,2023-2024,1023
34600,2023-2024,113201
34610,2023-2024,84980.5
34620,2023-2024,13321
34870,2023-2024,16098.5
35150,2023-2024,193110.5
35160,2023-2024,156656.5
35170,2023-2024,396
35330,2023-2024,47861
35410,2023-2024,70235
35430,2023-2024,61985
35755,2023-2024,127000.5
35830,2023-2024,53174
35880,2023-2024,32450
35920,2023-2024,89826
50200,2023-2024,4708
50380,2023-2024,20526
50475,2023-2024,102729
50600,2023-2024,80905
50610,2023-2024,77561
50620,2023-2024,169290
50830,2023-2024,31509.5
50840,2023-2024,131956
51030,2023-2024,24282.5
51060,2023-2024,138281
51250,2023-2024,27379
51280,2023-2024,59092
51420,2023-2024,197461
51520,2023-2024,79414.5
51910,2023-2024,24271.5
52610,2023-2024,301367
52850,2023-2024,55154
52960,2023-2024,24354
53010,2023-2024,117832
53070,2023-2024,21087
53080,2023-2024,119702
53360,2023-2024,173354.5
53430,2023-2024,55176
53440,2023-2024,190069
53540,2023-2024,10439
53650,2023-2024,69740
53690,2023-2024,104500
53920,2023-2024,41833
54040,2023-2024,4136
54050,2023-2024,212855.5
54320,2023-2024,97350
54450,2023-2024,73287.5
54460,2023-2024,15290
54740,2023-2024,31317
54930,2023-2024,32538
55010,2023-2024,12331
55130,2023-2024,30591
55490,2023-2024,3025
55720,2023-2024,43450
55805,2023-2024,201069
55890,2023-2024,5005
70150,2023-2024,57959
70160,2023-2024,3597
70190,2023-2024,37444
70260,2023-2024,53614
70330,2023-2024,39000.5
70340,2023-2024,39567
70390,2023-2024,172590
70580,2023-2024,18084
70680,2023-2024,834988
70700,2023-2024,84040
70800,2023-2024,502287.5
70810,2023-2024,6468
70880,2023-2024,37829
70940,2023-2024,86119
71255,2023-2024,88638
71720,2023-2024,12688.5
71770,2023-2024,111122
71780,2023-2024,319737
71880,2023-2024,45589.5
71890,2023-2024,95106
71900,2023-2024,119779
72130,2023-2024,5522
72540,2023-2024,15224
72560,2023-2024,22044
72670,2023-2024,172447
72890,2023-2024,18612
73110,2023-2024,25558.5
73420,2023-2024,27280
73770,2023-2024,23298
74060,2023-2024,269395.5
74110,2023-2024,83193
74590,2023-2024,37334
74790,2023-2024,21692
75035,2023-2024,40172
75080,2023-2024,37939
75140,2023-2024,88
75400,2023-2024,138567
75560,2023-2024,70598
75820,2023-2024,232925
75900,2023-2024,30833
90170,2023-2024,1842.5
90710,2023-2024,8041
90720,2023-2024,21741.5
90730,2023-2024,44
91080,2023-2024,34419
92820,2023-2024,58415.5
92840,2023-2024,66352
93130,2023-2024,118954
93680,2023-2024,8756
93780,2023-2024,58960
94700,2023-2024,3778.5
95060,2023-2024,1639
95340,2023-2024,85646
95610,2023-2024,3844.5
95700,2023-2024,1694
95790,2023-2024,42179.5
95800,2023-2024,12386
95840,2023-2024,14333
110540,2023-2024,337238
110950,2023-2024,30602
110995,2023-2024,40524
110997,2023-2024,57876.5
111020,2023-2024,15191
111120,2023-2024,7535
111460,2023-2024,22484
111820,2023-2024,3729
112270,2023-2024,20240
112570,2023-2024,25806
113050,2023-2024,24728
113230,2023-2024,247643
114750,2023-2024,1980
115070,2023-2024,5302
115300,2023-2024,45727
115390,2023-2024,526339
130250,2023-2024,244728
130410,2023-2024,308896.5
130660,2023-2024,116787
130760,2023-2024,71170
131210,2023-2024,489599
131390,2023-2024,90304.5
131400,2023-2024,10021
131465,2023-2024,30547
131750,2023-2024,78749
132330,2023-2024,425788
132730,2023-2024,283541.5
133190,2023-2024,211684
133310,2023-2024,279642
133570,2023-2024,2930917
133630,2023-2024,30596.5
133750,2023-2024,184921
133880,2023-2024,303429.5
134530,2023-2024,20537
134900,2023-2024,308874.5
135370,2023-2024,95777
135630,2023-2024,73832
135680,2023-2024,335164.5
150860,2023-2024,70037
150870,2023-2024,99341
151100,2023-2024,194777
151180,2023-2024,57359.5
151330,2023-2024,15746.5
151590,2023-2024,56254
151715,2023-2024,42746
151730,2023-2024,92114
151775,2023-2024,54945
151830,2023-2024,23221
152070,2023-2024,59653
152440,2023-2024,123931.5
152750,2023-2024,47267
152990,2023-2024,54967
153280,2023-2024,272437
153490,2023-2024,12727
153580,2023-2024,11088
154020,2023-2024,61924.5
154140,2023-2024,50501
154880,2023-2024,15268
154940,2023-2024,72688
155120,2023-2024,74514
155500,2023-2024,330385
155590,2023-2024,7359
155620,2023-2024,131851.5
155740,2023-2024,17512
155860,2023-2024,83754
155870,2023-2024,11231
170220,2023-2024,499972
171200,2023-2024,18535
171850,2023-2024,69756.5
172060,2023-2024,125125
172210,2023-2024,173789
172295,2023-2024,97718.5
172390,2023-2024,1563749
172410,2023-2024,297847
173610,2023-2024,358457
174730,2023-2024,103031.5
175240,2023-2024,685278
175580,2023-2024,60797
175670,2023-2024,419859
190020,2023-2024,19844
190370,2023-2024,15994
190430,2023-2024,5599
190670,2023-2024,3157
190910,2023-2024,13409
190920,2023-2024,52162
191040,2023-2024,18524
191050,2023-2024,31559
191160,2023-2024,15785
191376,2023-2024,35480
191510,2023-2024,148126
191600,2023-2024,12771
191680,2023-2024,4796
191740,2023-2024,5736.5
191970,2023-2024,6127
192140,2023-2024,14509
192220,2023-2024,21252
192300,2023-2024,112062.5
192308,2023-2024,19998
192450,2023-2024,13332
192590,2023-2024,4906
192600,2023-2024,24392.5
193180,2023-2024,3278
193660,2023-2024,87543.5
194350,2023-2024,63921
195180,2023-2024,22616
195270,2023-2024,18568
211245,2023-2024,255920.5
211430,2023-2024,178046
211950,2023-2024,596634.5
212280,2023-2024,152135.5
212580,2023-2024,175961.5
213105,2023-2024,26405.5
214255,2023-2024,177067
215210,2023-2024,870496
215510,2023-2024,136774
215715,2023-2024,407517
230750,2023-2024,203555
230970,2023-2024,31135.5
231140,2023-2024,65703
231170,2023-2024,392997
231290,2023-2024,785878.5
232110,2023-2024,10153
232150,2023-2024,77368.5
232370,2023-2024,46420
233120,2023-2024,102635.5
233140,2023-2024,98890
233150,2023-2024,85244.5
233220,2023-2024,52244.5
233290,2023-2024,303083
233530,2023-2024,536382
233620,2023-2024,304106
233845,2023-2024,382129
234090,2023-2024,576268
234130,2023-2024,343057
234660,2023-2024,296802
234830,2023-2024,56463
234860,2023-2024,364193.5
234910,2023-2024,167524.5
234920,2023-2024,126269
234970,2023-2024,51095
235850,2023-2024,676901.5
250050,2023-2024,649
250100,2023-2024,100347.5
250130,2023-2024,9756
250180,2023-2024,5236
250270,2023-2024,22819.5
250500,2023-2024,14531
250560,2023-2024,29914.5
250945,2023-2024,43802
251000,2023-2024,9647
251260,2023-2024,46299
251440,2023-2024,41783.5
251490,2023-2024,6974
251640,2023-2024,88066
251650,2023-2024,472169.5
251660,2023-2024,154902
252105,2023-2024,119361
252120,2023-2024,10620
252160,2023-2024,6363
252230,2023-2024,127589
252290,2023-2024,253231
252320,2023-2024,2310
252400,2023-2024,74272
252430,2023-2024,41255.5
252720,2023-2024,31691
252770,2023-2024,285477.5
252920,2023-2024,212685
252930,2023-2024,33797.5
253030,2023-2024,206261
253040,2023-2024,178651
253160,2023-2024,400218.5
253200,2023-2024,72358
253250,2023-2024,9174
253260,2023-2024,73249
253270,2023-2024,44594
253500,2023-2024,20801
253510,2023-2024,165577.5
253810,2023-2024,148956.5
253830,2023-2024,22957
254360,2023-2024,74932
254365,2023-2024,53922
254520,2023-2024,5280
254570,2023-2024,37565
254580,2023-2024,38973
254680,2023-2024,1540
254690,2023-2024,5533
254760,2023-2024,24156
254770,2023-2024,20713
254840,2023-2024,6105
254980,2023-2024,7513
254990,2023-2024,18293
255185,2023-2024,64163
255230,2023-2024,40073
255310,2023-2024,72121.5
255420,2023-2024,144386
255640,2023-2024,22825
255645,2023-2024,240
270450,2023-2024,56188
270460,2023-2024,26477
270630,2023-2024,46805
270785,2023-2024,159511
270820,2023-2024,44517
271090,2023-2024,75564.5
271110,2023-2024,168905
271190,2023-2024,42487.5
271530,2023-2024,42058.5
271990,2023-2024,59554
272000,2023-2024,57343
272010,2023-2024,16214
272380,2023-2024,113201
272460,2023-2024,74431.5
272650,2023-2024,56496
272870,2023-2024,109829.5
273090,2023-2024,21219
273100,2023-2024,33869
273240,2023-2024,24156
273340,2023-2024,153153
273365,2023-2024,49918
273370,2023-2024,130482
273380,2023-2024,37675
273385,2023-2024,263637
273410,2023-2024,23853.5
273450,2023-2024,220638
273460,2023-2024,47151.5
273520,2023-2024,14740
273950,2023-2024,325193
274000,2023-2024,37851
274080,2023-2024,89694
274330,2023-2024,189673
274440,2023-2024,18947.5
274480,2023-2024,24854.5
274490,2023-2024,109296
274560,2023-2024,151954
275380,2023-2024,15730
275520,2023-2024,88924
275660,2023-2024,93060
275770,2023-2024,38599
290185,2023-2024,167282.5
290210,2023-2024,2915
290230,2023-2024,2975.5
290320,2023-2024,105600
290530,2023-2024,383421.5
290770,2023-2024,109296
291150,2023-2024,6567
292350,2023-2024,6292
292360,2023-2024,352137.5
292480,2023-2024,177947
292500,2023-2024,24205.5
292520,2023-2024,296664.5
292550,2023-2024,5291
292690,2023-2024,71379
292760,2023-2024,9240
292940,2023-2024,128287.5
292980,2023-2024,308
293790,2023-2024,53300.5
293800,2023-2024,5676
293820,2023-2024,41294
294105,2023-2024,76912
294190,2023-2024,50281
294210,2023-2024,120642.5
294220,2023-2024,23083.5
294710,2023-2024,10120
294720,2023-2024,1661
294950,2023-2024,108773.5
295020,2023-2024,107019
295190,2023-2024,690657
295220,2023-2024,13629
310420,2023-2024,37620
310900,2023-2024,583885.5
311920,2023-2024,52393
312100,2023-2024,107140
312510,2023-2024,39237
312700,2023-2024,40947.5
313640,2023-2024,26796
313970,2023-2024,729624.5
313980,2023-2024,44990
313990,2023-2024,49291
313995,2023-2024,175769
314010,2023-2024,1521877.5
314230,2023-2024,77209
314270,2023-2024,39050
314400,2023-2024,46882
315200,2023-2024,40293
315440,2023-2024,40931
315570,2023-2024,345878.5
315650,2023-2024,138930
315690,2023-2024,57464
330060,2023-2024,19068.5
331340,2023-2024,9537
331350,2023-2024,7359
332800,2023-2024,7502
332950,2023-2024,6270
333860,2023-2024,14294.5
334070,2023-2024,113624.5
334075,2023-2024,84579
334150,2023-2024,70504.5
334280,2023-2024,15884
334630,2023-2024,56331
334640,2023-2024,27450.5
335320,2023-2024,19470
335910,2023-2024,57959
350240,2023-2024,31372
350350,2023-2024,210177
350490,2023-2024,102932.5
350510,2023-2024,85508.5
350555,2023-2024,364430
351610,2023-2024,408496
351810,2023-2024,49643
352170,2023-2024,329087
353000,2023-2024,83446
353210,2023-2024,1056
353320,2023-2024,201311
353670,2023-2024,198924
354510,2023-2024,4592.5
354810,2023-2024,17358
354815,2023-2024,70895
354820,2023-2024,74057.5
354850,2023-2024,29150
355470,2023-2024,71335
355540,2023-2024,28985
355550,2023-2024,61341.5
370090,2023-2024,28589
370520,2023-2024,3058
370640,2023-2024,36817
371560,2023-2024,18810
371570,2023-2024,21648
371630,2023-2024,7689
371800,2023-2024,24871
371930,2023-2024,11913
371980,2023-2024,14377
372030,2023-2024,27346
372165,2023-2024,35530
372240,2023-2024,70004
372465,2023-2024,35640
372490,2023-2024,9614
372615,2023-2024,31410.5
373300,2023-2024,17204
373590,2023-2024,58740
373840,2023-2024,12012
374650,2023-2024,6017
374960,2023-2024,144903
375030,2023-2024,13739
375040,2023-2024,11726
375100,2023-2024,51876
375110,2023-2024,25498
375360,2023-2024,135866.5
375435,2023-2024,28864
390310,2023-2024,96767
390850,2023-2024,95177.5
390980,2023-2024,164098
391320,2023-2024,1497584
391710,2023-2024,22847
392190,2023-2024,157729
392420,2023-2024,67754.5
392660,2023-2024,307263
393470,2023-2024,44374
393560,2023-2024,104720
394160,2023-2024,666616.5
394290,2023-2024,201910.5
394540,2023-2024,152498.5
394550,2023-2024,98351
394670,2023-2024,246526.5
395000,2023-2024,100160.5
395090,2023-2024,180108.5
395260,2023-2024,66720.5
395290,2023-2024,371888
395730,2023-2024,263736
395810,2023-2024,7073
410030,2023-2024,25223
410070,2023-2024,14190
410280,2023-2024,16467
410400,2023-2024,16923.5
411620,2023-2024,8305
411670,2023-2024,5324
411785,2023-2024,42779
411840,2023-2024,43884.5
411870,2023-2024,80201
412020,2023-2024,3663
412040,2023-2024,11528
412250,2023-2024,8409.5
412470,2023-2024,8074
412790,2023-2024,50303
412970,2023-2024,26499
413675,2023-2024,28787
413890,2023-2024,15290
414100,2023-2024,148467
414200,2023-2024,20713
415460,2023-2024,14674
415465,2023-2024,69855.5
415480,2023-2024,24717
415530,2023-2024,18194
415780,2023-2024,17088.5
10010,2024-2025,48301
10110,2024-2025,351593
10120,2024-2025,73348
10570,2024-2025,19118
10590,2024-2025,77814
10960,2024-2025,3014
11300,2024-2025,29084
11310,2024-2025,360778
11410,2024-2025,10901
11540,2024-2025,22033
11690,2024-2025,151767
11790,2024-2025,151393
11940,2024-2025,138160
11960,2024-2025,131043
12680,2024-2025,35816
12780,2024-2025,2255
12910,2024-2025,56694
13020,2024-2025,14036
13480,2024-2025,26059
13720,2024-2025,41360
14180,2024-2025,214984
14240,2024-2025,7722
14800,2024-2025,37147
15350,2024-2025,28974
15760,2024-2025,10285
30040,2024-2025,39721
30080,2024-2025,9042
30290,2024-2025,98747
30300,2024-2025,179388
30440,2024-2025,69366
30740,2024-2025,24986.5
30745,2024-2025,25806
30890,2024-2025,136576
30930,2024-2025,53999
30990,2024-2025,76208
31070,2024-2025,31878
31130,2024-2025,118877
31230,2024-2025,37680.5
31270,2024-2025,56078
31345,2024-2025,132808.5
31360,2024-2025,48972
31370,2024-2025,163333.5
31380,2024-2025,19503
31450,2024-2025,257466
31470,2024-2025,114455
31550,2024-2025,189794
31580,2024-2025,52888
31700,2024-2025,258819
31760,2024-2025,115621
31860,2024-2025,270990.5
32050,2024-2025,28303
32080,2024-2025,77528
32090,2024-2025,20581
32180,2024-2025,51271
32200,2024-2025,36124
32620,2024-2025,72270
32710,2024-2025,54785.5
32740,2024-2025,170197.5
32860,2024-2025,125779.5
32900,2024-2025,125152.5
33060,2024-2025,62227
33170,2024-2025,39919
33330,2024-2025,44011
33350,2024-2025,22605
33550,2024-2025,93186.5
33600,2024-2025,99566.5
33700,2024-2025,39380
33710,2024-2025,94644
33730,2024-2025,24420
33740,2024-2025,27027
33760,2024-2025,60676
33850,2024-2025,34573
33870,2024-2025,35211
33910,2024-2025,94369
33930,2024-2025,161760.5
33940,2024-2025,53399.5
33960,2024-2025,76703
34300,2024-2025,84782.5
34310,2024-2025,103180
34370,2024-2025,71280
34380,2024-2025,92334
34390,2024-2025,244013
34405,2024-2025,71060
34410,2024-2025,53152
34430,2024-2025,44297
34470,2024-2025,28231.5
34500,2024-2025,1056
34600,2024-2025,112662
34610,2024-2025,87180.5
34620,2024-2025,13222
34870,2024-2025,17072
35150,2024-2025,190707
35160,2024-2025,153934
35170,2024-2025,440
35330,2024-2025,47047
35410,2024-2025,71269
35430,2024-2025,63019
35755,2024-2025,127523
35830,2024-2025,54747
35880,2024-2025,33775.5
35920,2024-2025,90618
50200,2024-2025,4422
50380,2024-2025,20064
50475,2024-2025,102058
50600,2024-2025,84040
50610,2024-2025,80146
50620,2024-2025,170258
50830,2024-2025,30624
50840,2024-2025,134926
51030,2024-2025,23611.5
51060,2024-2025,139150
51250,2024-2025,27324
51280,2024-2025,62898
51420,2024-2025,201036
51520,2024-2025,77352
51910,2024-2025,24535.5
52610,2024-2025,299684
52850,2024-2025,53713
52960,2024-2025,24552
53010,2024-2025,118646
53070,2024-2025,21109
53080,2024-2025,123244
53360,2024-2025,175021
53430,2024-2025,55231
53440,2024-2025,192313
53540,2024-2025,11341
53650,2024-2025,69421
53690,2024-2025,103664
53920,2024-2025,43824
54040,2024-2025,4048
54050,2024-2025,218328
54320,2024-2025,98208
54450,2024-2025,78974.5
54460,2024-2025,15103
54740,2024-2025,30437
54930,2024-2025,32076
55010,2024-2025,12463
55130,2024-2025,30492
55490,2024-2025,3003
55720,2024-2025,43362
55805,2024-2025,200101
55890,2024-2025,4328.5
70150,2024-2025,57024
70160,2024-2025,3421
70190,2024-2025,36443
70260,2024-2025,55066
70330,2024-2025,39297.5
70340,2024-2025,41844
70390,2024-2025,168828
70580,2024-2025,18656
70680,2024-2025,819896
70700,2024-2025,86009
70800,2024-2025,503228
70810,2024-2025,8514
70880,2024-2025,39842
70940,2024-2025,83688
71255,2024-2025,87439
71720,2024-2025,11990
71770,2024-2025,113630
71780,2024-2025,319143
71880,2024-2025,45463
71890,2024-2025,94479
71900,2024-2025,119790
72130,2024-2025,6688
72540,2024-2025,15609
72560,2024-2025,22803
72670,2024-2025,171611
72890,2024-2025,19151
73110,2024-2025,26768.5
73420,2024-2025,26763
73770,2024-2025,21736
74060,2024-2025,279576
74110,2024-2025,84975
74590,2024-2025,37383.5
74790,2024-2025,22209
75035,2024-2025,39226
75080,2024-2025,36828
75140,2024-2025,88
75400,2024-2025,139733
75560,2024-2025,71445
75820,2024-2025,237006
75900,2024-2025,33143
90170,2024-2025,1798.5
90710,2024-2025,7821
90720,2024-2025,23248.5
90730,2024-2025,44
91080,2024-2025,34496
92820,2024-2025,56969
92840,2024-2025,66231
93130,2024-2025,120626
93680,2024-2025,8338
93780,2024-2025,57447.5
94700,2024-2025,3096.5
95060,2024-2025,1474
95340,2024-2025,85855
95610,2024-2025,4361.5
95700,2024-2025,1606
95790,2024-2025,39286.5
95800,2024-2025,11638
95840,2024-2025,15361.5
110540,2024-2025,338470
110950,2024-2025,32098
110995,2024-2025,44968
110997,2024-2025,61099.5
111020,2024-2025,15158
111120,2024-2025,9086
111460,2024-2025,26191
111820,2024-2025,3905
112270,2024-2025,21901
112570,2024-2025,26477
113050,2024-2025,23892
113230,2024-2025,251691
114750,2024-2025,2222
115070,2024-2025,5984
115300,2024-2025,46871
115390,2024-2025,527895.5
130250,2024-2025,256927
130410,2024-2025,314237
130660,2024-2025,115626.5
130760,2024-2025,70037
131210,2024-2025,511555
131390,2024-2025,91366
131400,2024-2025,10202.5
131465,2024-2025,31108
131750,2024-2025,77748
132330,2024-2025,459360
132730,2024-2025,288354
133190,2024-2025,209737
133310,2024-2025,279829
133570,2024-2025,2989613
133630,2024-2025,29722
133750,2024-2025,192313
133880,2024-2025,317460
134530,2024-2025,19448
134900,2024-2025,314237
135370,2024-2025,96822
135630,2024-2025,75405
135680,2024-2025,339647
150860,2024-2025,71313
150870,2024-2025,95942
151100,2024-2025,199375
151180,2024-2025,55396
151330,2024-2025,15675
151590,2024-2025,56518
151715,2024-2025,43175
151730,2024-2025,94721
151775,2024-2025,56457.5
151830,2024-2025,24057
152070,2024-2025,61633
152440,2024-2025,126555
152750,2024-2025,48411
152990,2024-2025,55055
153280,2024-2025,272987
153490,2024-2025,12947
153580,2024-2025,9795.5
154020,2024-2025,61429.5
154140,2024-2025,50545
154880,2024-2025,15367
154940,2024-2025,73172
155120,2024-2025,74288.5
155500,2024-2025,334719
155590,2024-2025,7117
155620,2024-2025,131373
155740,2024-2025,17974
155860,2024-2025,85613
