CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
13,5630,30545097,17584544,16537065,487195,560284,3790048,3307446,3520512,3066052,3876796,2150435,0,1767450,0,1672,West Essex Regional,Essex,H. 7-12 / 9-12,4,I,,1,10.7,74356,75.6,76314,117.1,133380,12.5,Essex
13,5680,125032982,78933551,75410340,2299162,1224049,17616828,16312786,13056029,11495359,12514807,7269611,0,2424780,298926,6659,West Orange Town,Essex,G. K-12 / 3501 +,3,GH,,1,10.6,88579,58.3,94081,154.3,146715,17.3,Essex
15,860,17113217,10240459,8904718,410466,925275,2440062,1987535,2192475,1829779,1572163,704063,0,587176,111162,1405,Clayton Boro,Gloucester,E. K-12 / 0 - 1800,3,CD,,1,12.4,55242,102.6,54719,159.6,105920,14.4,Gloucester
15,870,28479246,16865630,15785589,539884,540157,3398640,2998523,3687489,2854927,3166803,1415847,0,1177614,99176,2236,Clearview Regional,Gloucester,H. 7-12 / 9-12,4,FG,,1,13.4,67800,105.6,68400,151.9,116318,12.8,Gloucester
15,1100,58730848,35542712,33916300,564581,1061831,9263220,7839789,5843732,4836776,6376627,4282593,225000,814961,191936,4231,Deptford Twp,Gloucester,G. K-12 / 3501 +,3,CD,,1,12.9,65855,103.5,84655,184.5,109923,16.1,Gloucester
15,1180,14825346,9552131,8921761,494976,135394,1990464,1717766,1631317,1375778,1645397,794716,0,0,8594,1270,East Greenwich Twp,Gloucester,A. K-6,1,FG,,1,11.9,58538,84.7,64425,181.4,111000,17.4,Gloucester
15,1330,4817412,3133114,2779136,28519,325459,788250,555231,450304,215640,437829,208223,0,7915,10692,374,Elk Twp,Gloucester,A. K-6,1,,,1,11.5,61799,126,67974,189,45000,18,Gloucester
15,1590,17769605,10538317,9788912,333597,415808,2684543,2422531,1853442,1406559,2325914,1251044,0,32276,281412,1406,Franklin Twp,Gloucester,A. K-6,1,CD,,1,11.4,52824,73.8,58124,175.3,110933,17.7,Gloucester
15,1715,16384794,9143294,8686368,285317,171609,3067416,2404264,1382677,1110806,1730065,854870,0,773373,78464,886,Gateway Regional,Gloucester,H. 7-12 / 9-12,4,CD,,1,11.1,77814,55.7,66837,81.3,111980,8.8,Gloucester
15,1730,31068770,18141499,16797498,617294,726707,4611920,4222708,3878241,3036179,3385728,1966507,0,586666,229558,1993,Glassboro,Gloucester,F. K-12 / 1801 - 3500,3,B,,1,11.4,65223,74.5,83623,83.4,105000,8.4,Gloucester
15,1774,29409416,16610231,14586470,866372,1157389,6530931,3128291,2916159,2413282,3210675,1613650,0,135060,122341,634,Gloucester Co Spec Serv,Gloucester,I. CSSD,7,,,1,5.8,60780,7.2,58657,30,117076,9.3,Gloucester
15,1775,19096475,9934526,8668967,962581,302978,3683320,2970505,1443929,909292,3310020,1678545,0,710807,164216,1517,Gloucester Co Vocational,Gloucester,J. VOC,8,,,1,17,66216,143,67566,224.7,105138,14.8,Gloucester
15,1830,8337067,4722945,4435484,115805,171656,1669281,1082181,792556,610707,1117257,597676,0,23378,0,428,Greenwich Twp,Gloucester,C. K-8 / 401 - 750,2,DE,,1,9,59500,58.6,58110,106.3,120600,13.6,Gloucester
15,2070,16957095,10928054,10351925,513811,62318,1953498,1764466,1808023,1458802,2072146,913419,0,0,34838,1396,Harrison Twp,Gloucester,A. K-6,1,GH,,1,12,70625,107.4,78285,174.5,114128,16.1,Gloucester
15,2440,27464029,15695958,15086772,415814,193372,3575273,3165441,3568222,2929944,3226582,1775837,0,1184096,624850,2706,Kingsway Regional,Gloucester,H. 7-12 / 9-12,4,FG,,1,14.5,55797,112.2,62050,149.6,109022,11.7,Gloucester
15,2750,13425035,8312895,7671368,262795,378732,2414295,2161086,1089131,865624,1564889,326387,0,36052,134608,832,Logan Twp,Gloucester,D. K-8 / 751 +,2,FG,,1,9.3,63020,76.6,60017,119.3,114555,14.5,Gloucester
15,2990,18449065,11467728,10769698,681494,16536,2431808,2210932,1943253,1565579,2530301,1678483,0,75974,102229,1279,Mantua Twp,Gloucester,A. K-6,1,FG,,1,11.4,57053,68.5,68753,181,105998,18.5,Gloucester
15,3280,73939995,43352511,41013730,809107,1529674,11355733,9307077,8157270,6606985,9627376,520878,0,1355248,89875,5985,Monroe Twp,Gloucester,G. K-12 / 3501 +,3,CD,,1,13.3,59999,91.7,61999,214.3,132485,18.4,Gloucester
15,3490,4101997,2593368,2502511,76423,14434,742473,562352,400244,226887,357399,190029,0,7204,0,272,National Park Boro,Gloucester,A. K-6,1,B,,1,10.8,69561,84.7,63361,150.6,33500,15.8,Gloucester
15,4020,17606080,10186499,9462293,285926,438280,2644165,2271688,2174514,1605524,1889160,815935,0,601770,189241,1117,Paulsboro Boro,Gloucester,E. K-12 / 0 - 1800,3,A,,1,10.9,70874,80.1,61677,124.7,123308,13,Gloucester
15,4140,21935163,13296084,12619099,227513,449472,3355527,3181886,2482173,2131033,2089487,1211616,80000,622919,238047,1299,Pitman Boro,Gloucester,E. K-12 / 0 - 1800,3,FG,,1,9.3,64399,49.8,63686,111.6,110174,14.3,Gloucester
15,4880,4686108,2938588,2430054,144946,363588,696710,392023,452238,224839,579315,0,0,19257,0,369,South Harrison Twp,Gloucester,A. K-6,1,FG,,1,11.7,54006,75.8,61265,364,103841,36,Gloucester
15,4940,24723015,13990791,12495971,275650,1219170,3575524,3182463,2317643,1740230,3217432,1515200,0,1034735,695571,1613,Delsea Regional H.S Dist.,Gloucester,H. 7-12 / 9-12,4,CD,,1,12.7,76580,86.1,84944,142.6,123084,12.8,Gloucester
15,5120,21040959,13076760,12318956,399118,358686,2986831,2331466,2918049,2253788,1977059,742825,0,74039,73813,1675,Swedesboro-Woolwich,Gloucester,A. K-6,1,DE,,1,11.7,61582,95.2,65082,165.7,111193,15.9,Gloucester
15,5500,119257649,70147360,62952260,1274922,5920178,19248872,17380990,13723594,11908553,12116774,6548345,1102525,2264323,0,7191,Washington Twp,Gloucester,G. K-12 / 3501 +,3,FG,,1,11,70818,64.2,82001,154.7,123984,16.4,Gloucester
15,5590,2882043,1777660,1724851,21869,30940,425571,302336,390992,338553,272021,120133,0,13453,0,179,Wenonah Boro,Gloucester,A. K-6,1,I,,1,9.4,60454,60.3,28079,100.6,92500,12.3,Gloucester
15,5620,40310998,23762420,21861554,1353782,547084,6839200,5208076,4272844,3485319,4171264,2699612,0,1015051,69811,2942,West Deptford Twp,Gloucester,F. K-12 / 1801 - 3500,3,DE,,1,12.7,75226,82.1,82246,179.6,128851,16.3,Gloucester
15,5740,4395532,2980808,2902001,68435,10372,685733,472777,430550,281495,279803,162805,0,18638,0,361,Westville Boro,Gloucester,A. K-6,1,B,,1,12.5,70470,67.2,56620,165,33500,15.7,Gloucester
15,5860,22504249,13742915,12625735,416769,700411,3913898,3414666,2312903,1974244,1845099,1067220,0,626000,27267,1546,Woodbury City,Gloucester,E. K-12 / 0 - 1800,3,B,,1,11.6,66014,71.2,66014,124.9,126331,12.5,Gloucester
15,5870,3320191,2274860,2190512,51376,32972,429801,287557,386848,341630,217301,116330,0,11381,6835,231,Woodbury Heights Boro,Gloucester,A. K-6,1,FG,,1,9.3,55242,76,83284,228,110000,27.4,Gloucester
17,220,121142747,77337149,73517655,887631,2931863,14855314,13219064,12980213,9082800,12984278,8633505,0,1075292,146185,9539,Bayonne City,Hudson,G. K-12 / 3501 +,3,CD,,1,13.9,57074,121.7,83388,231.8,133976,18.6,Hudson
17,1200,3181411,1761185,1648943,86005,26237,335504,269222,501301,338680,582182,115698,0,1239,29453,255,East Newark Boro,Hudson,B. K-8 / 0 - 400,2,A,,1,,,,,,,,Hudson
17,1850,11046175,6498955,6220723,201404,76828,2192098,1710894,1323457,984973,920691,301079,0,67090,121724,983,Guttenberg Town,Hudson,D. K-8 / 751 +,2,B,,1,,,,,,,,Hudson
17,2060,32854142,18988097,18499567,329715,158815,5150549,5012823,3729351,3317114,3861589,1587427,0,415160,161583,2031,Harrison Town,Hudson,F. K-12 / 1801 - 3500,3,B,1,1,12.5,76480,90.8,99115,118.5,141008,10.8,Hudson
17,2210,44537993,22798634,21618268,872874,307492,9615719,8177467,3927152,3098772,6022044,3802589,548770,1591565,6463,1865,Hoboken City,Hudson,F. K-12 / 1801 - 3500,3,FG,1,1,9,71670,51.6,96471,93.3,129913,12.2,Hudson
17,2295,44379950,22153244,21631427,353107,168710,6215453,6166282,5862169,4711715,6689494,3615822,583343,519863,0,2564,Hudson County Vocational,Hudson,J. VOC,8,,,1,17.8,69486,116,101985,183.2,162499,11.9,Hudson
17,2390,497441485,297442390,286338327,5576241,5527822,74015566,65388832,47437731,39677042,73150016,49027456,0,4025810,1018460,25147,Jersey City,Hudson,G. K-12 / 3501 +,3,B,1,1,11.5,75760,72.7,105580,203.3,141100,20.4,Hudson
17,2410,73666854,46715153,42770649,1572837,2371667,6550743,5774675,9936529,8770463,8835659,6167865,337534,1140868,887866,5578,Kearny Town,Hudson,G. K-12 / 3501 +,3,B,,1,12.5,70225,98.2,74081,207,143947,18.7,Hudson
17,3610,107331811,65067539,62290702,1731643,1045194,14695738,12813728,13339759,11605504,11497635,8233443,0,2151195,98755,7643,North Bergen Twp,Hudson,G. K-12 / 3501 +,3,B,,1,13.1,68900,108,78400,181.8,118350,15.6,Hudson
17,4730,32302210,18836668,17421994,417140,997534,3693802,3058360,4322898,3268869,4104353,2443316,0,1075562,134001,2171,Secaucus Town,Hudson,F. K-12 / 1801 - 3500,3,DE,,1,12.2,63782,85.3,64939,134.9,123134,12.7,Hudson
17,5240,200529114,105466225,103133290,2049990,282945,39173174,34689818,17580787,12686866,36033332,24224822,0,783787,35884,12244,Union City,Hudson,G. K-12 / 3501 +,3,A,1,1,14,70830,124.2,81208,163.9,153094,13.1,Hudson
17,5580,21196872,12135028,11065987,545666,523375,3168115,2153195,2555592,2032044,2137258,1189636,0,926008,73432,1349,Weehawken Twp,Hudson,E. K-12 / 0 - 1800,3,CD,,1,11.3,55280,79.1,56100,96,121988,9.7,Hudson
17,5670,112233096,67432752,66169182,1202375,61195,21784725,20277805,9614872,7831843,10672130,5668469,0,1023849,267172,8422,West New York Town,Hudson,G. K-12 / 3501 +,3,A,1,1,13.9,65663,88.8,72673,192.7,144500,16,Hudson
19,20,8648267,5130252,4804556,241851,83845,1774913,1539614,937555,713002,673522,126151,1260,125125,107618,493,Alexandria Twp,Hunterdon,C. K-8 / 401 - 750,2,GH,,1,9.4,69219,55.9,70241,111.8,112493,13.9,Hunterdon
19,370,7864068,4161559,3970136,101928,89495,1760528,1566792,744831,607522,1128619,368854,0,68531,30841,368,Bethlehem Twp,Hunterdon,B. K-8 / 0 - 400,2,I,,1,8.3,56105,44.6,64320,92.5,100565,13.2,Hunterdon
19,430,1843896,1150440,1075962,31358,43120,258135,195219,236752,135809,192631,111628,0,5938,0,84,Bloomsbury Boro,Hunterdon,B. K-8 / 0 - 400,2,GH,,1,7.8,63288,40.5,57073,85,125000,13,Hunterdon
19,670,2425396,1568709,1522332,21444,24933,462376,254077,162414,94521,206895,80748,0,24217,100,86,Califon Boro,Hunterdon,B. K-8 / 0 - 400,2,I,,1,5.4,55479,42.4,62904,41.2,61225,8.4,Hunterdon
19,910,7878280,4751095,4412710,232596,105789,1432638,1104665,807645,685653,757994,358090,21005,103772,91352,444,Clinton-Glen Gardner,Hunterdon,B. K-8 / 0 - 400,2,I,,1,6.8,68200,38.8,67488,96.5,135402,16.6,Hunterdon
19,920,23588845,13517804,12262482,582948,672374,4736742,4266534,2400583,1980896,2800496,1559198,0,109614,31656,1226,Clinton Twp,Hunterdon,D. K-8 / 751 +,2,I,,1,8.7,60580,42.1,64425,125.9,123292,17.5,Hunterdon
19,1040,7514967,4758076,4527670,225292,5114,1083319,890277,740102,641215,812906,362983,0,117503,13838,389,Delaware Twp,Hunterdon,B. K-8 / 0 - 400,2,GH,,1,9.1,65455,82.3,60677,107.5,97325,13.1,Hunterdon
19,1050,14917773,6898415,6307972,266473,323970,3534604,3314405,1559909,1293709,1624410,850030,0,1300435,53349,692,Delaware Valley Regional,Hunterdon,H. 7-12 / 9-12,5,GH,,1,10,68045,50,81215,77.6,117307,9.3,Hunterdon
19,1160,6777820,4041073,3721005,175406,144662,1164327,1046674,733488,641841,716575,445294,14144,101527,37453,352,East Amwell Twp,Hunterdon,B. K-8 / 0 - 400,2,I,,1,9.4,72640,46,76740,103,123520,12.9,Hunterdon
19,1376,16971207,10188403,9677440,338192,172771,2651315,2426826,1708985,1452827,1628090,859013,0,639037,89381,987,South Hunterdon Regional School District,Hunterdon,E. K-12 / 0 - 1800,3,I,,1,9.1,67865,58.3,75618,116.5,108839,14.9,Hunterdon
19,1510,52399191,34823109,29869050,1360181,3593878,6169186,5513323,5859229,4847821,5280072,1227531,0,247510,345852,3057,Flemington-Raritan Reg,Hunterdon,D. K-8 / 751 +,2,I,,1,9.6,64160,61.3,60933,138.9,124720,16.8,Hunterdon
19,1600,4908497,2844137,2626703,83745,133689,804413,477504,599881,491769,624603,41864,0,35059,39817,285,Franklin Twp,Hunterdon,B. K-8 / 0 - 400,2,I,,1,9.4,61418,144,58601,72,104239,8.2,Hunterdon
19,1680,2622640,1535973,1466325,33409,36239,486560,423275,252072,155822,311272,153542,10000,26671,5769,124,Frenchtown Boro,Hunterdon,B. K-8 / 0 - 400,2,FG,,1,7.1,56515,51.6,59120,129,107520,20.6,Hunterdon
19,1970,2846610,1683997,1593494,27380,63123,682786,543346,190340,80840,277389,146431,0,12097,0,138,Hampton Boro,Hunterdon,B. K-8 / 0 - 400,2,DE,,1,7.1,48333,48.1,15139,65,108500,10.6,Hunterdon
19,2140,7376739,4107574,3810841,123985,172748,1577191,1076126,637362,455984,1001774,432564,0,52838,24016,369,High Bridge Boro,Hunterdon,B. K-8 / 0 - 400,2,GH,,1,9.5,63105,49.1,54405,74.6,101990,9.4,Hunterdon
19,2220,9939117,6028926,5662642,306367,59917,1579259,1391904,979476,807028,1248484,512810,0,102971,31298,564,Holland Twp,Hunterdon,C. K-8 / 401 - 750,2,FG,,1,10.2,59022,59.4,54569,142,114350,16.3,Hunterdon
19,2300,47523071,27199484,25717277,1049806,432401,8829791,8458554,3646632,3208962,5185427,2874281,0,2195257,616858,2856,Hunterdon Central Reg,Hunterdon,H. 7-12 / 9-12,5,I,,1,11.9,68230,74.6,72840,151.6,138978,14.8,Hunterdon
19,2308,5584941,2931755,1443495,159327,1328933,693289,522091,901693,606620,1113486,78635,0,26511,122303,358,Hunterdon Co Vocational,Hunterdon,J. VOC,8,,,1,28.6,62130,128.5,62150,257,86858,11,Hunterdon
19,2450,6044839,3635190,3375529,189007,70654,1000724,944075,632884,563481,697838,350680,0,63939,54970,336,Kingwood Twp,Hunterdon,B. K-8 / 0 - 400,2,FG,,1,9.5,61431,50.8,58492,104.7,102559,13.1,Hunterdon
19,2590,2089530,1177275,1123909,33723,19643,490874,399687,195928,153496,210593,115361,12522,2338,27582,110,Lebanon Boro,Hunterdon,A. K-6,1,I,,1,5.9,53760,,,53.5,38695,9,Hunterdon
19,2600,11230537,7024121,6430073,268558,325490,2016029,1738317,1064017,929773,991330,589819,0,122664,180791,588,Lebanon Twp,Hunterdon,C. K-8 / 401 - 750,2,I,,1,9,59915,59.2,66650,131.6,125000,16.9,Hunterdon
19,3180,1998459,1118310,1009641,31220,77449,452181,305438,169255,64842,216448,115930,12000,25619,30396,75,Milford Boro,Hunterdon,B. K-8 / 0 - 400,2,FG,,1,5.6,48007,350,10011,54.3,64121,9.7,Hunterdon
19,3660,44327993,23911921,21427397,1497286,987238,6299667,5694158,4299483,3046968,6342472,2747855,0,3457363,710068,2774,N Hunt/Voorhees Regional,Hunterdon,H. 7-12 / 9-12,5,I,,1,12.2,72115,77.3,78055,137.8,143012,13.1,Hunterdon
19,4350,26530109,16119107,15473503,596384,49220,4571562,4204099,2783348,2392154,2536266,777520,0,348702,183053,1513,Readington Twp,Hunterdon,D. K-8 / 751 +,2,I,,1,9.3,63763,56.6,71461,131.8,119972,16.4,Hunterdon
19,5180,11415284,6884650,6569445,300653,14552,1895789,1391697,1028261,866922,1305104,658725,0,236174,178288,557,Tewksbury Twp,Hunterdon,C. K-8 / 401 - 750,2,J,,1,8.7,77823,116.3,86320,279,138303,34.6,Hunterdon
19,5270,7872113,4724897,4549969,144649,30279,1217661,886242,874860,674970,974942,439406,0,79744,0,381,Union Twp,Hunterdon,C. K-8 / 401 - 750,2,GH,,1,10.6,75549,51.8,68429,129.4,128902,14.7,Hunterdon
21,1245,71721354,44194563,40434853,2183449,1576261,10662007,9568585,7106975,5892122,7681321,4743897,0,1392345,670280,5094,East Windsor Regional,Mercer,G. K-12 / 3501 +,3,GH,,1,11.9,70480,88,74290,149.7,125626,14.3,Mercer
21,1430,57848602,35636744,33900359,452814,1283571,8619595,7452200,5910816,4916848,6469032,4181678,0,1159777,163965,3515,Ewing Twp,Mercer,F. K-12 / 1801 - 3500,3,DE,,1,10.2,58800,68.9,74677,160.6,148355,18.1,Mercer
21,1950,161709372,97216812,90818248,2092545,4306019,26616584,23243273,16349045,13783567,18647690,12039109,0,2726950,66827,11419,Hamilton Twp,Mercer,G. K-12 / 3501 +,3,FG,,1,12.2,72666,67,80361,181,118230,17.6,Mercer
21,2280,67042067,42498996,39569273,1489125,1440598,10472164,9633461,5184715,4457427,6667901,3976475,0,1713932,14951,3512,Hopewell Valley Regional,Mercer,F. K-12 / 1801 - 3500,3,I,,1,10.1,82152,61.9,75255,144.2,130887,16.6,Mercer
21,2580,61801891,36518460,34197245,2129299,191916,10802936,9928396,5289208,4594162,7885375,4562035,0,1175120,208023,3836,Lawrence Twp,Mercer,G. K-12 / 3501 +,3,GH,,1,11.7,64386,57.1,71826,147.2,112895,15.2,Mercer
21,3103,36814557,21893155,21488814,212107,192234,8789303,8527299,3318011,2777496,2760144,1294394,0,2325,129629,563,Mercer County Special Services School Di,Mercer,I. CSSD,7,,,1,5.9,89925,7.5,90910,50,97777,15.2,Mercer
21,3105,11652748,5171079,4575176,400471,195432,1925383,1744269,2171414,1669268,2281441,618773,0,0,764275,492,Mercer County Vocational,Mercer,J. VOC,8,,,1,18.4,57832,115.6,70397,134.9,96000,8.5,Mercer
21,4255,73038415,43718879,41473912,1566212,678755,12662315,11344266,7147488,6024077,7383691,4080098,0,1797431,494675,3751,Princeton Public Schools,Mercer,G. K-12 / 3501 +,3,I,,1,11.1,81583,57.7,85377,144.7,145184,15.5,Mercer
21,5210,170523042,98234688,91952865,2137591,4144232,27180285,20479464,18283207,14775989,23595300,7724799,0,1176787,1446216,11146,Trenton Public School District,Mercer,G. K-12 / 3501 +,3,A,1,1,12.1,76195,82.4,89015,202.2,131521,19.2,Mercer
21,5510,34989636,21304206,20026098,832047,446061,5187550,4614992,3914076,3254927,3112053,525468,0,1338540,193194,3145,Robbinsville,Mercer,F. K-12 / 1801 - 3500,3,I,,1,13,61605,89.6,69983,210,131600,18.5,Mercer
21,5715,132911143,82998136,80480797,2252220,265119,19942324,18047935,13400842,11192502,13275860,1042532,0,2969974,1483245,9702,W Windsor-Plainsboro Reg,Mercer,G. K-12 / 3501 +,3,J,,1,12.7,76350,84.2,86027,197.7,138520,17.9,Mercer
23,750,46944832,32070279,29752501,390735,1927043,5281476,4313523,4634321,4101590,4258885,2663123,0,463366,60912,3730,Carteret Boro,Middlesex,G. K-12 / 3501 +,3,B,,1,12.9,74421,116.6,94591,196.4,131989,16.9,Middlesex
23,970,10150954,6243105,5498886,409657,334562,1557655,1362010,986970,785845,1167565,455614,4000,182553,92240,471,Cranbury Twp,Middlesex,C. K-8 / 401 - 750,2,J,,1,8.6,65500,55.1,70900,93.6,116733,12.6,Middlesex
23,1140,14584431,9545129,8880979,270611,393539,1790608,1459615,1658382,1332522,1253391,533851,0,336921,44021,1207,Dunellen Boro,Middlesex,E. K-12 / 0 - 1800,3,FG,,1,12.2,54500,88.3,60450,121,125450,11.3,Middlesex
23,1170,123045937,72160724,68561936,1454428,2144360,21149347,18312330,13484811,10875472,14455742,6250750,0,1377448,45687,8048,East Brunswick Twp,Middlesex,G. K-12 / 3501 +,3,I,,1,11.5,68255,74.7,78686,173.7,138522,17.5,Middlesex
23,1290,197285639,129743237,125231426,4292001,219810,27977108,23238280,16635881,12792160,19985972,12381794,0,2591657,1699740,16081,Edison Twp,Middlesex,G. K-12 / 3501 +,3,GH,,1,15.7,96650,130.1,97558,302,141937,21.6,Middlesex
23,2150,26421756,15551945,14671627,238709,641609,4780165,4334305,2957439,2398220,2400215,281243,0,727833,3495,1605,Highland Park Boro,Middlesex,E. K-12 / 0 - 1800,3,GH,,1,11.1,63945,73,71975,146,115000,15.2,Middlesex
23,2370,8329969,5120761,4025712,375514,719535,1204002,944272,1191343,903993,787363,396496,0,26500,314878,701,Jamesburg Boro,Middlesex,C. K-8 / 401 - 750,2,DE,,1,12.9,57293,106.8,58068,126.2,107164,11,Middlesex
23,3120,31678239,19490137,18493444,875761,120932,4537118,3718387,3304482,2662914,3297329,1778624,0,966465,789171,2272,Metuchen Boro,Middlesex,F. K-12 / 1801 - 3500,3,I,,1,12.6,60291,92.2,57611,141.3,111768,12.8,Middlesex
23,3140,31835928,18800785,17406503,824323,569959,4744299,4185870,3839492,3129892,3560635,1746083,0,843276,40370,2082,Middlesex Boro,Middlesex,F. K-12 / 1801 - 3500,3,FG,,1,11.8,63914,67.1,65604,158.8,125050,15.9,Middlesex
23,3150,39973636,18240919,16499658,1104692,636569,4934366,4733027,7132872,6130391,8705713,3662463,0,804388,0,2167,Middlesex Co Vocational,Middlesex,J. VOC,8,,,1,14,65370,66.8,72370,97.6,129175,8.4,Middlesex
23,3220,9712098,5574130,4643842,352200,578088,1595211,1280569,1310166,1151057,1026697,578972,5000,179855,96489,748,Milltown Boro,Middlesex,D. K-8 / 751 +,2,FG,,1,11.9,50558,100.5,60752,125.6,122500,11.8,Middlesex
23,3290,95177650,58577242,54650011,2426911,1500320,13581399,12465122,9504883,8531119,10762639,7252248,0,1834140,97706,6786,Monroe Twp,Middlesex,G. K-12 / 3501 +,3,FG,,1,13.1,61722,70.3,78916,246.9,125796,22.3,Middlesex
23,3530,146129129,88391064,80266638,3693248,4431178,22439650,16503032,13955929,12236830,20480306,10505039,0,756685,206456,9267,New Brunswick City,Middlesex,G. K-12 / 3501 +,3,A,1,1,12.3,66644,74.6,88907,166.5,125228,15.8,Middlesex
23,3620,88236822,52236767,50295822,883146,1057799,13672752,11779515,7967381,6237186,8612288,5678347,0,1549448,48491,5987,North Brunswick Twp,Middlesex,G. K-12 / 3501 +,3,FG,,1,11.6,63695,96.6,77422,139.2,112104,13.5,Middlesex
23,3845,130858455,83083855,80709647,2240402,133806,17710951,15688645,11486631,9676423,15730984,4460554,0,1986662,999795,8657,Old Bridge Twp,Middlesex,G. K-12 / 3501 +,3,FG,,1,12,72923,88.2,81707,216.2,153126,20.4,Middlesex
23,4090,178360250,114745701,108907473,4016661,1821567,25588367,20994623,15751019,12676219,19262075,12367900,0,1266691,2315545,10910,Perth Amboy City,Middlesex,G. K-12 / 3501 +,3,A,1,1,12,67200,81.8,86650,156.3,119931,15,Middlesex
23,4130,92928930,57306851,52096698,1425181,3784972,14082287,12703186,8835775,7112148,10573186,5942190,0,1822763,437880,7131,Piscataway Twp,Middlesex,G. K-12 / 3501 +,3,GH,,1,13.1,74740,92.2,76926,166.4,111750,14.6,Middlesex
23,4660,73151183,47060154,44744508,1294904,1020742,10893644,9510800,7487156,5623758,5973483,3957233,0,1280291,300471,6172,Sayreville Boro,Middlesex,G. K-12 / 3501 +,3,DE,,1,13.1,63228,85.7,65853,221.6,127008,19.5,Middlesex
23,4830,13362427,8087050,7760602,151648,174800,1827637,1527403,1832800,1492976,1248243,671499,0,311345,5100,1056,South Amboy City,Middlesex,E. K-12 / 0 - 1800,3,CD,,1,11.6,70622,85.6,76802,174.1,144227,17,Middlesex
23,4860,109663218,66459718,65237865,820832,401021,12658926,11255976,13243002,11280464,14893159,9148186,0,1586754,202747,8745,South Brunswick Twp,Middlesex,G. K-12 / 3501 +,3,I,,1,14.1,77892,93.1,80516,165.2,93376,13.5,Middlesex
23,4910,51189595,30369036,28827960,645369,895707,7125034,6145243,6417895,5370677,5686902,999911,0,1224223,1104758,3369,South Plainfield Boro,Middlesex,F. K-12 / 1801 - 3500,3,FG,,1,12.4,67285,96.3,78415,152.4,128075,13.9,Middlesex
23,4920,25228281,14608645,13391356,238178,979111,3544085,2931646,3039594,2724038,3270280,648373,0,765677,33372,2186,South River Boro,Middlesex,F. K-12 / 1801 - 3500,3,CD,,1,12.4,62620,84.4,61487,156,121644,14.4,Middlesex
23,4970,22487135,13413772,12752848,488462,172462,3159870,2487147,2473120,2070507,2694800,1776651,0,688124,430075,1704,Spotswood Boro,Middlesex,E. K-12 / 0 - 1800,3,DE,,1,10.2,58200,65,68770,158.9,113000,18,Middlesex
23,5850,176312544,112570864,107844696,2594697,2131471,25613866,23942887,19701718,16454485,13857384,2408123,0,2960368,1531576,13655,Woodbridge Twp,Middlesex,G. K-12 / 3501 +,3,DE,,1,12.5,74897,105.4,91006,222.4,142680,19.9,Middlesex
25,100,55760579,29030893,25856573,1379942,1794378,13223690,11624289,3659894,2907801,7893045,5047770,0,1316518,84775,1740,Asbury Park City,Monmouth,F. K-12 / 1801 - 3500,3,A,1,1,8.9,75650,38.9,88700,77.8,138449,10.7,Monmouth
25,130,5001299,3286465,3140688,69904,75873,685439,487106,598923,471732,407804,205562,0,22667,0,316,Atlantic Highlands Boro,Monmouth,A. K-6,1,GH,,1,10.8,74589,74,33334,100.6,112270,10.6,Monmouth
25,180,2799125,1607564,1468434,97692,41438,613737,552830,265740,226371,250571,96249,17192,42103,3935,146,Avon Boro,Monmouth,B. K-8 / 0 - 400,2,I,,1,7.9,57200,46.9,53668,51.1,28862,7.5,Monmouth
25,270,7809779,5017521,4728754,163213,125554,1046812,989716,965802,866938,651211,37792,0,113745,0,517,Belmar Boro,Monmouth,C. K-8 / 401 - 750,2,CD,,1,9.5,58000,60.7,59888,129.5,135000,15.7,Monmouth
25,500,5323878,3079570,2928315,83688,67567,887259,811917,535889,385460,734427,337512,0,84421,20941,317,Bradley Beach Boro,Monmouth,B. K-8 / 0 - 400,2,CD,,1,8.6,57145,88.3,58385,79.5,106107,10.1,Monmouth
25,560,8141622,4441656,4225898,193388,22370,1387422,1082005,866518,681808,1308098,401164,32784,105142,0,540,Brielle Boro,Monmouth,C. K-8 / 401 - 750,2,GH,,1,11.1,65368,78.5,65555,178,113746,18.3,Monmouth
25,945,20239836,11393078,10770250,362098,260730,4545812,4365117,1798237,1520555,2126720,1242707,7280,185906,376903,956,Colts Neck Twp,Monmouth,D. K-8 / 751 +,2,I,,1,8.5,73761,49.7,78561,106.1,140806,14.6,Monmouth
25,1000,3468253,1900254,1718704,125864,55686,510624,289918,318058,251193,654841,115115,0,83591,24435,165,Deal Boro,Monmouth,B. K-8 / 0 - 400,2,,,1,9.5,60110,1164.3,36693,81.5,129806,8.6,Monmouth
25,1260,17102739,10627099,10025936,478478,122685,2598336,2388931,1685606,1457247,1963942,271088,0,140555,0,986,Eatontown Boro,Monmouth,D. K-8 / 751 +,2,FG,,1,164.5,55564,987,59569,,,,Monmouth
25,1440,14387065,9340777,8871906,458269,10602,2011463,1785062,1229371,1016179,1717002,663383,0,88451,0,990,Fair Haven Boro,Monmouth,D. K-8 / 751 +,2,I,,1,11.4,59143,70.5,74668,141.4,133410,14.4,Monmouth
